step,energy,ewmean,ewvar,pmove,locstd,mcmc_width
0,248.57486,248.57486,0.0,0.45869142,10.013913,0.09584615
1,248.12537,248.5299,0.01818399,0.44936526,7.7477846,0.09584615
2,248.31711,248.50862,0.020441102,0.46254885,8.887031,0.09584615
3,247.88364,248.44612,0.05355152,0.44526368,7.54114,0.09584615
4,248.39304,248.44081,0.048449993,0.46044922,9.434742,0.09584615
5,248.20837,248.41757,0.048467424,0.446875,8.323083,0.095591895
6,248.47311,248.42313,0.04389832,0.44975585,11.463576,0.095591895
7,248.56458,248.43727,0.041309193,0.4546875,13.744984,0.095591895
8,248.13489,248.40703,0.04540749,0.45092773,7.3521876,0.095591895
9,248.72144,248.43848,0.04976342,0.45156252,13.911977,0.095591895
10,248.48074,248.4427,0.04494786,0.44541016,14.193037,0.09533134
11,248.21387,248.41982,0.04516601,0.45341796,8.042673,0.09533134
12,248.40381,248.41821,0.040672466,0.44799805,9.535199,0.09533134
13,248.51425,248.42781,0.03743533,0.4489746,7.5486155,0.09533134
14,248.41388,248.42642,0.033709265,0.4405762,12.020856,0.09533134
15,248.38187,248.42197,0.030517006,0.45541993,8.839557,0.09511909
16,251.10435,248.6902,0.6750339,0.44995117,106.08792,0.09511909
17,248.96739,248.71793,0.6144457,0.44399416,29.459,0.09511909
18,248.44467,248.6906,0.55972123,0.4543457,8.142052,0.09511909
19,249.3319,248.75473,0.5407626,0.44575197,57.659695,0.09511909
20,248.02512,248.68176,0.5345966,0.45444337,9.370041,0.09490267
21,247.96666,248.61026,0.52716047,0.4495117,8.611012,0.09490267
22,248.29147,248.57838,0.48359063,0.45458984,18.969042,0.09490267
23,248.9094,248.61148,0.44509256,0.45722657,53.70023,0.09490267
24,249.77737,248.72807,0.52292097,0.45629883,64.79176,0.09490267
25,248.03659,248.65892,0.51366216,0.45527345,11.103625,0.09469067
26,248.09279,248.60231,0.49114138,0.46079102,14.030363,0.09469067
27,248.86346,248.62842,0.44816536,0.45566407,30.281834,0.09469067
28,248.34451,248.60002,0.41060302,0.4519043,13.771145,0.09469067
29,247.74127,248.51414,0.43591323,0.45493165,6.649512,0.09469067
30,248.16425,248.47916,0.40334055,0.45908204,8.375144,0.09449714
31,248.29517,248.46075,0.3660532,0.4574219,12.833443,0.09449714
32,256.59283,249.27396,6.2812133,0.45498046,345.79672,0.09449714
33,248.22345,249.1689,5.7524123,0.45078126,10.512407,0.09449714
34,249.08945,249.16095,5.177739,0.46030274,25.347742,0.09449714
35,248.26157,249.07101,4.732765,0.44765627,9.730541,0.09425015
36,247.92535,248.95645,4.377617,0.46137697,6.209503,0.09425015
37,248.93323,248.95413,3.9399035,0.46381837,45.78937,0.09425015
38,248.87381,248.9461,3.5464938,0.45483398,46.702038,0.09425015
39,248.55212,248.90671,3.2058144,0.4597168,13.703329,0.09425015
40,248.19806,248.83585,2.9304295,0.4567871,7.8613195,0.09404674
41,248.32834,248.7851,2.6605673,0.4597656,11.420737,0.09404674
42,248.2423,248.73082,2.4210274,0.45668948,16.527443,0.09404674
43,248.38177,248.69592,2.1898894,0.46191406,12.03134,0.09404674
44,249.29387,248.75572,2.003079,0.46254885,46.630512,0.09404674
45,247.9165,248.6718,1.8661567,0.45458984,6.8682423,0.093833454
46,248.13808,248.61842,1.7051783,0.46743166,8.718313,0.093833454
47,247.7728,248.53386,1.5990181,0.46113282,7.1549525,0.093833454
48,248.00531,248.481,1.464259,0.4615723,7.546157,0.093833454
49,248.77954,248.51086,1.3258544,0.46064454,22.160645,0.093833454
50,248.11209,248.471,1.2075808,0.4586426,8.127489,0.09363962
51,248.03796,248.42769,1.103699,0.45859376,6.377478,0.09363962
52,248.04156,248.38907,1.0067472,0.45214844,6.2353053,0.09363962
53,247.978,248.34796,0.92128074,0.4555176,7.998749,0.09363962
54,247.96948,248.31012,0.84204483,0.46201172,7.4942493,0.09363962
55,248.1104,248.29015,0.7614304,0.46733397,6.8986382,0.09348679
56,248.33147,248.29428,0.685441,0.46142578,12.867668,0.09348679
57,248.00128,248.26498,0.6246233,0.45278323,10.733238,0.09348679
58,247.90071,248.22856,0.5741035,0.46010745,6.328709,0.09348679
59,248.35748,248.24146,0.51818895,0.46137697,19.026175,0.09348679
60,248.5496,248.27228,0.47491622,0.45942384,19.649153,0.09329733
61,249.70065,248.41512,0.61104757,0.46000975,78.943924,0.09329733
62,248.02104,248.3757,0.56391925,0.46118164,7.9465775,0.09329733
63,247.85143,248.32327,0.53226525,0.45937502,6.0447755,0.09329733
64,248.00024,248.29097,0.48843,0.4676758,6.999813,0.09329733
65,248.20079,248.28195,0.4403189,0.46113282,8.43025,0.0931162
66,248.25342,248.2791,0.39636028,0.46137697,7.547521,0.0931162
67,248.832,248.33438,0.38423732,0.4640625,16.785044,0.0931162
68,248.33826,248.33476,0.3458149,0.4576172,10.484212,0.0931162
69,247.95187,248.29648,0.32442775,0.4581543,8.376878,0.0931162
70,247.81815,248.24864,0.31257716,0.45864257,5.843734,0.09292386
71,247.90524,248.2143,0.2919325,0.46855468,5.890595,0.09292386
72,249.28784,248.32166,0.36646459,0.46430665,53.774284,0.09292386
73,248.52954,248.34244,0.3337076,0.46293944,24.719746,0.09292386
74,255.90085,249.09828,5.4419985,0.4652344,361.3315,0.09292386
75,248.42827,249.03128,4.938201,0.45541993,21.66784,0.092716955
76,248.10176,248.93832,4.522141,0.46357423,12.695259,0.092716955
77,247.79909,248.8244,4.186734,0.46767578,8.383564,0.092716955
78,248.18402,248.76036,3.8049688,0.46972656,13.973103,0.092716955
79,248.43304,248.72763,3.434114,0.46884766,20.460983,0.092716955
80,247.7959,248.63446,3.1688337,0.46489257,9.399463,0.09255434
81,247.75749,248.54677,2.921167,0.46713868,6.7747436,0.09255434
82,248.11761,248.50385,2.6456258,0.46113282,17.207685,0.09255434
83,247.99959,248.45341,2.403948,0.45683593,7.950035,0.09255434
84,248.33096,248.44116,2.1649027,0.46655273,19.592709,0.09255434
85,247.88489,248.38553,1.9762621,0.46987307,6.906606,0.09241503
86,248.0307,248.35005,1.7899671,0.46557617,9.041315,0.09241503
87,247.82462,248.29752,1.6358179,0.465625,10.00254,0.09241503
88,248.03879,248.27164,1.4782608,0.46430665,8.880495,0.09241503
89,247.80472,248.22495,1.3500558,0.45991212,8.131243,0.09241503
90,247.94263,248.19672,1.2222235,0.46259767,6.626455,0.09224236
91,248.11256,248.1883,1.1006384,0.46728516,7.470211,0.09224236
92,248.20917,248.19038,0.9906138,0.45947266,9.092797,0.09224236
