r,top_top,bottom_bottom,top_bottom
2.713504704593503597e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.907766627252398539e-01
8.140514113780511485e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.460387957432591532e-01
1.356752352296751729e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.344582085720895215e-01
1.899453293215452587e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.670873278153360175e-01
2.442154234134153168e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.425263798073276744e-01
2.984855175052854026e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.997422245987099831e-01
3.527556115971555162e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.862165277061883950e-01
4.070257056890255187e-01,3.684142201201280956e-03,3.684142201201280956e-03,9.762976833183394376e-01
4.612957997808956323e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.020724103979883779e+00
5.155658938727656349e-01,2.908533316737853432e-03,0.000000000000000000e+00,9.889013276908702466e-01
5.698359879646357484e-01,2.631530143715197709e-03,0.000000000000000000e+00,9.434035565218983344e-01
6.241060820565058620e-01,7.208104306698148549e-03,9.610805742264198065e-03,9.586778727908537023e-01
6.783761761483759756e-01,1.105242660360384981e-02,2.210485320720770135e-03,9.726135411171388245e-01
7.326462702402459781e-01,4.093491334668082626e-03,6.140237002002123939e-03,9.977885128253451974e-01
7.869163643321159807e-01,7.622363174899217560e-03,1.143354476234882504e-02,9.918600081337606289e-01
8.411864584239860942e-01,1.426119561755332180e-02,8.913247260970827424e-03,1.001848992133120841e+00
8.954565525158562078e-01,1.507149082309613107e-02,1.507149082309613107e-02,9.737857681811555866e-01
9.497266466077263214e-01,2.210485320720769267e-02,2.052593512097857301e-02,9.907710991087733676e-01
1.003996740699596213e+00,2.090999627708838363e-02,2.539070976503589663e-02,1.033551244553225779e+00
1.058266834791466326e+00,3.259048870293437122e-02,3.967537755139836919e-02,1.035102260760589532e+00
1.112536928883336440e+00,4.178356398923396831e-02,5.795784682377615182e-02,1.039871600570774435e+00
1.166807022975206554e+00,5.654729890215916266e-02,8.482094835323873705e-02,1.005642304339535054e+00
1.221077117067076667e+00,7.982308102602765632e-02,1.031559816336357488e-01,1.029717745235756876e+00
1.275347211158946781e+00,9.759057532969334092e-02,1.105242660360382378e-01,1.030579991282845942e+00
1.329617305250816894e+00,1.330802386964547723e-01,1.432304263936420019e-01,1.009379776553618768e+00
1.383887399342686786e+00,1.538671154619356829e-01,2.102128197156022671e-01,1.020724103979883113e+00
1.438157493434556899e+00,2.137497597866777621e-01,2.314753496226461538e-01,9.780354862434328389e-01
1.492427587526427013e+00,2.280818944561879280e-01,3.034393485716684880e-01,9.957231603792168206e-01
1.546697681618297127e+00,3.218776870523220590e-01,3.761703089647618903e-01,1.067431727242790895e+00
1.600967775710167018e+00,3.634187730676535777e-01,4.271107229867268651e-01,9.862885774232968972e-01
1.655237869802037132e+00,4.565920498537971439e-01,4.420970641441527849e-01,1.037750383149850464e+00
1.709507963893907245e+00,4.999907273058875057e-01,5.271832054576112148e-01,1.012700516973065179e+00
1.763778057985777359e+00,6.163853298163680661e-01,6.529433562744422215e-01,1.050830714004180599e+00
1.818048152077647472e+00,6.689192519046790464e-01,6.837657951035498449e-01,1.021112248900114317e+00
1.872318246169517586e+00,6.959825158356355290e-01,7.752716632093155091e-01,1.019145858919270786e+00
1.926588340261387478e+00,7.993550790071209944e-01,8.468338130085176774e-01,9.943292243735122327e-01
1.980858434353257813e+00,8.887362214130727356e-01,9.447553699518864700e-01,1.000396010730302931e+00
2.035128528445127927e+00,9.755608548781059541e-01,9.829291392805086236e-01,9.855080388213495191e-01
2.089398622536997596e+00,1.033473656440876409e+00,1.076535058792579491e+00,1.001536449696696529e+00
2.143668716628867710e+00,1.129026363178266212e+00,1.121331635796010362e+00,9.835260635865193946e-01
2.197938810720737823e+00,1.161187041934180098e+00,1.196663966834636827e+00,9.896015301560094901e-01
2.252208904812607937e+00,1.303653692160016364e+00,1.227751485364182882e+00,9.913893501666314334e-01
2.306478998904478050e+00,1.324990906949684355e+00,1.247623920724457491e+00,9.937431802122632662e-01
2.360749092996348164e+00,1.326291192432459631e+00,1.291990558145413193e+00,9.982119774461735151e-01
2.415019187088218278e+00,1.367893022906697231e+00,1.357958257420311732e+00,9.829208603092608465e-01
2.469289281180088391e+00,1.377909668328413106e+00,1.345724030416819428e+00,1.006256641877558700e+00
