r,top_top,bottom_bottom,top_bottom
1.085401881837401439e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.565630617792978629e-01
3.256205645512204316e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.394562613063266454e-01
5.427009409187007194e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.011297034229752034e+00
7.597813172861810072e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.197197852284625386e-01
9.768616936536612949e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.302459058033235584e-01
1.193942070021141583e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.766583828767595676e-01
1.411022446388621732e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.066984260578678345e+00
1.628102822756102297e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.781397544189399662e-01
1.845183199123582307e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.054856597902778192e+00
2.062263575491062872e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.918098610076082622e-01
2.279343951858542883e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.710346230309093718e-01
2.496424328226023448e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.791008349931666910e-01
2.713504704593503458e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.004665578267590176e+00
2.930585080960983468e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.027466325001689329e+00
3.147665457328464589e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.813792587682710344e-01
3.364745833695944599e-01,0.000000000000000000e+00,1.782649452194169561e-03,1.016110187750676630e+00
3.581826210063424609e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.034909036519270575e+00
3.798906586430904619e-01,0.000000000000000000e+00,1.578918086229117498e-03,9.899816400656566984e-01
4.015986962798385740e-01,1.493571162649166449e-03,2.987142325298332898e-03,9.991991078122923753e-01
4.233067339165865750e-01,7.084888848464012713e-03,2.833955539385605172e-03,1.008179683136428917e+00
4.450147715533345760e-01,2.695713805757036369e-03,9.434998320149627291e-03,1.033806244507823546e+00
4.667228091900825770e-01,7.710995304839889444e-03,1.542199060967977889e-02,9.998590578609056756e-01
4.884308468268306891e-01,2.333290060760806472e-02,1.350852140440467024e-02,1.012525081630150092e+00
5.101388844635786901e-01,1.646106089898448713e-02,2.469159134847673243e-02,1.018822090640718381e+00
5.318469221003266911e-01,3.383395899062402457e-02,3.834515352270723154e-02,9.958461929573672045e-01
5.535549597370746921e-01,4.442642066154491032e-02,5.634570425366671603e-02,9.616694716371001483e-01
5.752629973738228042e-01,7.403040460904423969e-02,8.758526742478472960e-02,9.801208497535434105e-01
5.969710350105708052e-01,9.846707337756170630e-02,9.042894493857707439e-02,1.011799417257190248e+00
6.186790726473188062e-01,1.686949323707955806e-01,1.376705769922584588e-01,1.002959238721770285e+00
6.403871102840668073e-01,2.069988372369866159e-01,1.938857887242363409e-01,1.001743241741887669e+00
6.620951479208149193e-01,2.572859963461882060e-01,2.509444400982187573e-01,9.843001233455404009e-01
6.838031855575629203e-01,3.289412679644001525e-01,3.377130351101174655e-01,9.942798059670602262e-01
7.055112231943109213e-01,4.072394110097117825e-01,4.063892243478960942e-01,1.031276420782422543e+00
7.272192608310589224e-01,5.031328528506231468e-01,4.932351573847092441e-01,9.976052221685716148e-01
7.489272984678070344e-01,6.303086765968244354e-01,5.982726574559439348e-01,1.006731901502170734e+00
7.706353361045550354e-01,7.090676504143040848e-01,6.989492316926949611e-01,9.807082760944271227e-01
7.923433737413030364e-01,8.183337779791629574e-01,8.637547092268501592e-01,9.879052546371949184e-01
8.140514113780510375e-01,9.453508888282451395e-01,9.564033154318488661e-01,1.000613021846264106e+00
8.357594490147991495e-01,1.054286667577538417e+00,1.049980527342368131e+00,1.011584110245432599e+00
8.574674866515471505e-01,1.168899041431773478e+00,1.154908628009490235e+00,9.989155183510308733e-01
8.791755242882951515e-01,1.316057464095791607e+00,1.304459238647565300e+00,1.025760703612246028e+00
9.008835619250431526e-01,1.358915825178039771e+00,1.376892663629684543e+00,9.933867766612618500e-01
9.225915995617912646e-01,1.509631445504004965e+00,1.473223451986251265e+00,9.830158249793521374e-01
9.442996371985392656e-01,1.532094998154741816e+00,1.575288389479170714e+00,1.002658355964867187e+00
9.660076748352872666e-01,1.537404959018151329e+00,1.514430813830885070e+00,1.000306699910436858e+00
9.877157124720352677e-01,1.597743648026462626e+00,1.588027229034283616e+00,1.026296756048925118e+00
1.009423750108783491e+00,1.647168093827415136e+00,1.621022568528567298e+00,1.003037425101254154e+00
1.031131787745531270e+00,1.640412790640153551e+00,1.644484737283586462e+00,1.013623860883144490e+00
1.052839825382279493e+00,1.668118819348040516e+00,1.647039449021579616e+00,9.602507752770226279e-01
1.074547863019027272e+00,1.580831926333645443e+00,1.580831926333645443e+00,9.927646825509846007e-01
1.096255900655775495e+00,1.612997704327924886e+00,1.582904463575538268e+00,1.011406464196122679e+00
1.117963938292523274e+00,1.534463110985781586e+00,1.546266673377979961e+00,9.971327593591172711e-01
1.139671975929271497e+00,1.429447174066083237e+00,1.531550543642231865e+00,9.907710991087634866e-01
1.161380013566019720e+00,1.374839234523056897e+00,1.413574374488958174e+00,9.931689887257093563e-01
1.183088051202767499e+00,1.317672327649839881e+00,1.330854120846798549e+00,9.883809937488891029e-01
1.204796088839515722e+00,1.275011915848173194e+00,1.254101919571084744e+00,9.991991078122934855e-01
1.226504126476263501e+00,1.189847518874697307e+00,1.190336564299635524e+00,9.859155766754581496e-01
1.248212164113011724e+00,1.073527001410912840e+00,1.104762120073271570e+00,1.013459465521761471e+00
1.269920201749759503e+00,1.049980527342366132e+00,1.037700053338361794e+00,9.866888536294209366e-01
1.291628239386507726e+00,9.338836092372764242e-01,9.501371777719878065e-01,1.005167116953796569e+00
