layer,eigen_index,occupation,fraction
top,0,1.64211084145,0.136842570121
top,1,0.919650242524,0.0766375202103
top,2,0.90011932208,0.0750099435067
top,3,0.823428966616,0.0686190805514
top,4,0.747925189423,0.0623270991186
top,5,0.721645578226,0.0601371315189
top,6,0.689898109073,0.0574915090894
top,7,0.650284956992,0.0541904130827
top,8,0.533641001328,0.044470083444
top,9,0.437450074542,0.0364541728785
top,10,0.359797338575,0.0299831115479
top,11,0.334407120525,0.0278672600438
top,12,0.3192863359,0.0266071946583
top,13,0.299478626924,0.0249565522437
top,14,0.281159939541,0.0234299949617
top,15,0.257479485964,0.0214566238303
top,16,0.230304032649,0.0191920027207
top,17,0.206145395024,0.0171787829187
top,18,0.204751203427,0.0170626002856
top,19,0.178048158607,0.0148373465506
top,20,0.163493981593,0.0136244984661
top,21,0.159297159999,0.0132747633332
top,22,0.135341264644,0.0112784387204
top,23,0.128652271766,0.0107210226472
top,24,0.121045827832,0.0100871523194
top,25,0.106936229231,0.00891135243588
top,26,0.0954906324989,0.00795755270824
top,27,0.0899655383529,0.00749712819608
top,28,0.0856890449149,0.00714075374291
top,29,0.0824741156048,0.00687284296707
top,30,0.0685843973595,0.00571536644662
top,31,0.0644634217087,0.00537195180906
top,32,0.0594933039511,0.00495777532926
top,33,0.0517987711105,0.00431656425921
top,34,0.0492942949022,0.00410785790851
top,35,0.0461805801122,0.00384838167602
top,36,0.0414324356608,0.00345270297173
top,37,0.0381327954715,0.00317773295596
top,38,0.0372720693071,0.00310600577559
top,39,0.0306723383657,0.00255602819714
top,40,0.0283616754891,0.00236347295743
top,41,0.0266480181921,0.00222066818267
top,42,0.0237272690255,0.00197727241879
top,43,0.0224342407515,0.00186952006262
top,44,0.021777199126,0.00181476659383
top,45,0.018345900171,0.00152882501425
top,46,0.014798046984,0.001233170582
top,47,0.0144369646803,0.00120308039002
top,48,0.0106386682008,0.000886555683398
top,49,0.0102961386933,0.000858011557775
top,50,0.00729561356298,0.000607967796915
top,51,0.00612070206861,0.000510058505718
top,52,0.00471947992924,0.000393289994104
top,53,0.00417857422068,0.00034821451839
top,54,0.00178190604008,0.000148492170007
top,55,0.00080360669724,6.696722477e-05
top,56,-0.00110000708417,-9.16672570143e-05
top,57,-0.00229565271955,-0.000191304393296
top,58,-0.00338015401764,-0.00028167950147
top,59,-0.00486491829048,-0.00040540985754
top,60,-0.00593138659594,-0.000494282216329
top,61,-0.00724620785515,-0.000603850654596
top,62,-0.0091112370983,-0.000759269758192
top,63,-0.00997018205069,-0.000830848504224
top,64,-0.0124809139213,-0.00104007616011
top,65,-0.0141732971335,-0.00118110809446
top,66,-0.0166231306898,-0.00138526089082
top,67,-0.0189345220766,-0.00157787683972
top,68,-0.0218051869423,-0.00181709891186
top,69,-0.026518112977,-0.00220984274809
top,70,-0.0316717689707,-0.00263931408089
top,71,-0.0351365778095,-0.00292804815079
top,72,-0.0436117219698,-0.00363431016415
top,73,-0.0488866103479,-0.00407388419566
top,74,-0.0513680638337,-0.00428067198614
top,75,-0.0558780072115,-0.00465650060096
top,76,-0.0630357641513,-0.00525298034594
top,77,-0.0754951823916,-0.0062912651993
top,78,-0.0881250089326,-0.00734375074438
top,79,-0.11896244007,-0.00991353667251
top,80,-0.190062318258,-0.0158385265215
bottom,0,2.26946262509,0.189121885424
bottom,1,1.40435588807,0.117029657339
bottom,2,0.93340712953,0.0777839274608
bottom,3,0.813440174617,0.0677866812181
bottom,4,0.772382533133,0.0643652110944
bottom,5,0.746233323336,0.062186110278
bottom,6,0.688853075382,0.0574044229485
bottom,7,0.56331824084,0.0469431867367
bottom,8,0.537662892495,0.0448052410412
bottom,9,0.485965421441,0.0404971184534
bottom,10,0.421103119192,0.0350919265993
bottom,11,0.362971223674,0.0302476019729
bottom,12,0.34795612986,0.028996344155
bottom,13,0.326727710545,0.027227309212
bottom,14,0.315333495368,0.0262777912807
bottom,15,0.305158167346,0.0254298472788
bottom,16,0.279680285369,0.0233066904474
bottom,17,0.259938211577,0.0216615176314
bottom,18,0.230056546822,0.0191713789018
bottom,19,0.224403900425,0.0187003250354
bottom,20,0.19469581623,0.0162246513525
bottom,21,0.177186248365,0.014765520697
bottom,22,0.160801307049,0.0134001089207
bottom,23,0.134669903858,0.0112224919882
bottom,24,0.132574908265,0.0110479090221
bottom,25,0.114797828807,0.00956648573389
bottom,26,0.108326744626,0.00902722871882
bottom,27,0.104272923869,0.00868941032242
bottom,28,0.101647518996,0.00847062658304
bottom,29,0.0917210674393,0.00764342228661
bottom,30,0.0855596816495,0.00712997347079
bottom,31,0.0820889292287,0.00684074410239
bottom,32,0.065631084815,0.00546925706791
bottom,33,0.0589098880014,0.00490915733345
bottom,34,0.052805325253,0.00440044377108
bottom,35,0.0524140331449,0.00436783609541
bottom,36,0.0447560173506,0.00372966811255
bottom,37,0.0425464073381,0.00354553394484
bottom,38,0.0372627715868,0.00310523096557
