layer,eigen_index,occupation,fraction
top,0,1.23073856945,0.102561547454
top,1,1.04028391853,0.086690326544
top,2,0.593886131188,0.0494905109324
top,3,0.549897269558,0.0458247724632
top,4,0.526805632452,0.043900469371
top,5,0.41255821117,0.0343798509309
top,6,0.363990206692,0.0303325172243
top,7,0.253328773657,0.0211107311381
top,8,0.226590574762,0.0188825478969
top,9,0.121655426002,0.0101379521668
top,10,0.11272337542,0.00939361461835
top,11,0.0576669345184,0.00480557787653
top,12,0.0514142583702,0.00428452153085
top,13,0.0466776890282,0.00388980741901
top,14,0.0432631358464,0.00360526132053
top,15,0.0341207424852,0.0028433952071
top,16,0.0302104184152,0.00251753486794
top,17,0.0214704474724,0.00178920395604
top,18,0.0177940688711,0.00148283907259
top,19,0.0147672719312,0.00123060599426
top,20,0.0131263439534,0.00109386199611
top,21,0.0106039125922,0.000883659382686
top,22,0.00841725904161,0.000701438253467
top,23,0.00788630938462,0.000657192448718
top,24,0.00660604504571,0.000550503753809
top,25,0.0059690625314,0.000497421877616
top,26,0.00358330823136,0.00029860901928
top,27,0.00335533993125,0.000279611660938
top,28,0.00239554111095,0.000199628425912
top,29,0.00198369814205,0.000165308178504
top,30,0.00145999444338,0.000121666203615
top,31,0.00100667725136,8.38897709469e-05
top,32,0.000316034650722,2.63362208935e-05
top,33,-2.04755730181e-05,-1.70629775151e-06
top,34,-0.00060263993586,-5.0219994655e-05
top,35,-0.00128840742482,-0.000107367285402
top,36,-0.00183689044841,-0.000153074204034
top,37,-0.00345795055036,-0.000288162545864
top,38,-0.00408283452871,-0.000340236210726
top,39,-0.00714743672134,-0.000595619726779
top,40,-0.00927330291306,-0.000772775242755
top,41,-0.0140755174626,-0.00117295978855
top,42,-0.0156869084088,-0.0013072423674
top,43,-0.0206887796082,-0.00172406496735
top,44,-0.0259582984807,-0.00216319154006
top,45,-0.0340257100321,-0.00283547583601
top,46,-0.043014411994,-0.00358453433283
top,47,-0.0609679049548,-0.00508065874623
top,48,-0.0709426796707,-0.00591188997256
bottom,0,1.16665323595,0.0972211029956
bottom,1,0.897489028633,0.074790752386
bottom,2,0.718861704855,0.0599051420713
bottom,3,0.574637802091,0.0478864835076
bottom,4,0.552103777923,0.0460086481602
bottom,5,0.436452171979,0.0363710143316
bottom,6,0.400390429336,0.0333658691113
bottom,7,0.26427556671,0.0220229638925
bottom,8,0.23148172068,0.01929014339
bottom,9,0.139115928927,0.0115929940772
bottom,10,0.090745066091,0.00756208884092
bottom,11,0.0668144941689,0.00556787451407
bottom,12,0.0511785563209,0.0042648796934
bottom,13,0.0484603103868,0.0040383591989
bottom,14,0.0456437628094,0.00380364690079
bottom,15,0.0386186047897,0.00321821706581
bottom,16,0.030509969251,0.00254249743758
bottom,17,0.0223431776403,0.00186193147003
bottom,18,0.015909771217,0.00132581426808
bottom,19,0.014166737561,0.00118056146342
bottom,20,0.0128046992587,0.00106705827156
bottom,21,0.00890409205549,0.00074200767129
bottom,22,0.00787011096348,0.00065584258029
bottom,23,0.00740717046969,0.000617264205807
bottom,24,0.00629619304834,0.000524682754028
bottom,25,0.0052277155243,0.000435642960359
bottom,26,0.00443787631254,0.000369823026045
bottom,27,0.0033769299138,0.00028141082615
bottom,28,0.00221816332584,0.00018484694382
bottom,29,0.00157391838385,0.000131159865321
bottom,30,0.000889058722683,7.40882268902e-05
bottom,31,0.000568564177784,4.73803481487e-05
bottom,32,0.000168738395034,1.40615329195e-05
bottom,33,-2.19584242028e-05,-1.82986868357e-06
bottom,34,-0.000126178014863,-1.0514834572e-05
bottom,35,-0.000531998408992,-4.43332007494e-05
bottom,36,-0.00150480791286,-0.000125400659405
bottom,37,-0.00257996787255,-0.000214997322712
bottom,38,-0.00368834041413,-0.000307361701177
bottom,39,-0.00548734351489,-0.000457278626241
bottom,40,-0.00762364300585,-0.000635303583821
bottom,41,-0.014749556239,-0.00122912968658
bottom,42,-0.0158129891934,-0.00131774909945
bottom,43,-0.0174232648909,-0.00145193874091
bottom,44,-0.0210116904232,-0.00175097420193
bottom,45,-0.0246164439159,-0.00205137032632
bottom,46,-0.0303291802293,-0.00252743168577
bottom,47,-0.0344916514342,-0.00287430428618
bottom,48,-0.0792929679506,-0.00660774732921
