layer,m1,m2,kx,ky,occupation
top,-4,-4,-4.13486431176,-4.13486431176,-0.00529079503804
top,-4,-3,-4.13486431176,-3.10114823382,0.0173422946985
top,-4,-2,-4.13486431176,-2.06743215588,0.027130528381
top,-4,-1,-4.13486431176,-1.03371607794,0.0295939035628
top,-4,0,-4.13486431176,0,0.0316881824779
top,-4,1,-4.13486431176,1.03371607794,0.0297238039725
top,-4,2,-4.13486431176,2.06743215588,0.00967349812785
top,-4,3,-4.13486431176,3.10114823382,0.0071445708678
top,-4,4,-4.13486431176,4.13486431176,0.0024739384063
top,-3,-4,-3.10114823382,-4.13486431176,0.0135854778029
top,-3,-3,-3.10114823382,-3.10114823382,0.0237592265121
top,-3,-2,-3.10114823382,-2.06743215588,0.0502627038518
top,-3,-1,-3.10114823382,-1.03371607794,0.111741679603
top,-3,0,-3.10114823382,0,0.141155448866
top,-3,1,-3.10114823382,1.03371607794,0.0959707839317
top,-3,2,-3.10114823382,2.06743215588,0.0495591492131
top,-3,3,-3.10114823382,3.10114823382,0.0203082605897
top,-3,4,-3.10114823382,4.13486431176,0.00158737969414
top,-2,-4,-2.06743215588,-4.13486431176,0.0205638725431
top,-2,-3,-2.06743215588,-3.10114823382,0.0578435631646
top,-2,-2,-2.06743215588,-2.06743215588,0.169679198584
top,-2,-1,-2.06743215588,-1.03371607794,0.306521870605
top,-2,0,-2.06743215588,0,0.334528620027
top,-2,1,-2.06743215588,1.03371607794,0.286671736634
top,-2,2,-2.06743215588,2.06743215588,0.16903124996
top,-2,3,-2.06743215588,3.10114823382,0.05184568017
top,-2,4,-2.06743215588,4.13486431176,0.0143571568524
top,-1,-4,-1.03371607794,-4.13486431176,0.0417955744109
top,-1,-3,-1.03371607794,-3.10114823382,0.114983765922
top,-1,-2,-1.03371607794,-2.06743215588,0.305910183323
top,-1,-1,-1.03371607794,-1.03371607794,0.492836386173
top,-1,0,-1.03371607794,0,0.606235296404
top,-1,1,-1.03371607794,1.03371607794,0.51329765006
top,-1,2,-1.03371607794,2.06743215588,0.284141427123
top,-1,3,-1.03371607794,3.10114823382,0.0994544651747
top,-1,4,-1.03371607794,4.13486431176,0.0351695301081
top,0,-4,0,-4.13486431176,0.0510573461394
top,0,-3,0,-3.10114823382,0.146826369199
top,0,-2,0,-2.06743215588,0.351835626346
top,0,-1,0,-1.03371607794,0.629437013027
top,0,0,0,0,1.33311229775
top,0,1,0,1.03371607794,0.629437013027
top,0,2,0,2.06743215588,0.351835626346
top,0,3,0,3.10114823382,0.146826369199
top,0,4,0,4.13486431176,0.0510573461394
top,1,-4,1.03371607794,-4.13486431176,0.0351695301081
top,1,-3,1.03371607794,-3.10114823382,0.0994544651747
top,1,-2,1.03371607794,-2.06743215588,0.284141427123
top,1,-1,1.03371607794,-1.03371607794,0.51329765006
top,1,0,1.03371607794,0,0.606235296404
top,1,1,1.03371607794,1.03371607794,0.492836386173
top,1,2,1.03371607794,2.06743215588,0.305910183323
top,1,3,1.03371607794,3.10114823382,0.114983765922
top,1,4,1.03371607794,4.13486431176,0.0417955744109
top,2,-4,2.06743215588,-4.13486431176,0.0143571568524
top,2,-3,2.06743215588,-3.10114823382,0.05184568017
top,2,-2,2.06743215588,-2.06743215588,0.16903124996
top,2,-1,2.06743215588,-1.03371607794,0.286671736634
top,2,0,2.06743215588,0,0.334528620027
top,2,1,2.06743215588,1.03371607794,0.306521870605
top,2,2,2.06743215588,2.06743215588,0.169679198584
top,2,3,2.06743215588,3.10114823382,0.0578435631646
top,2,4,2.06743215588,4.13486431176,0.0205638725431
top,3,-4,3.10114823382,-4.13486431176,0.00158737969414
top,3,-3,3.10114823382,-3.10114823382,0.0203082605897
top,3,-2,3.10114823382,-2.06743215588,0.0495591492131
top,3,-1,3.10114823382,-1.03371607794,0.0959707839317
top,3,0,3.10114823382,0,0.141155448866
top,3,1,3.10114823382,1.03371607794,0.111741679603
top,3,2,3.10114823382,2.06743215588,0.0502627038518
top,3,3,3.10114823382,3.10114823382,0.0237592265121
top,3,4,3.10114823382,4.13486431176,0.0135854778029
top,4,-4,4.13486431176,-4.13486431176,0.0024739384063
top,4,-3,4.13486431176,-3.10114823382,0.0071445708678
top,4,-2,4.13486431176,-2.06743215588,0.00967349812785
top,4,-1,4.13486431176,-1.03371607794,0.0297238039725
top,4,0,4.13486431176,0,0.0316881824779
top,4,1,4.13486431176,1.03371607794,0.0295939035628
top,4,2,4.13486431176,2.06743215588,0.027130528381
top,4,3,4.13486431176,3.10114823382,0.0173422946985
top,4,4,4.13486431176,4.13486431176,-0.00529079503804
bottom,-4,-4,-4.13486431176,-4.13486431176,0.000819424827579
bottom,-4,-3,-4.13486431176,-3.10114823382,0.00717795697788
bottom,-4,-2,-4.13486431176,-2.06743215588,0.0152702116755
bottom,-4,-1,-4.13486431176,-1.03371607794,0.0230220101484
bottom,-4,0,-4.13486431176,0,0.0292514120598
bottom,-4,1,-4.13486431176,1.03371607794,0.0104138425823
bottom,-4,2,-4.13486431176,2.06743215588,0.0141244054908
bottom,-4,3,-4.13486431176,3.10114823382,0.00913246618691
bottom,-4,4,-4.13486431176,4.13486431176,0.00492577655114
bottom,-3,-4,-3.10114823382,-4.13486431176,0.0107533649665
bottom,-3,-3,-3.10114823382,-3.10114823382,0.0164399530464
bottom,-3,-2,-3.10114823382,-2.06743215588,0.0442481042478
bottom,-3,-1,-3.10114823382,-1.03371607794,0.090769109123
bottom,-3,0,-3.10114823382,0,0.117266180086
bottom,-3,1,-3.10114823382,1.03371607794,0.0844450222138
bottom,-3,2,-3.10114823382,2.06743215588,0.0425885895465
bottom,-3,3,-3.10114823382,3.10114823382,0.0208405971674
bottom,-3,4,-3.10114823382,4.13486431176,0.000320043522167
bottom,-2,-4,-2.06743215588,-4.13486431176,0.00840350421022
bottom,-2,-3,-2.06743215588,-3.10114823382,0.0425240391672
bottom,-2,-2,-2.06743215588,-2.06743215588,0.14086101936
bottom,-2,-1,-2.06743215588,-1.03371607794,0.262053131274
bottom,-2,0,-2.06743215588,0,0.316947130373
bottom,-2,1,-2.06743215588,1.03371607794,0.25444838135
bottom,-2,2,-2.06743215588,2.06743215588,0.137817146951
bottom,-2,3,-2.06743215588,3.10114823382,0.0406803398705
bottom,-2,4,-2.06743215588,4.13486431176,0.0118692853965
bottom,-1,-4,-1.03371607794,-4.13486431176,0.0207979700019
bottom,-1,-3,-1.03371607794,-3.10114823382,0.0903270877508
bottom,-1,-2,-1.03371607794,-2.06743215588,0.267176968033
bottom,-1,-1,-1.03371607794,-1.03371607794,0.50366074209
bottom,-1,0,-1.03371607794,0,0.644209329957
bottom,-1,1,-1.03371607794,1.03371607794,0.491192437293
bottom,-1,2,-1.03371607794,2.06743215588,0.255762315201
bottom,-1,3,-1.03371607794,3.10114823382,0.0813156076265
bottom,-1,4,-1.03371607794,4.13486431176,0.024064249167
bottom,0,-4,0,-4.13486431176,0.0299212232359
bottom,0,-3,0,-3.10114823382,0.109015943627
bottom,0,-2,0,-2.06743215588,0.316020243158
bottom,0,-1,0,-1.03371607794,0.627777406027
bottom,0,0,0,0,1.49163566245
bottom,0,1,0,1.03371607794,0.627777406027
bottom,0,2,0,2.06743215588,0.316020243158
bottom,0,3,0,3.10114823382,0.109015943627
bottom,0,4,0,4.13486431176,0.0299212232359
bottom,1,-4,1.03371607794,-4.13486431176,0.024064249167
bottom,1,-3,1.03371607794,-3.10114823382,0.0813156076265
bottom,1,-2,1.03371607794,-2.06743215588,0.255762315201
bottom,1,-1,1.03371607794,-1.03371607794,0.491192437293
bottom,1,0,1.03371607794,0,0.644209329957
bottom,1,1,1.03371607794,1.03371607794,0.50366074209
bottom,1,2,1.03371607794,2.06743215588,0.267176968033
bottom,1,3,1.03371607794,3.10114823382,0.0903270877508
bottom,1,4,1.03371607794,4.13486431176,0.0207979700019
bottom,2,-4,2.06743215588,-4.13486431176,0.0118692853965
bottom,2,-3,2.06743215588,-3.10114823382,0.0406803398705
bottom,2,-2,2.06743215588,-2.06743215588,0.137817146951
bottom,2,-1,2.06743215588,-1.03371607794,0.25444838135
bottom,2,0,2.06743215588,0,0.316947130373
bottom,2,1,2.06743215588,1.03371607794,0.262053131274
bottom,2,2,2.06743215588,2.06743215588,0.14086101936
bottom,2,3,2.06743215588,3.10114823382,0.0425240391672
bottom,2,4,2.06743215588,4.13486431176,0.00840350421022
bottom,3,-4,3.10114823382,-4.13486431176,0.000320043522167
bottom,3,-3,3.10114823382,-3.10114823382,0.0208405971674
bottom,3,-2,3.10114823382,-2.06743215588,0.0425885895465
bottom,3,-1,3.10114823382,-1.03371607794,0.0844450222138
bottom,3,0,3.10114823382,0,0.117266180086
bottom,3,1,3.10114823382,1.03371607794,0.090769109123
bottom,3,2,3.10114823382,2.06743215588,0.0442481042478
bottom,3,3,3.10114823382,3.10114823382,0.0164399530464
bottom,3,4,3.10114823382,4.13486431176,0.0107533649665
bottom,4,-4,4.13486431176,-4.13486431176,0.00492577655114
bottom,4,-3,4.13486431176,-3.10114823382,0.00913246618691
bottom,4,-2,4.13486431176,-2.06743215588,0.0141244054908
bottom,4,-1,4.13486431176,-1.03371607794,0.0104138425823
bottom,4,0,4.13486431176,0,0.0292514120598
bottom,4,1,4.13486431176,1.03371607794,0.0230220101484
bottom,4,2,4.13486431176,2.06743215588,0.0152702116755
bottom,4,3,4.13486431176,3.10114823382,0.00717795697788
bottom,4,4,4.13486431176,4.13486431176,0.000819424827579
