r,top_top,bottom_bottom,top_bottom
5.427009409187007194e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.139378370675786734e+00
1.628102822756102158e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.028854104639748357e+00
2.713504704593503597e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.907277412000108363e+00
3.798906586430905036e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.661755649591476924e+00
4.884308468268306475e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.393339574932528357e+00
5.969710350105707913e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.076838267647509895e+00
7.055112231943108658e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.715315712134521497e+00
8.140514113780511485e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.271518274666736836e+00
9.225915995617911536e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.902887340299479035e+00
1.031131787745531436e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.505701452369661464e+00
1.139671975929271441e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.124960591050025105e+00
1.248212164113011724e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.846476053232511960e+00
1.356752352296751729e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.517498172674808909e+00
1.465292540480491734e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.229070773234092417e+00
1.573832728664232294e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.111912228138419723e+00
1.682372916847972300e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.485411392444247580e-01
1.790913105031712305e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.949631879538791246e-01
1.899453293215452310e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.036748695070885073e-01
2.007993481399192870e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.875817167074587233e-01
2.116533669582932875e-01,0.000000000000000000e+00,1.416977769692802586e-03,3.131520871021093444e-01
2.225073857766672880e-01,0.000000000000000000e+00,2.695713805757036369e-03,2.560928115469184863e-01
2.333614045950412885e-01,0.000000000000000000e+00,1.285165884139981502e-03,2.062691244044670413e-01
2.442154234134153445e-01,2.456094800800849055e-03,0.000000000000000000e+00,1.602601857522553963e-01
2.550694422317893451e-01,2.351580128426355304e-03,1.175790064213177652e-03,1.387432275771549595e-01
2.659234610501633456e-01,9.022389064166407013e-03,6.766791798124805260e-03,1.150354605681216946e-01
2.767774798685373461e-01,1.191928359212180398e-02,1.191928359212180398e-02,1.126914085073334321e-01
2.876314986869114021e-01,1.876827159102530118e-02,1.564022632585441649e-02,1.287711967495346888e-01
2.984855175052854026e-01,3.516681192055775423e-02,3.416204586568467177e-02,1.381553325450483038e-01
3.093395363236594031e-01,6.980479960170851705e-02,5.235359970128138779e-02,1.672406657124266560e-01
3.201935551420334036e-01,8.055158372118030596e-02,8.242487636585892063e-02,2.102770993651741915e-01
3.310475739604074596e-01,1.141480124634496884e-01,1.105242660360385848e-01,2.563800597393354197e-01
3.419015927787814602e-01,1.552602784791968782e-01,1.605233387666272771e-01,3.149064405312523851e-01
3.527556115971554607e-01,2.184979720866303265e-01,2.167975987629989498e-01,3.766326911843472236e-01
3.636096304155294612e-01,2.977556719329097490e-01,2.928068241999527976e-01,4.709653425864029908e-01
3.744636492339035172e-01,4.076583435677048062e-01,4.060565426106607645e-01,5.269925148674847737e-01
3.853176680522775177e-01,4.872407784405646258e-01,4.887974582438890936e-01,6.460221183796623912e-01
3.961716868706515182e-01,6.464912547587466918e-01,6.396781150715936670e-01,7.596650751175670901e-01
4.070257056890255187e-01,7.861959457363504322e-01,7.751435191327465946e-01,8.488263631567719569e-01
4.178797245073995748e-01,8.985479290722110379e-01,9.530923720510353636e-01,9.706757780113142164e-01
4.287337433257735753e-01,1.078660874858045959e+00,1.078660874858045959e+00,1.092651288280329425e+00
4.395877621441475758e-01,1.210991186505977257e+00,1.209626689394421195e+00,1.159822544822626034e+00
4.504417809625215763e-01,1.358915825178039771e+00,1.346265457378734265e+00,1.291003324360714855e+00
4.612957997808956323e-01,1.572695291418685581e+00,1.559042293849528082e+00,1.444292099994464840e+00
4.721498185992696328e-01,1.676919898477826854e+00,1.708044548108665239e+00,1.520979051858013742e+00
4.830038374176436333e-01,1.826134080966229201e+00,1.830480540866522787e+00,1.605706471737051499e+00
4.938578562360176338e-01,1.891665322539882732e+00,1.851585094197143677e+00,1.697944218883310485e+00
5.047118750543917454e-01,1.935957305082870894e+00,1.949624284216359582e+00,1.745510921940127025e+00
5.155658938727656349e-01,1.974894122065007585e+00,1.963841695461403747e+00,1.770133376566662031e+00
5.264199126911397464e-01,1.974054545437486485e+00,2.017352711513460406e+00,1.799722455710539570e+00
5.372739315095136359e-01,2.049722751941082777e+00,1.973248891097964863e+00,1.817789254274546629e+00
5.481279503278877474e-01,1.871799574798450383e+00,1.909005763365037467e+00,1.733370667337471582e+00
5.589819691462616369e-01,1.850476667758727656e+00,1.844574886562628580e+00,1.719027904754700797e+00
5.698359879646357484e-01,1.746809709398133181e+00,1.732073140593328286e+00,1.671284794273507845e+00
5.806900067830098600e-01,1.671808640928300171e+00,1.680072137454359016e+00,1.559476735027186312e+00
5.915440256013837494e-01,1.512864265374036954e+00,1.545311756320397079e+00,1.456588148263943783e+00
6.023980444197578610e-01,1.348196902817982323e+00,1.393999751805890197e+00,1.409931177540814762e+00
6.132520632381317505e-01,1.308685557134685595e+00,1.294992285236415297e+00,1.308930079847154593e+00
6.241060820565058620e-01,1.132152916438724732e+00,1.104281579786158485e+00,1.150893987636139926e+00
6.349601008748797515e-01,1.022585623794971754e+00,1.047146571802980430e+00,1.047146571802980430e+00
6.458141196932538630e-01,8.948750447539689512e-01,9.115930009611007412e-01,9.612824819100757034e-01
6.566681385116279746e-01,7.951353188791040472e-01,7.645356253897875876e-01,8.428617064855753460e-01
6.675221573300018640e-01,6.999870182282444953e-01,6.945955906167304850e-01,7.406473681317465863e-01
6.783761761483759756e-01,6.423670342014564660e-01,6.127465309037981589e-01,6.885661774045206407e-01
6.892301949667498651e-01,5.408726877275414902e-01,5.400024179162341564e-01,6.163685938584574364e-01
7.000842137851239766e-01,4.862210928329608883e-01,4.832223724366342399e-01,5.530497188082400539e-01
7.109382326034978661e-01,4.509558793607838512e-01,4.391441257386117791e-01,5.125457375335382704e-01
7.217922514218719776e-01,4.051171405456306385e-01,4.080256738623684876e-01,4.543544545504072940e-01
7.326462702402458671e-01,4.109865300006759758e-01,3.909284224608023384e-01,4.570383075156919661e-01
7.435002890586199786e-01,4.025664872407487271e-01,3.775573467508425152e-01,4.425004373778570477e-01
7.543543078769940902e-01,3.900154855444376567e-01,4.075085348451056300e-01,4.583974055379578250e-01
7.652083266953679797e-01,4.068233622177598319e-01,4.158377527100608484e-01,4.452325043153903539e-01
7.760623455137420912e-01,4.451886520053017771e-01,4.366867853871449490e-01,4.739790639622418755e-01
7.869163643321159807e-01,4.440026549378801035e-01,4.832578252886111092e-01,5.072682692895437162e-01
7.977703831504900922e-01,5.364562164402276734e-01,5.248022972323460600e-01,5.608918534890117158e-01
8.086244019688639817e-01,5.926771044482889161e-01,6.093670103933284121e-01,6.030619348140913161e-01
8.194784207872380932e-01,6.214245156595731290e-01,6.426510303287458203e-01,6.375273888568765424e-01
8.303324396056122048e-01,7.028765415233061420e-01,7.212972525293126491e-01,7.214778477352538077e-01
8.411864584239860942e-01,7.586956068538389664e-01,7.633304954295438982e-01,7.939920660072835590e-01
8.520404772423602058e-01,8.060527682246102499e-01,8.261160904031267238e-01,8.558590855625064497e-01
8.628944960607340953e-01,8.821087647781948871e-01,8.709868260575872601e-01,9.038313013418817210e-01
