layer,eigen_index,occupation,fraction
top,0,1.18707375804,0.0989228131703
top,1,0.971809181022,0.0809840984185
top,2,0.949890702929,0.0791575585774
top,3,0.802481706136,0.0668734755114
top,4,0.786033472,0.0655027893333
top,5,0.763931089941,0.0636609241617
top,6,0.701044318902,0.0584203599085
top,7,0.648092360606,0.0540076967172
top,8,0.613245953903,0.051103829492
top,9,0.382814414448,0.031901201204
top,10,0.297048916258,0.0247540763548
top,11,0.230577547689,0.0192147956407
top,12,0.182193741246,0.0151828117705
top,13,0.12740728999,0.0106172741658
top,14,0.126175473087,0.0105146227572
top,15,0.106414408579,0.00886786738155
top,16,0.0975186453372,0.0081265537781
top,17,0.0956374305445,0.00796978587871
top,18,0.0916216688376,0.0076351390698
top,19,0.0704389520194,0.00586991266829
top,20,0.0667253477748,0.0055604456479
top,21,0.0641719610088,0.0053476634174
top,22,0.0595261361698,0.00496051134748
top,23,0.0577488040614,0.00481240033845
top,24,0.0568545140695,0.00473787617245
top,25,0.0431209161743,0.00359340968119
top,26,0.0387694807451,0.00323079006209
top,27,0.036648239056,0.00305401992133
top,28,0.031309825436,0.00260915211967
top,29,0.0259539624136,0.00216283020114
top,30,0.0173943415341,0.00144952846117
top,31,0.017076743707,0.00142306197558
top,32,0.0151065465967,0.00125887888306
top,33,0.012681934252,0.00105682785434
top,34,0.0120791409403,0.00100659507835
top,35,0.0116943211582,0.000974526763182
top,36,0.0103358628205,0.00086132190171
top,37,0.00962072838907,0.000801727365756
top,38,0.00934607774861,0.000778839812384
top,39,0.00773829662692,0.000644858052243
top,40,0.00643860779977,0.000536550649981
top,41,0.00592977444748,0.000494147870623
top,42,0.00519597346069,0.000432997788391
top,43,0.00481070136728,0.000400891780607
top,44,0.00391385763109,0.00032615480259
top,45,0.00358373126569,0.000298644272141
top,46,0.00321980697153,0.000268317247628
top,47,0.00268145726615,0.000223454772179
top,48,0.00251347343394,0.000209456119495
top,49,0.00233612840049,0.000194677366708
