layer,m1,m2,kx,ky,occupation
top,-4,-4,-4.13486431176,-4.13486431176,0.0101457941036
top,-4,-3,-4.13486431176,-3.10114823382,0.0125600522037
top,-4,-2,-4.13486431176,-2.06743215588,0.0207208646388
top,-4,-1,-4.13486431176,-1.03371607794,0.0320304531455
top,-4,0,-4.13486431176,0,0.0342733807507
top,-4,1,-4.13486431176,1.03371607794,0.0333343919234
top,-4,2,-4.13486431176,2.06743215588,0.0254190651657
top,-4,3,-4.13486431176,3.10114823382,0.0124586251789
top,-4,4,-4.13486431176,4.13486431176,0.00726859095521
top,-3,-4,-3.10114823382,-4.13486431176,0.0108715463444
top,-3,-3,-3.10114823382,-3.10114823382,0.0327413005738
top,-3,-2,-3.10114823382,-2.06743215588,0.063117606739
top,-3,-1,-3.10114823382,-1.03371607794,0.100875816296
top,-3,0,-3.10114823382,0,0.124431423192
top,-3,1,-3.10114823382,1.03371607794,0.11079405384
top,-3,2,-3.10114823382,2.06743215588,0.0681331234408
top,-3,3,-3.10114823382,3.10114823382,0.0338323511512
top,-3,4,-3.10114823382,4.13486431176,0.0102776875051
top,-2,-4,-2.06743215588,-4.13486431176,0.0242071522729
top,-2,-3,-2.06743215588,-3.10114823382,0.0646768484663
top,-2,-2,-2.06743215588,-2.06743215588,0.161731984569
top,-2,-1,-2.06743215588,-1.03371607794,0.260393079501
top,-2,0,-2.06743215588,0,0.31028586034
top,-2,1,-2.06743215588,1.03371607794,0.285381273056
top,-2,2,-2.06743215588,2.06743215588,0.17348844183
top,-2,3,-2.06743215588,3.10114823382,0.0680266525106
top,-2,4,-2.06743215588,4.13486431176,0.0239124460328
top,-1,-4,-1.03371607794,-4.13486431176,0.031576300282
top,-1,-3,-1.03371607794,-3.10114823382,0.112656579077
top,-1,-2,-1.03371607794,-2.06743215588,0.268346786933
top,-1,-1,-1.03371607794,-1.03371607794,0.470096641443
top,-1,0,-1.03371607794,0,0.592303276778
top,-1,1,-1.03371607794,1.03371607794,0.495258123319
top,-1,2,-1.03371607794,2.06743215588,0.282873704782
top,-1,3,-1.03371607794,3.10114823382,0.120413318104
top,-1,4,-1.03371607794,4.13486431176,0.0323291167567
top,0,-4,0,-4.13486431176,0.049065396291
top,0,-3,0,-3.10114823382,0.156926724327
top,0,-2,0,-2.06743215588,0.340194593149
top,0,-1,0,-1.03371607794,0.603657641942
top,0,0,0,0,1.00230211752
top,0,1,0,1.03371607794,0.603657641942
top,0,2,0,2.06743215588,0.340194593149
top,0,3,0,3.10114823382,0.156926724327
top,0,4,0,4.13486431176,0.049065396291
top,1,-4,1.03371607794,-4.13486431176,0.0323291167567
top,1,-3,1.03371607794,-3.10114823382,0.120413318104
top,1,-2,1.03371607794,-2.06743215588,0.282873704782
top,1,-1,1.03371607794,-1.03371607794,0.495258123319
top,1,0,1.03371607794,0,0.592303276778
top,1,1,1.03371607794,1.03371607794,0.470096641443
top,1,2,1.03371607794,2.06743215588,0.268346786933
top,1,3,1.03371607794,3.10114823382,0.112656579077
top,1,4,1.03371607794,4.13486431176,0.031576300282
top,2,-4,2.06743215588,-4.13486431176,0.0239124460328
top,2,-3,2.06743215588,-3.10114823382,0.0680266525106
top,2,-2,2.06743215588,-2.06743215588,0.17348844183
top,2,-1,2.06743215588,-1.03371607794,0.285381273056
top,2,0,2.06743215588,0,0.31028586034
top,2,1,2.06743215588,1.03371607794,0.260393079501
top,2,2,2.06743215588,2.06743215588,0.161731984569
top,2,3,2.06743215588,3.10114823382,0.0646768484663
