step,energy,ewmean,ewvar,pmove,locstd,mcmc_width
0,788.4619,788.4619,0.0,0.42783204,5.7712464,0.062245946
1,787.7175,788.38745,0.04986978,0.417334,4.9783893,0.062245946
2,787.87524,788.33624,0.06849485,0.42172852,5.204275,0.062245946
3,787.62317,788.26495,0.10740804,0.4188965,4.924539,0.062245946
4,787.8711,788.2256,0.11062853,0.41513672,5.1197824,0.062245946
5,787.7505,788.1781,0.11988028,0.41987306,4.6468067,0.061997063
6,787.67584,788.12787,0.13059597,0.42338866,4.6407447,0.061997063
7,787.8519,788.1003,0.124389224,0.4206543,4.5051746,0.061997063
8,787.843,788.0746,0.11790689,0.41630858,4.596011,0.061997063
9,787.69714,788.03687,0.11893778,0.41630858,4.3836856,0.061997063
10,787.78656,788.01184,0.11268275,0.42109376,6.309079,0.061752945
11,787.55725,787.9664,0.12001315,0.41875,4.428306,0.061752945
12,787.56287,787.926,0.12266518,0.4230469,4.484158,0.061752945
13,787.3684,787.87024,0.13838299,0.4232422,4.3925366,0.061752945
14,787.6962,787.85284,0.12726988,0.4152832,4.5504794,0.061752945
15,787.55176,787.82275,0.12270166,0.4164551,4.404198,0.06149552
16,787.6328,787.8038,0.11367849,0.41918945,4.5995646,0.06149552
17,787.6521,787.7886,0.10438105,0.42177734,4.358435,0.06149552
18,787.66943,787.7767,0.09522044,0.411084,4.428885,0.06149552
19,787.7065,787.76965,0.086141795,0.42070314,4.4923315,0.06149552
20,787.51984,787.7447,0.083144374,0.42226565,4.565411,0.06125697
21,787.74066,787.74426,0.0748314,0.42534178,4.6505513,0.06125697
22,787.5837,787.7282,0.06966909,0.41845703,4.415783,0.06125697
23,787.6145,787.71686,0.06386584,0.4185547,4.238389,0.06125697
24,787.6678,787.712,0.057695985,0.42558596,4.6419163,0.06125697
25,787.56323,787.6971,0.05391758,0.42485353,4.494536,0.061027247
26,787.5307,787.6804,0.051017284,0.42333984,4.2712965,0.061027247
27,787.72845,787.68524,0.046123214,0.42280275,4.46208,0.061027247
28,787.5455,787.67126,0.043269113,0.42265624,4.3628216,0.061027247
29,787.77625,787.68176,0.03993408,0.42958984,4.3387547,0.061027247
30,787.5248,787.6661,0.038158584,0.42143553,4.4352975,0.060787987
31,787.52747,787.6522,0.036071893,0.42651367,4.6015553,0.060787987
32,787.6406,787.65106,0.032476805,0.43149415,4.443443,0.060787987
33,787.7554,787.6615,0.030208359,0.43041992,6.545496,0.060787987
34,787.6415,787.6595,0.027223593,0.42226565,4.8079844,0.060787987
35,787.7904,787.6726,0.026043847,0.4237305,4.409999,0.060556613
36,787.61804,787.6672,0.023707427,0.4248047,4.293023,0.060556613
37,787.6974,787.67017,0.021418834,0.42412108,4.5906262,0.060556613
38,787.6438,787.66754,0.01933952,0.42333984,4.270004,0.060556613
39,787.6572,787.6665,0.017415144,0.43276367,4.3836246,0.060556613
40,787.7672,787.6766,0.016586417,0.42666015,6.1184707,0.06033497
41,787.6238,787.67126,0.015178638,0.43305665,4.639195,0.06033497
42,787.74396,787.6785,0.014136356,0.4248047,4.6169267,0.06033497
43,787.7611,787.68677,0.013336481,0.4326172,4.3380203,0.06033497
44,787.631,787.6812,0.01228292,0.43271485,4.398694,0.06033497
45,787.62305,787.6754,0.011359129,0.42685547,4.5449014,0.060114708
46,787.5639,787.66425,0.011342344,0.43251956,4.4078627,0.060114708
47,787.5591,787.65375,0.011203454,0.43300784,4.457209,0.060114708
48,787.3524,787.6236,0.018255118,0.43154296,4.5724854,0.060114708
49,787.66516,787.62775,0.016585093,0.42856446,4.3701115,0.060114708
50,787.5241,787.6174,0.015893253,0.42885742,4.4275203,0.059901245
51,787.6768,787.6233,0.014621995,0.43325195,4.497307,0.059901245
52,787.5191,787.61285,0.01413674,0.42939454,4.368323,0.059901245
53,787.46466,787.598,0.014699579,0.43017578,5.4094143,0.059901245
54,787.4603,787.5842,0.0149360215,0.43203127,4.432369,0.059901245
55,787.41974,787.56775,0.015877537,0.4308594,4.2577124,0.05969452
56,787.5855,787.5695,0.014318175,0.42988282,4.4890018,0.05969452
57,787.5895,787.57153,0.012922208,0.44394532,4.8771286,0.05969452
58,787.6892,787.5833,0.01287627,0.4330078,4.326113,0.05969452
59,787.5112,787.5761,0.0120562725,0.43120116,4.5083504,0.05969452
60,787.4563,787.56415,0.012142587,0.4310547,4.422126,0.05948909
61,787.3319,787.5409,0.015782464,0.43569338,4.381027,0.05948909
62,787.4475,787.53156,0.014989065,0.43530273,5.3368206,0.05948909
63,787.38635,787.517,0.0153877,0.4362793,4.4983974,0.05948909
64,787.49255,787.5146,0.013902842,0.4299805,4.7726827,0.05948909
65,787.6211,787.52527,0.013533481,0.4399414,4.9791183,0.059310716
66,787.668,787.53955,0.014014402,0.4417969,4.586402,0.059310716
67,787.8169,787.56726,0.019535722,0.43896484,4.7198205,0.059310716
68,787.7036,787.5809,0.019255431,0.43701172,4.706165,0.059310716
69,787.6032,787.5831,0.0173748,0.43315428,4.750859,0.059310716
70,787.4744,787.57227,0.016700802,0.4357422,4.5682187,0.059120465
71,787.3363,787.54865,0.020041743,0.4407715,4.5750847,0.059120465
72,787.33466,787.5272,0.022158794,0.44067383,4.257126,0.059120465
73,787.421,787.5166,0.020957997,0.43579102,4.3665843,0.059120465
74,787.36084,787.50104,0.021045752,0.44189453,4.310139,0.059120465
75,787.56006,787.50696,0.01925469,0.44208986,4.4807577,0.058949523
76,787.4773,787.50397,0.017408412,0.43320313,4.525367,0.058949523
77,787.5374,787.5073,0.015768256,0.44497073,4.7670736,0.058949523
78,787.5327,787.5099,0.014249451,0.43930665,4.7007747,0.058949523
79,787.3732,787.4962,0.014505286,0.43583983,4.4200497,0.058949523
80,787.4541,787.492,0.013214381,0.43911135,4.801245,0.05877033
81,787.77026,787.51984,0.018861482,0.4446289,4.6237307,0.05877033
82,787.5158,787.5194,0.016976794,0.44067383,4.433454,0.05877033
83,787.71155,787.53864,0.018601669,0.44497073,4.4635425,0.05877033
84,787.703,787.55505,0.019173007,0.45092773,4.5057325,0.05877033
85,787.7584,787.5754,0.020978017,0.44755858,4.636553,0.05861643
86,787.75415,787.59326,0.021756561,0.44370118,4.6327972,0.05861643
87,787.6306,787.597,0.01970648,0.4381836,4.392314,0.05861643
88,787.84375,787.62164,0.023216205,0.4480957,4.852831,0.05861643
89,787.4731,787.6068,0.022880878,0.44296876,4.5274177,0.05861643
90,787.6029,787.60645,0.020594163,0.44223633,4.524559,0.058447376
91,787.5083,787.5966,0.019401658,0.4381348,4.7034073,0.058447376
92,787.6834,787.6053,0.018139448,0.45004883,4.639014,0.058447376
93,787.5393,787.5987,0.016717292,0.43823242,4.649116,0.058447376
94,787.6764,787.60645,0.015588888,0.44624025,4.6091514,0.058447376
95,787.4109,787.5869,0.017471815,0.44545898,4.434384,0.058288205
96,787.6697,787.5952,0.016341116,0.44379884,4.6517363,0.058288205
97,787.48157,787.58386,0.015869422,0.44052735,4.4605274,0.058288205
98,787.467,787.57214,0.015512012,0.4520508,4.33089,0.058288205
99,787.4764,787.56256,0.01478618,0.45200196,4.4481564,0.058288205
100,787.43256,787.54956,0.014828676,0.4415039,4.367863,0.058117967
101,787.55817,787.5504,0.013352473,0.44658202,4.4303904,0.058117967
102,787.54816,787.5502,0.012017685,0.44633788,4.6796074,0.058117967
103,787.4936,787.5445,0.011104029,0.44340822,4.2330446,0.058117967
104,787.5372,787.54376,0.009998454,0.44643554,4.5837064,0.058117967
105,787.5205,787.54144,0.009047277,0.44145507,5.0636187,0.057948086
106,787.67365,787.5547,0.009715516,0.45117188,4.413589,0.057948086
107,787.3909,787.5383,0.011157446,0.447168,4.525875,0.057948086
108,787.6045,787.5449,0.010435669,0.45385742,4.8723016,0.057948086
109,787.31396,787.52185,0.014192805,0.44697267,4.2261543,0.057948086
110,787.5285,787.5225,0.012777507,0.45039064,4.478605,0.057804525
111,787.2366,787.4939,0.018858807,0.44663087,4.669348,0.057804525
112,787.43115,787.4876,0.017327242,0.4520508,4.5803638,0.057804525
113,787.2337,787.4622,0.02139667,0.4512207,4.48037,0.057804525
114,787.53375,787.46936,0.019717533,0.44848633,4.9080424,0.057804525
115,787.454,787.46783,0.017767072,0.44521487,4.5495253,0.0576464
116,787.50256,787.4713,0.016098913,0.45937502,4.593812,0.0576464
117,787.4291,787.4671,0.014649573,0.45087892,4.4491053,0.0576464
118,787.5253,787.4729,0.013489755,0.45322266,4.7362895,0.0576464
119,787.64813,787.4904,0.01490434,0.4459961,4.4061503,0.0576464
120,787.5388,787.49524,0.013624744,0.45043945,4.6180797,0.057503726
121,787.54675,787.50037,0.012501098,0.4524414,4.399448,0.057503726
122,787.5327,787.5036,0.011345167,0.45722657,4.343055,0.057503726
123,787.5679,787.51,0.010582407,0.44760743,4.419857,0.057503726
124,787.7842,787.5374,0.01628939,0.4458496,4.957459,0.057503726
125,787.61505,787.54517,0.015202923,0.44907227,4.531592,0.05735749
126,787.76984,787.5676,0.018225541,0.45185548,4.6167483,0.05735749
127,787.72705,787.58356,0.018690424,0.45419922,4.974114,0.05735749
128,787.57715,787.5829,0.016825078,0.4472168,4.557677,0.05735749
129,787.68677,787.59326,0.016113799,0.45043945,4.913051,0.05735749
130,787.6502,787.59894,0.014794273,0.45332032,4.809981,0.057223782
131,787.57227,787.59625,0.0133788735,0.45283204,4.7990165,0.057223782
132,787.6534,787.602,0.012334719,0.45336914,4.403112,0.057223782
133,787.59717,787.6015,0.0111033395,0.45512694,4.4739847,0.057223782
134,787.5436,787.5957,0.010294955,0.45043945,4.3602924,0.057223782
135,787.6987,787.606,0.010220777,0.451709,4.6352897,0.057085782
136,787.63885,787.6093,0.009295743,0.4510254,4.376397,0.057085782
137,787.7477,787.62317,0.010089249,0.44487303,4.460048,0.057085782
138,787.66724,787.62756,0.009255098,0.45034182,4.626953,0.057085782
139,787.51746,787.6166,0.009420716,0.44990236,4.54095,0.057085782
140,787.5519,787.6101,0.008855361,0.4567871,4.3866024,0.05696258
141,787.48584,787.59766,0.009359644,0.45493165,4.349154,0.05696258
142,787.5852,787.59644,0.008437632,0.45410156,4.5067344,0.05696258
143,787.62305,787.5991,0.0076576024,0.4612793,4.3570223,0.05696258
144,787.5465,787.5939,0.007140967,0.4586426,4.356626,0.05696258
145,787.4529,787.5798,0.008215937,0.45649415,4.4559317,0.056838803
146,787.458,787.5676,0.00872875,0.45053712,4.697303,0.056838803
147,787.45197,787.556,0.009059859,0.45786133,4.6410356,0.056838803
148,787.67615,787.56805,0.009452406,0.45683593,4.4549074,0.056838803
149,787.52423,787.56366,0.008680008,0.45834962,4.5324593,0.056838803
150,787.5654,787.56384,0.007812289,0.4543457,4.355975,0.056709208
151,787.3539,787.54285,0.010998583,0.4573242,4.6011505,0.056709208
152,787.4523,787.5338,0.010637089,0.46181643,4.357297,0.056709208
153,787.4445,787.5249,0.010290994,0.4571289,4.5598235,0.056709208
154,787.40344,787.51276,0.010589622,0.45576173,4.3107615,0.056709208
155,787.4167,787.5032,0.010361298,0.4544922,4.404344,0.056580316
156,787.4805,787.5009,0.009371315,0.46694338,4.510551,0.056580316
157,787.3548,787.4863,0.010355731,0.45278323,4.5510707,0.056580316
158,787.39923,787.4776,0.01000289,0.45786133,4.311923,0.056580316
159,787.46216,787.4761,0.009024061,0.45805663,4.67448,0.056580316
160,787.47577,787.4761,0.008121664,0.45844728,4.6776366,0.056462884
161,787.40247,787.4687,0.0077971346,0.46381837,4.6459417,0.056462884
162,787.4212,787.4639,0.007220358,0.46064454,4.3899474,0.056462884
163,787.5308,787.47064,0.006901061,0.45952147,4.3589272,0.056462884
164,787.1424,787.4378,0.015908107,0.4573242,4.587065,0.056462884
165,787.42175,787.4362,0.014340487,0.45668948,4.34813,0.056340743
166,787.3741,787.43,0.013253894,0.46254882,4.3109922,0.056340743
167,787.57825,787.4448,0.0139066465,0.4650879,4.3664727,0.056340743
168,787.4498,787.4453,0.012518236,0.45947266,4.455242,0.056340743
169,787.61127,787.4619,0.013745096,0.4684082,4.322869,0.056340743
170,787.45044,787.46075,0.012382436,0.45649415,4.518873,0.05621832
171,787.57495,787.47217,0.012317874,0.46254885,4.2461267,0.05621832
172,787.3441,787.45935,0.012561839,0.4602539,4.554616,0.05621832
173,787.6556,787.479,0.014771144,0.4706055,4.585261,0.05621832
174,787.6199,787.4931,0.015079999,0.45341796,4.4958434,0.05621832
175,787.5936,787.5032,0.014481473,0.4663086,4.269595,0.05612369
176,787.64465,787.51733,0.014834804,0.45498046,4.5663185,0.05612369
177,787.6126,787.52686,0.014168298,0.46191406,4.660566,0.05612369
178,787.5186,787.526,0.012757578,0.4619629,4.7056575,0.05612369
179,787.46454,787.51984,0.011821806,0.45869142,4.664542,0.05612369
180,787.52155,787.52,0.010639888,0.46464843,4.4631443,0.056024574
181,787.5071,787.51874,0.0095909685,0.4625,4.5421457,0.056024574
182,787.6289,787.5298,0.009724209,0.4584961,4.4498134,0.056024574
183,787.5141,787.5282,0.008773933,0.46171877,4.663951,0.056024574
184,787.6835,787.5437,0.010066425,0.45771486,4.5615525,0.056024574
185,787.5097,787.5403,0.0091638025,0.46748048,4.5947013,0.055933546
186,787.64,787.55023,0.009142594,0.46889648,4.377703,0.055933546
187,787.5091,787.54614,0.008380642,0.46030274,4.4886146,0.055933546
188,787.5829,787.5498,0.0076640835,0.46259767,4.730285,0.055933546
189,787.442,787.539,0.00794332,0.46831053,4.2941136,0.055933546
190,787.3314,787.51825,0.01102706,0.46293944,4.15186,0.05583
191,787.46136,787.5126,0.010215583,0.45957032,4.4979672,0.05583
192,787.6677,787.5281,0.011360499,0.4682129,4.6479626,0.05583
193,787.6627,787.54156,0.011856049,0.45805663,4.522603,0.05583
194,787.6526,787.5527,0.011779793,0.4654297,4.9067793,0.05583
195,787.6387,787.5613,0.01126743,0.4576172,4.6857533,0.05571182
196,787.6625,787.5714,0.011062349,0.46967775,4.377835,0.05571182
197,787.4552,787.5598,0.011171563,0.4693848,4.4373817,0.05571182
198,787.526,787.55646,0.010157308,0.4675781,4.328398,0.05571182
199,787.4987,787.55066,0.009441621,0.47094727,4.340296,0.05571182
