layer,m1,m2,kx,ky,occupation
top,-3,-3,-4.34160752735,-4.34160752735,0.0161406103309
top,-3,-2,-4.34160752735,-2.89440501823,0.052055903313
top,-3,-1,-4.34160752735,-1.44720250912,0.108766278484
top,-3,0,-4.34160752735,0,0.130223564401
top,-3,1,-4.34160752735,1.44720250912,0.105537580528
top,-3,2,-4.34160752735,2.89440501823,0.0710440180321
top,-3,3,-4.34160752735,4.34160752735,0.0318509145906
top,-2,-3,-2.89440501823,-4.34160752735,0.0459271828431
top,-2,-2,-2.89440501823,-2.89440501823,0.135469360463
top,-2,-1,-2.89440501823,-1.44720250912,0.240505949197
top,-2,0,-2.89440501823,0,0.289596802148
top,-2,1,-2.89440501823,1.44720250912,0.25893108071
top,-2,2,-2.89440501823,2.89440501823,0.148543910311
top,-2,3,-2.89440501823,4.34160752735,0.0527556094393
top,-1,-3,-1.44720250912,-4.34160752735,0.0944535834486
top,-1,-2,-1.44720250912,-2.89440501823,0.233526584499
top,-1,-1,-1.44720250912,-1.44720250912,0.398763792059
top,-1,0,-1.44720250912,0,0.500857626253
top,-1,1,-1.44720250912,1.44720250912,0.416744121516
top,-1,2,-1.44720250912,2.89440501823,0.225368216867
top,-1,3,-1.44720250912,4.34160752735,0.0910891110011
top,0,-3,0,-4.34160752735,0.109782550784
top,0,-2,0,-2.89440501823,0.271951952223
top,0,-1,0,-1.44720250912,0.488100887733
top,0,0,0,0,0.712417324712
top,0,1,0,1.44720250912,0.488100887733
top,0,2,0,2.89440501823,0.271951952223
top,0,3,0,4.34160752735,0.109782550784
top,1,-3,1.44720250912,-4.34160752735,0.0910891110011
top,1,-2,1.44720250912,-2.89440501823,0.225368216867
top,1,-1,1.44720250912,-1.44720250912,0.416744121516
top,1,0,1.44720250912,0,0.500857626253
top,1,1,1.44720250912,1.44720250912,0.398763792059
top,1,2,1.44720250912,2.89440501823,0.233526584499
top,1,3,1.44720250912,4.34160752735,0.0944535834486
top,2,-3,2.89440501823,-4.34160752735,0.0527556094393
top,2,-2,2.89440501823,-2.89440501823,0.148543910311
top,2,-1,2.89440501823,-1.44720250912,0.25893108071
top,2,0,2.89440501823,0,0.289596802148
top,2,1,2.89440501823,1.44720250912,0.240505949197
top,2,2,2.89440501823,2.89440501823,0.135469360463
top,2,3,2.89440501823,4.34160752735,0.0459271828431
top,3,-3,4.34160752735,-4.34160752735,0.0318509145906
top,3,-2,4.34160752735,-2.89440501823,0.0710440180321
top,3,-1,4.34160752735,-1.44720250912,0.105537580528
top,3,0,4.34160752735,0,0.130223564401
top,3,1,4.34160752735,1.44720250912,0.108766278484
top,3,2,4.34160752735,2.89440501823,0.052055903313
top,3,3,4.34160752735,4.34160752735,0.0161406103309
bottom,-3,-3,-4.34160752735,-4.34160752735,0.0249389941867
bottom,-3,-2,-4.34160752735,-2.89440501823,0.0624487309369
