layer,eigen_index,occupation,fraction
top,0,1.71204245843,0.142670204869
top,1,1.46092887079,0.121744072566
top,2,1.13351666304,0.0944597219203
top,3,1.03532999901,0.0862774999174
top,4,0.967431480053,0.0806192900044
top,5,0.817701971528,0.0681418309607
top,6,0.662815006612,0.0552345838843
top,7,0.597706285902,0.0498088571585
top,8,0.422643708305,0.0352203090254
top,9,0.284955580076,0.0237462983397
top,10,0.254776768885,0.0212313974071
top,11,0.177005757946,0.0147504798288
top,12,0.154107871773,0.0128423226478
top,13,0.145808388727,0.0121506990606
top,14,0.0855225728625,0.00712688107187
top,15,0.0727856664349,0.00606547220291
top,16,0.0683332272694,0.00569443560578
top,17,0.0609812773958,0.00508177311632
top,18,0.0561198410486,0.00467665342072
top,19,0.0515844897801,0.00429870748168
top,20,0.0408258710226,0.00340215591855
top,21,0.0397976086264,0.00331646738554
top,22,0.0339404569277,0.00282837141064
top,23,0.0308351732638,0.00256959777198
top,24,0.0226329874811,0.00188608229009
top,25,0.0198575542326,0.00165479618605
top,26,0.0186347352257,0.00155289460214
top,27,0.0141472298736,0.0011789358228
top,28,0.00966625732713,0.000805521443927
top,29,0.00799753078767,0.000666460898973
top,30,0.00620907130844,0.000517422609037
top,31,0.00314243626599,0.000261869688832
top,32,0.00124523124057,0.000103769270047
top,33,-0.000708215582575,-5.90179652146e-05
top,34,-0.00122258705203,-0.000101882254336
top,35,-0.00490028312205,-0.000408356926837
top,36,-0.00763012618295,-0.00063584384858
top,37,-0.00969847159358,-0.000808205966132
top,38,-0.0153319311679,-0.00127766093066
top,39,-0.0226102572013,-0.00188418810011
top,40,-0.0300029542799,-0.00250024618999
top,41,-0.0313399710626,-0.00261166425522
top,42,-0.0419656850495,-0.00349714042079
top,43,-0.0495544641924,-0.0041295386827
top,44,-0.0576203850364,-0.00480169875303
top,45,-0.0616672203612,-0.0051389350301
top,46,-0.0833220657924,-0.0069435054827
top,47,-0.118183555987,-0.00984862966557
top,48,-0.186880148733,-0.0155733457277
bottom,0,1.36071633113,0.113393027594
bottom,1,1.13056172999,0.0942134774995
bottom,2,0.991908510182,0.0826590425152
bottom,3,0.85462126969,0.0712184391409
bottom,4,0.81133524419,0.0676112703491
bottom,5,0.800430332977,0.0667025277481
bottom,6,0.714737975027,0.059561497919
bottom,7,0.62202940885,0.0518357840709
bottom,8,0.564854542776,0.047071211898
bottom,9,0.482874483961,0.04023954033
bottom,10,0.296520038021,0.0247100031684
bottom,11,0.187972353452,0.0156643627877
bottom,12,0.14839736891,0.0123664474092
bottom,13,0.105755077288,0.00881292310733
bottom,14,0.098639707459,0.00821997562158
bottom,15,0.0856574601097,0.00713812167581
bottom,16,0.0824251384638,0.00686876153865
bottom,17,0.0663996728838,0.00553330607365
bottom,18,0.0641149750238,0.00534291458532
bottom,19,0.0599592520988,0.00499660434157
bottom,20,0.0527983180123,0.00439985983436
bottom,21,0.0463432116189,0.00386193430158
bottom,22,0.039475103918,0.00328959199317
bottom,23,0.0381848696473,0.00318207247061
bottom,24,0.0334577077755,0.00278814231463
bottom,25,0.0324343669601,0.00270286391334
bottom,26,0.0218401429065,0.00182001190887
bottom,27,0.0199808806607,0.00166507338839
bottom,28,0.0177822755452,0.00148185629543
bottom,29,0.0148237613841,0.00123531344867
bottom,30,0.0106304602371,0.000885871686428
bottom,31,0.00743432180249,0.000619526816874
bottom,32,0.00459240927555,0.000382700772962
bottom,33,0.00303134710855,0.000252612259046
bottom,34,-0.000692164446199,-5.76803705166e-05
bottom,35,-0.00148759210171,-0.000123966008476
bottom,36,-0.0022142200192,-0.000184518334933
bottom,37,-0.00429160674612,-0.00035763389551
bottom,38,-0.00755656728666,-0.000629713940555
bottom,39,-0.0119888339632,-0.000999069496931
bottom,40,-0.0208241408833,-0.00173534507361
bottom,41,-0.0242843731011,-0.00202369775842
bottom,42,-0.0296522266399,-0.00247101888666
bottom,43,-0.0389467748369,-0.00324556456974
bottom,44,-0.0483101532853,-0.0040258461071
bottom,45,-0.0662198704916,-0.00551832254097
bottom,46,-0.070435443597,-0.00586962029975
bottom,47,-0.125914907839,-0.0104929089865
bottom,48,-0.172604439279,-0.0143837032733
