layer,eigen_index,occupation,fraction
top,0,3.05732991522,0.254777492935
top,1,1.83994618573,0.153328848811
top,2,1.60917779395,0.134098149496
top,3,1.53126377484,0.12760531457
top,4,1.13398622768,0.094498852307
top,5,0.911345682953,0.0759454735794
top,6,0.83203885567,0.0693365713058
top,7,0.662042824066,0.0551702353389
top,8,0.624374633391,0.0520312194492
top,9,0.576615970924,0.0480513309103
top,10,0.432161274512,0.0360134395427
top,11,0.336658796563,0.0280548997136
top,12,0.247867504709,0.0206556253924
top,13,0.133239857307,0.0111033214422
top,14,0.0948255668854,0.00790213057378
top,15,0.092918166246,0.0077431805205
top,16,0.0818395019808,0.0068199584984
top,17,0.0719363032694,0.00599469193912
top,18,0.0694732089142,0.00578943407619
top,19,0.062700913755,0.00522507614625
top,20,0.0574701272669,0.00478917727224
top,21,0.0526991788605,0.00439159823838
top,22,0.0513973610481,0.00428311342068
top,23,0.0460528916639,0.00383774097199
top,24,0.0447382527186,0.00372818772655
top,25,0.044205807287,0.00368381727392
top,26,0.0386657933568,0.0032221494464
top,27,0.0370052035535,0.00308376696279
top,28,0.0313042133312,0.00260868444427
top,29,0.0273551906726,0.00227959922271
top,30,0.0261608868388,0.00218007390323
top,31,0.0223687567873,0.00186406306561
top,32,0.0203165355093,0.00169304462577
top,33,0.0190078033476,0.0015839836123
top,34,0.0172143440068,0.00143452866724
top,35,0.0160230207148,0.00133525172624
top,36,0.0154388132567,0.00128656777139
top,37,0.0128685659049,0.00107238049207
top,38,0.0108663082326,0.000905525686053
top,39,0.00933448756896,0.00077787396408
top,40,0.00715768888716,0.00059647407393
top,41,0.00619477831863,0.000516231526552
top,42,0.00578331969031,0.000481943307526
top,43,0.00426959705388,0.00035579975449
top,44,0.00315042800299,0.000262535666916
top,45,0.00298223831948,0.000248519859957
top,46,0.00259233942388,0.000216028285323
top,47,0.00241716233907,0.000201430194923
top,48,0.00151426043313,0.000126188369428
top,49,0.00101239496226,8.43662468549e-05
top,50,0.000294049574913,2.45041312428e-05
top,51,7.17193563743e-06,5.97661303119e-07
top,52,-0.000650580462904,-5.42150385754e-05
top,53,-0.000676355907665,-5.63629923054e-05
top,54,-0.00130806958388,-0.000109005798657
top,55,-0.0017854878455,-0.000148790653792
top,56,-0.00263506188529,-0.000219588490441
top,57,-0.00300088197316,-0.000250073497763
top,58,-0.00415144150101,-0.000345953458417
top,59,-0.00497124355088,-0.000414270295907
top,60,-0.00699403335782,-0.000582836113151
top,61,-0.00769013801738,-0.000640844834781
top,62,-0.00903253662538,-0.000752711385448
top,63,-0.00989201758016,-0.000824334798346
top,64,-0.0109542405152,-0.000912853376265
top,65,-0.0135667295531,-0.00113056079609
top,66,-0.0197417396325,-0.00164514496937
top,67,-0.022343277096,-0.001861939758
top,68,-0.0335162303333,-0.00279301919444
top,69,-0.0389235612828,-0.0032436301069
top,70,-0.0440970930688,-0.00367475775573
top,71,-0.0477966239719,-0.00398305199766
top,72,-0.0500612077852,-0.00417176731543
top,73,-0.0553623316887,-0.00461352764073
top,74,-0.0673258140796,-0.00561048450663
top,75,-0.0752106607498,-0.00626755506248
top,76,-0.0855226841895,-0.00712689034912
top,77,-0.0940603954188,-0.0078383662849
top,78,-0.120730433507,-0.0100608694589
top,79,-0.158731038678,-0.0132275865565
top,80,-1.31698705302,-0.109748921085
bottom,0,1.63225657163,0.136021380969
bottom,1,1.37570276021,0.114641896684
bottom,2,1.27810710047,0.106508925039
bottom,3,1.1767401539,0.0980616794918
bottom,4,1.11220551852,0.0926837932101
bottom,5,0.813292746447,0.0677743955372
bottom,6,0.701187535727,0.0584322946439
bottom,7,0.679671572591,0.0566392977159
bottom,8,0.585198094137,0.0487665078447
bottom,9,0.523730045005,0.0436441704171
bottom,10,0.507807516456,0.042317293038
bottom,11,0.473784694909,0.0394820579091
bottom,12,0.230759844974,0.0192299870812
bottom,13,0.158718122211,0.0132265101842
bottom,14,0.129281902517,0.0107734918764
bottom,15,0.117506598718,0.00979221655984
bottom,16,0.111147282747,0.00926227356227
bottom,17,0.0993519763502,0.00827933136251
bottom,18,0.0967181520379,0.00805984600316
bottom,19,0.0914322889794,0.00761935741495
bottom,20,0.0805509727314,0.00671258106095
bottom,21,0.0768067635231,0.00640056362693
bottom,22,0.0670242563773,0.00558535469811
bottom,23,0.066262976829,0.00552191473575
bottom,24,0.0585907898011,0.00488256581676
