layer,m1,m2,kx,ky,occupation
top,-4,-4,-3.54490770181,-3.54490770181,0.00224658002338
top,-4,-3,-3.54490770181,-2.65868077636,-0.00306880812658
top,-4,-2,-3.54490770181,-1.77245385091,-0.00398243788523
top,-4,-1,-3.54490770181,-0.886226925453,-0.00149354266969
top,-4,0,-3.54490770181,0,0.00102909360715
top,-4,1,-3.54490770181,0.886226925453,0.00398817681859
top,-4,2,-3.54490770181,1.77245385091,-0.00533552637275
top,-4,3,-3.54490770181,2.65868077636,0.000536201760194
top,-4,4,-3.54490770181,3.54490770181,-0.000250209605883
top,-3,-4,-2.65868077636,-3.54490770181,-0.00030921815839
top,-3,-3,-2.65868077636,-2.65868077636,0.00504831524775
top,-3,-2,-2.65868077636,-1.77245385091,0.00994315114552
top,-3,-1,-2.65868077636,-0.886226925453,0.0182456131919
top,-3,0,-2.65868077636,0,0.0321059057412
top,-3,1,-2.65868077636,0.886226925453,0.0245909993363
top,-3,2,-2.65868077636,1.77245385091,0.0144968412924
top,-3,3,-2.65868077636,2.65868077636,0.00317212551571
top,-3,4,-2.65868077636,3.54490770181,-0.00203120145617
top,-2,-4,-1.77245385091,-3.54490770181,1.40436414579e-06
top,-2,-3,-1.77245385091,-2.65868077636,0.00546115152359
top,-2,-2,-1.77245385091,-1.77245385091,0.0357854621586
top,-2,-1,-1.77245385091,-0.886226925453,0.136926923023
top,-2,0,-1.77245385091,0,0.219379243555
top,-2,1,-1.77245385091,0.886226925453,0.150235844383
top,-2,2,-1.77245385091,1.77245385091,0.03912979533
top,-2,3,-1.77245385091,2.65868077636,0.0164735430106
top,-2,4,-1.77245385091,3.54490770181,0.00103428837992
top,-1,-4,-0.886226925453,-3.54490770181,-0.00342780967482
top,-1,-3,-0.886226925453,-2.65868077636,0.0144764488119
top,-1,-2,-0.886226925453,-1.77245385091,0.149972762506
top,-1,-1,-0.886226925453,-0.886226925453,0.398928102159
top,-1,0,-0.886226925453,0,0.564590401688
top,-1,1,-0.886226925453,0.886226925453,0.416457746892
top,-1,2,-0.886226925453,1.77245385091,0.151164405751
top,-1,3,-0.886226925453,2.65868077636,0.0206077352018
top,-1,4,-0.886226925453,3.54490770181,0.00316897666556
top,0,-4,0,-3.54490770181,0.0079954041391
top,0,-3,0,-2.65868077636,0.0304078931116
top,0,-2,0,-1.77245385091,0.192251394872
top,0,-1,0,-0.886226925453,0.555661811217
top,0,0,0,0,1.54636861801
top,0,1,0,0.886226925453,0.555661811217
top,0,2,0,1.77245385091,0.192251394872
top,0,3,0,2.65868077636,0.0304078931116
top,0,4,0,3.54490770181,0.0079954041391
top,1,-4,0.886226925453,-3.54490770181,0.00316897666556
top,1,-3,0.886226925453,-2.65868077636,0.0206077352018
top,1,-2,0.886226925453,-1.77245385091,0.151164405751
top,1,-1,0.886226925453,-0.886226925453,0.416457746892
top,1,0,0.886226925453,0,0.564590401688
top,1,1,0.886226925453,0.886226925453,0.398928102159
top,1,2,0.886226925453,1.77245385091,0.149972762506
top,1,3,0.886226925453,2.65868077636,0.0144764488119
top,1,4,0.886226925453,3.54490770181,-0.00342780967482
top,2,-4,1.77245385091,-3.54490770181,0.00103428837992
top,2,-3,1.77245385091,-2.65868077636,0.0164735430106
top,2,-2,1.77245385091,-1.77245385091,0.03912979533
top,2,-1,1.77245385091,-0.886226925453,0.150235844383
top,2,0,1.77245385091,0,0.219379243555
top,2,1,1.77245385091,0.886226925453,0.136926923023
top,2,2,1.77245385091,1.77245385091,0.0357854621586
top,2,3,1.77245385091,2.65868077636,0.00546115152359
top,2,4,1.77245385091,3.54490770181,1.40436414579e-06
top,3,-4,2.65868077636,-3.54490770181,-0.00203120145617
top,3,-3,2.65868077636,-2.65868077636,0.00317212551571
top,3,-2,2.65868077636,-1.77245385091,0.0144968412924
top,3,-1,2.65868077636,-0.886226925453,0.0245909993363
top,3,0,2.65868077636,0,0.0321059057412
top,3,1,2.65868077636,0.886226925453,0.0182456131919
top,3,2,2.65868077636,1.77245385091,0.00994315114552
top,3,3,2.65868077636,2.65868077636,0.00504831524775
top,3,4,2.65868077636,3.54490770181,-0.00030921815839
top,4,-4,3.54490770181,-3.54490770181,-0.000250209605883
top,4,-3,3.54490770181,-2.65868077636,0.000536201760194
top,4,-2,3.54490770181,-1.77245385091,-0.00533552637275
top,4,-1,3.54490770181,-0.886226925453,0.00398817681859
top,4,0,3.54490770181,0,0.00102909360715
top,4,1,3.54490770181,0.886226925453,-0.00149354266969
top,4,2,3.54490770181,1.77245385091,-0.00398243788523
top,4,3,3.54490770181,2.65868077636,-0.00306880812658
top,4,4,3.54490770181,3.54490770181,0.00224658002338
bottom,-4,-4,-3.54490770181,-3.54490770181,0.0128288418157
bottom,-4,-3,-3.54490770181,-2.65868077636,-0.00353820227144
bottom,-4,-2,-3.54490770181,-1.77245385091,0.00691982627908
bottom,-4,-1,-3.54490770181,-0.886226925453,0.000427323956701
bottom,-4,0,-3.54490770181,0,0.0106824006958
bottom,-4,1,-3.54490770181,0.886226925453,0.00396934445864
bottom,-4,2,-3.54490770181,1.77245385091,0.000957188262645
bottom,-4,3,-3.54490770181,2.65868077636,-0.00128545422233
bottom,-4,4,-3.54490770181,3.54490770181,0.00863081048438
bottom,-3,-4,-2.65868077636,-3.54490770181,-0.00689642966279
bottom,-3,-3,-2.65868077636,-2.65868077636,0.000534079465358
bottom,-3,-2,-2.65868077636,-1.77245385091,0.0159465568726
bottom,-3,-1,-2.65868077636,-0.886226925453,0.0179527805593
bottom,-3,0,-2.65868077636,0,0.0297067350841
bottom,-3,1,-2.65868077636,0.886226925453,0.0157784756755
