layer,eigen_index,occupation,fraction
top,0,1.46885808141,0.122404840117
top,1,1.24852032576,0.10404336048
top,2,1.17771679317,0.0981430660977
top,3,0.901946843382,0.0751622369485
top,4,0.796727917923,0.0663939931603
top,5,0.77055057905,0.0642125482542
top,6,0.737571843423,0.0614643202852
top,7,0.73058753717,0.0608822947642
top,8,0.693153136764,0.057762761397
top,9,0.595562702177,0.0496302251814
top,10,0.454715546582,0.0378929622152
top,11,0.415803344712,0.034650278726
top,12,0.184504878381,0.0153754065317
top,13,0.169418247625,0.0141181873021
top,14,0.147848087631,0.0123206739692
top,15,0.113179105454,0.00943159212118
top,16,0.0984733398755,0.00820611165629
top,17,0.0854295552429,0.00711912960357
top,18,0.0811182808876,0.00675985674063
top,19,0.0782104004355,0.00651753336962
top,20,0.0724946424998,0.00604122020831
top,21,0.0659556414692,0.00549630345576
top,22,0.0625937369773,0.00521614474811
top,23,0.0551622226527,0.00459685188773
top,24,0.0498947360505,0.00415789467088
top,25,0.0472564361312,0.00393803634426
top,26,0.0425773284479,0.00354811070399
top,27,0.0384575077244,0.00320479231037
top,28,0.0360306156728,0.00300255130606
top,29,0.0332561847984,0.0027713487332
top,30,0.0294272002424,0.00245226668687
top,31,0.0284192776909,0.00236827314091
top,32,0.02751378758,0.00229281563167
top,33,0.0224150723025,0.00186792269187
top,34,0.0185852090232,0.0015487674186
top,35,0.0174738589944,0.0014561549162
top,36,0.0167242956126,0.00139369130105
top,37,0.0135150087391,0.00112625072826
top,38,0.01260896823,0.0010507473525
top,39,0.0120984420883,0.00100820350736
top,40,0.0110629599997,0.000921913333307
top,41,0.0094062425502,0.00078385354585
top,42,0.00883510683506,0.000736258902921
top,43,0.008623417121,0.000718618093417
top,44,0.00736459195499,0.000613715996249
top,45,0.00586431236563,0.000488692697136
top,46,0.00431795825775,0.000359829854812
top,47,0.00410944848424,0.000342454040354
top,48,0.00371147750286,0.000309289791905
top,49,0.00275551960892,0.000229626634077
top,50,0.00244825262517,0.000204021052097
top,51,0.00120927398277,0.000100772831897
top,52,0.000769370477817,6.41142064847e-05
top,53,-0.000756052827738,-6.30044023115e-05
top,54,-0.00134650463426,-0.000112208719522
top,55,-0.00176314262723,-0.000146928552269
top,56,-0.00289049043316,-0.000240874202763
top,57,-0.00332089320371,-0.000276741100309
top,58,-0.00355915473513,-0.000296596227927
top,59,-0.00402495821973,-0.000335413184978
top,60,-0.00486349421769,-0.000405291184807
top,61,-0.0076972045779,-0.000641433714825
top,62,-0.00852107393221,-0.000710089494351
top,63,-0.00865026616005,-0.000720855513338
top,64,-0.0101119029379,-0.000842658578156
top,65,-0.0108834963328,-0.000906958027736
top,66,-0.0116353858957,-0.000969615491305
top,67,-0.0245137085482,-0.00204280904568
top,68,-0.0301752692972,-0.00251460577476
top,69,-0.0337151373116,-0.00280959477597
top,70,-0.0473666963952,-0.0039472246996
top,71,-0.0548941965795,-0.00457451638162
top,72,-0.0580948332239,-0.00484123610199
top,73,-0.060567435275,-0.00504728627291
top,74,-0.0663098667281,-0.00552582222734
top,75,-0.0901983183698,-0.00751652653081
top,76,-0.11133446574,-0.00927787214499
top,77,-0.117888311612,-0.0098240259677
top,78,-0.127236471359,-0.0106030392799
top,79,-0.143959709118,-0.0119966424265
top,80,-0.169959419193,-0.0141632849328
bottom,0,1.42109980076,0.118424983397
bottom,1,1.18980617294,0.0991505144113
bottom,2,1.09737370813,0.091447809011
bottom,3,1.03994117407,0.0866617645056
bottom,4,0.996645316004,0.0830537763336
bottom,5,0.939379122076,0.0782815935064
bottom,6,0.87752166329,0.0731268052742
bottom,7,0.814867860644,0.0679056550536
bottom,8,0.718782317198,0.0598985264332
bottom,9,0.679060411296,0.056588367608
bottom,10,0.543269346998,0.0452724455832
bottom,11,0.359183946482,0.0299319955402
bottom,12,0.196520085129,0.0163766737607
bottom,13,0.156524339169,0.0130436949307
bottom,14,0.150053288275,0.0125044406896
bottom,15,0.134147066054,0.0111789221711
bottom,16,0.118956265276,0.0099130221063
bottom,17,0.105063874585,0.00875532288206
bottom,18,0.0972943709578,0.00810786424648
bottom,19,0.0959857813098,0.00799881510915
bottom,20,0.0871572667496,0.00726310556247
bottom,21,0.084419744571,0.00703497871425
bottom,22,0.079346367086,0.00661219725716
bottom,23,0.0690676595617,0.00575563829681
bottom,24,0.0683798573244,0.0056983214437
bottom,25,0.0646898023809,0.00539081686507
bottom,26,0.0565469852338,0.00471224876948
bottom,27,0.0463957461089,0.00386631217574
bottom,28,0.0451017679245,0.00375848066037
bottom,29,0.0423413599427,0.00352844666189
bottom,30,0.0363485612944,0.00302904677453
bottom,31,0.0341216786113,0.00284347321761
bottom,32,0.0315031863044,0.00262526552536
bottom,33,0.0277569533648,0.00231307944707
bottom,34,0.0267656391383,0.0022304699282
bottom,35,0.0223235681168,0.00186029734307
bottom,36,0.0200697936093,0.00167248280078
bottom,37,0.0183290467112,0.00152742055927
bottom,38,0.0175957450396,0.00146631208664
bottom,39,0.0156001665135,0.00130001387613
bottom,40,0.0137129556168,0.0011427463014
bottom,41,0.0122010849611,0.00101675708009
bottom,42,0.0110933903594,0.000924449196613
bottom,43,0.0102319874152,0.000852665617937
bottom,44,0.00889009554267,0.000740841295223
bottom,45,0.00732026370753,0.000610021975628
bottom,46,0.00699286099896,0.00058273841658
bottom,47,0.0056771721147,0.000473097676225
bottom,48,0.0051126384911,0.000426053207592
bottom,49,0.00358095899212,0.000298413249343
bottom,50,0.00329190645369,0.000274325537808
bottom,51,0.00278098005775,0.000231748338146
bottom,52,0.00194666595901,0.000162222163251
bottom,53,0.00129642557219,0.000108035464349
bottom,54,-0.000307070248604,-2.55891873837e-05
bottom,55,-0.000700017129398,-5.83347607832e-05
bottom,56,-0.00133407066953,-0.000111172555794
bottom,57,-0.0020004159921,-0.000166701332675
bottom,58,-0.00272619844258,-0.000227183203548
bottom,59,-0.00301615429296,-0.00025134619108
bottom,60,-0.00458515941133,-0.000382096617611
bottom,61,-0.00604068671988,-0.00050339055999
bottom,62,-0.00661549642562,-0.000551291368802
bottom,63,-0.00712746579455,-0.000593955482879
bottom,64,-0.00809730096628,-0.000674775080523
bottom,65,-0.0092503038521,-0.000770858654341
bottom,66,-0.0121263034512,-0.0010105252876
bottom,67,-0.0135344939113,-0.00112787449261
bottom,68,-0.0169279733544,-0.0014106644462
bottom,69,-0.0184551594972,-0.0015379299581
bottom,70,-0.0300041522903,-0.00250034602419
bottom,71,-0.0322454092441,-0.00268711743701
bottom,72,-0.0400796278651,-0.00333996898876
bottom,73,-0.048242143529,-0.00402017862742
bottom,74,-0.0594847066613,-0.00495705888844
bottom,75,-0.0639266202802,-0.00532721835669
bottom,76,-0.067959388336,-0.00566328236133
bottom,77,-0.0809865914426,-0.00674888262022
bottom,78,-0.0881731827497,-0.00734776522914
bottom,79,-0.0953776628696,-0.00794813857246
bottom,80,-0.217937905752,-0.018161492146
