step,energy,ewmean,ewvar,pmove,locstd,mcmc_width
0,74030.76,74030.76,0.0,0.99311525,461989.38,0.05124811
1,71114.11,73739.09,765615.44,0.988086,492645.44,0.05124811
2,112078.05,77572.99,1.3297783e+08,0.97998047,845153.2,0.05124811
3,85148.914,78330.586,1.2484556e+08,0.98413086,709119.1,0.05124811
4,93220.01,79819.53,1.32313544e+08,0.98154294,680267.5,0.05124811
5,91616.94,80999.27,1.3160828e+08,0.97587895,689938.0,0.05248213
6,80947.84,80994.13,1.1844769e+08,0.9681641,538505.3,0.05248213
7,98434.49,82738.17,1.3397787e+08,0.9600098,761002.25,0.05248213
8,76206.484,82085.0,1.2441974e+08,0.95043945,503573.12,0.05248213
9,73863.266,81262.83,1.18061496e+08,0.9520996,490811.75,0.05248213
10,89968.73,82133.42,1.1307668e+08,0.93510747,640747.1,0.053636413
11,64765.734,80396.66,1.28916296e+08,0.91982424,464198.47,0.053636413
12,74668.97,79823.89,1.1897724e+08,0.9283203,662998.25,0.053636413
13,76897.42,79531.24,1.07850296e+08,0.9250488,609377.56,0.053636413
14,85796.836,80157.805,1.00598456e+08,0.9046875,620007.8,0.053636413
15,103294.12,82471.44,1.3871462e+08,0.89643556,775184.2,0.0547102
16,59356.35,80159.93,1.729308e+08,0.9012207,407533.78,0.0547102
17,105372.805,82681.22,2.1284973e+08,0.88916016,705883.56,0.0547102
18,66782.97,81091.39,2.1431264e+08,0.88198245,525260.06,0.0547102
19,80919.984,81074.25,1.9288402e+08,0.879248,545660.44,0.0547102
20,66711.63,79637.984,1.9216125e+08,0.8874512,482489.38,0.0557804
21,67862.195,78460.41,1.8542536e+08,0.8624512,380261.28,0.0557804
22,74846.32,78099.0,1.6805837e+08,0.8552735,527507.8,0.0557804
23,97445.36,80033.63,1.8493787e+08,0.8720703,704310.25,0.0557804
24,76605.81,79690.85,1.6750157e+08,0.8635254,564443.75,0.0557804
25,81713.7,79893.14,1.5111968e+08,0.88720703,488905.28,0.056870848
26,82990.39,80202.87,1.3687107e+08,0.8683106,560006.06,0.056870848
27,73794.64,79562.05,1.2687985e+08,0.875,556095.06,0.056870848
28,113385.49,82944.39,2.1715416e+08,0.86264646,864233.9,0.056870848
29,97509.11,84400.86,2.1453053e+08,0.86113286,731784.2,0.056870848
30,101731.68,86133.94,2.2010963e+08,0.8726562,816475.9,0.05794045
31,70138.875,84534.43,2.2112445e+08,0.88125,459156.78,0.05794045
32,72795.82,83360.57,2.1141354e+08,0.8780762,606541.7,0.05794045
33,77301.34,82754.65,1.9357646e+08,0.8595703,622667.4,0.05794045
34,68496.836,81328.87,1.9251448e+08,0.8821777,544281.7,0.05794045
35,87248.875,81920.87,1.7641722e+08,0.87783206,729237.44,0.059045438
36,90075.695,82736.35,1.647606e+08,0.87368166,668988.0,0.059045438
37,72104.36,81673.16,1.5845806e+08,0.85136724,594984.75,0.059045438
38,112838.55,84789.695,2.300276e+08,0.86708987,885157.0,0.059045438
39,77090.02,84019.73,2.1236048e+08,0.8757324,700148.6,0.059045438
40,74996.63,83117.414,1.9845189e+08,0.87539065,517987.78,0.06016416
