layer,m1,m2,kx,ky,occupation
top,-3,-3,-0.86832150547,-0.86832150547,-0.0121358604386
top,-3,-2,-0.86832150547,-0.578881003647,0.0361510040181
top,-3,-1,-0.86832150547,-0.289440501823,0.0476082011786
top,-3,0,-0.86832150547,0,0.0712457408357
top,-3,1,-0.86832150547,0.289440501823,0.0413076700769
top,-3,2,-0.86832150547,0.578881003647,0.0167268668862
top,-3,3,-0.86832150547,0.86832150547,0.0397250120714
top,-2,-3,-0.578881003647,-0.86832150547,0.0193029670323
top,-2,-2,-0.578881003647,-0.578881003647,0.0935730264881
top,-2,-1,-0.578881003647,-0.289440501823,0.199547655431
top,-2,0,-0.578881003647,0,0.257026434931
top,-2,1,-0.578881003647,0.289440501823,0.195652019114
top,-2,2,-0.578881003647,0.578881003647,0.0802803940236
top,-2,3,-0.578881003647,0.86832150547,0.0247256165901
top,-1,-3,-0.289440501823,-0.86832150547,0.0521920111629
top,-1,-2,-0.289440501823,-0.578881003647,0.204685270572
top,-1,-1,-0.289440501823,-0.289440501823,0.474652607873
top,-1,0,-0.289440501823,0,0.7033723626
top,-1,1,-0.289440501823,0.289440501823,0.467632935582
top,-1,2,-0.289440501823,0.578881003647,0.204871031451
top,-1,3,-0.289440501823,0.86832150547,0.059556601022
top,0,-3,0,-0.86832150547,0.0619946713177
top,0,-2,0,-0.578881003647,0.255599340795
top,0,-1,0,-0.289440501823,0.732931695934
top,0,0,0,0,2.78452419308
top,0,1,0,0.289440501823,0.732931695934
top,0,2,0,0.578881003647,0.255599340795
top,0,3,0,0.86832150547,0.0619946713177
top,1,-3,0.289440501823,-0.86832150547,0.059556601022
top,1,-2,0.289440501823,-0.578881003647,0.204871031451
top,1,-1,0.289440501823,-0.289440501823,0.467632935582
top,1,0,0.289440501823,0,0.7033723626
top,1,1,0.289440501823,0.289440501823,0.474652607873
top,1,2,0.289440501823,0.578881003647,0.204685270572
top,1,3,0.289440501823,0.86832150547,0.0521920111629
top,2,-3,0.578881003647,-0.86832150547,0.0247256165901
top,2,-2,0.578881003647,-0.578881003647,0.0802803940236
top,2,-1,0.578881003647,-0.289440501823,0.195652019114
top,2,0,0.578881003647,0,0.257026434931
top,2,1,0.578881003647,0.289440501823,0.199547655431
top,2,2,0.578881003647,0.578881003647,0.0935730264881
top,2,3,0.578881003647,0.86832150547,0.0193029670323
top,3,-3,0.86832150547,-0.86832150547,0.0397250120714
top,3,-2,0.86832150547,-0.578881003647,0.0167268668862
top,3,-1,0.86832150547,-0.289440501823,0.0413076700769
top,3,0,0.86832150547,0,0.0712457408357
top,3,1,0.86832150547,0.289440501823,0.0476082011786
top,3,2,0.86832150547,0.578881003647,0.0361510040181
top,3,3,0.86832150547,0.86832150547,-0.0121358604386
bottom,-3,-3,-0.86832150547,-0.86832150547,0.0029873930682
bottom,-3,-2,-0.86832150547,-0.578881003647,-0.000590390336053
bottom,-3,-1,-0.86832150547,-0.289440501823,0.0542829997629
bottom,-3,0,-0.86832150547,0,0.0744895147547
bottom,-3,1,-0.86832150547,0.289440501823,0.0517166837143
bottom,-3,2,-0.86832150547,0.578881003647,0.00990350186664
bottom,-3,3,-0.86832150547,0.86832150547,0.0203227116742
bottom,-2,-3,-0.578881003647,-0.86832150547,0.0177820652043
bottom,-2,-2,-0.578881003647,-0.578881003647,0.0517511419555
bottom,-2,-1,-0.578881003647,-0.289440501823,0.190639957634
bottom,-2,0,-0.578881003647,0,0.269080724264
bottom,-2,1,-0.578881003647,0.289440501823,0.214352235008
bottom,-2,2,-0.578881003647,0.578881003647,0.0897917041295
bottom,-2,3,-0.578881003647,0.86832150547,0.0118072962882
bottom,-1,-3,-0.289440501823,-0.86832150547,0.0623306207229
bottom,-1,-2,-0.289440501823,-0.578881003647,0.219124188626
bottom,-1,-1,-0.289440501823,-0.289440501823,0.500963476381
bottom,-1,0,-0.289440501823,0,0.651924339799
bottom,-1,1,-0.289440501823,0.289440501823,0.469842956523
bottom,-1,2,-0.289440501823,0.578881003647,0.173380168539
bottom,-1,3,-0.289440501823,0.86832150547,0.0313540095053
bottom,0,-3,0,-0.86832150547,0.0922955787729
bottom,0,-2,0,-0.578881003647,0.26698642991
bottom,0,-1,0,-0.289440501823,0.69627312898
bottom,0,0,0,0,3.05270044982
bottom,0,1,0,0.289440501823,0.69627312898
bottom,0,2,0,0.578881003647,0.26698642991
bottom,0,3,0,0.86832150547,0.0922955787729
bottom,1,-3,0.289440501823,-0.86832150547,0.0313540095053
bottom,1,-2,0.289440501823,-0.578881003647,0.173380168539
bottom,1,-1,0.289440501823,-0.289440501823,0.469842956523
bottom,1,0,0.289440501823,0,0.651924339799
bottom,1,1,0.289440501823,0.289440501823,0.500963476381
bottom,1,2,0.289440501823,0.578881003647,0.219124188626
bottom,1,3,0.289440501823,0.86832150547,0.0623306207229
bottom,2,-3,0.578881003647,-0.86832150547,0.0118072962882
