r,rho1_top,rho1_top_stderr,rho1_bottom,rho1_bottom_stderr
0,1.00000023842,8.96708129972e-08,1.00000023842,8.96708129972e-08
0.22151058813,0.996719539165,0.00134008482564,0.99694365263,0.00127258454449
0.44302117626,0.986976861954,0.00266774208285,0.987867355347,0.00253874831833
0.66453176439,0.971062898636,0.00397088285536,0.973047971725,0.0037934826687
0.88604235252,0.949436903,0.00523760868236,0.952928543091,0.00503447791561
1.10755294065,0.922692537308,0.00645602168515,0.928083300591,0.00626300740987
1.32906352878,0.891518831253,0.00761454273015,0.899179816246,0.00748368259519
1.55057411691,0.856656491756,0.00870282109827,0.866937875748,0.00870294123888
1.77208470504,0.818865180016,0.00971279013902,0.832092523575,0.00992628838867
1.99359529317,0.778902947903,0.0106394840404,0.795363783836,0.011155073531
2.2151058813,0.737516999245,0.0114813875407,0.757428944111,0.0123835895211
2.43661646943,0.695428609848,0.012239635922,0.718900561333,0.0135983815417
2.65812705756,0.653319120407,0.0129167214036,0.680312752724,0.0147798312828
2.87963764569,0.611813426018,0.0135153811425,0.642116844654,0.0159058626741
3.10114823382,0.571471810341,0.0140385730192,0.604687392712,0.0169553849846
3.32265882195,0.532771348953,0.0144895706326,0.568327307701,0.0179102551192
3.54416941008,0.496094286442,0.0148731349036,0.53328025341,0.0187548957765
3.76567999821,0.461720079184,0.0151968300343,0.499739646912,0.0194738674909
3.98719058634,0.429825812578,0.0154709639028,0.467858016491,0.0200495701283
4.20870117447,0.40050059557,0.015707757324,0.437761008739,0.0204626657069
4.4302117626,0.373759388924,0.0159183647484,0.409562408924,0.0206957422197
4.65172235073,0.349548965693,0.0161090474576,0.383371174335,0.0207404959947
4.87323293886,0.327755689621,0.0162776261568,0.359282612801,0.0206062793732
5.09474352699,0.308220475912,0.0164120923728,0.337367206812,0.0203249529004
5.31625411512,0.290757447481,0.0164927709848,0.317658692598,0.0199525449425
5.53776470325,0.275173336267,0.016496963799,0.300145983696,0.0195671524853
5.75927529138,0.261283755302,0.0164046362042,0.284771978855,0.0192664600909
5.98078587951,0.248925805092,0.0162041205913,0.27143740654,0.0191575735807
6.20229646764,0.237951487303,0.0158941037953,0.260000765324,0.0193343479186
6.42380705577,0.228220701218,0.0154835432768,0.250277191401,0.0198443550617
6.6453176439,0.21959990263,0.0149896349758,0.242047920823,0.0206643342972
6.86682823203,0.211964398623,0.0144347948954,0.235079661012,0.0217014085501
7.08833882016,0.205206215382,0.0138451354578,0.229145810008,0.0228204522282
7.30984940829,0.19923594594,0.013248084113,0.224047333002,0.0238811001182
7.53135999642,0.193982243538,0.0126703642309,0.219621062279,0.024765510112
7.75287058455,0.189388632774,0.0121356667951,0.215736538172,0.0253896359354
7.97438117268,0.185410782695,0.01166265551,0.212293535471,0.0257041193545
8.19589176081,0.18201635778,0.0112635986879,0.209208697081,0.0256861895323
8.41740234894,0.1791844666,0.0109445657581,0.206407517195,0.0253343079239
8.63891293707,0.176901161671,0.0107063194737,0.203815177083,0.0246610976756
8.8604235252,0.175151705742,0.0105457520112,0.201356112957,0.0236911661923
9.08193411333,0.173912271857,0.010457216762,0.1989595294,0.0224613025784
9.30344470146,0.173143476248,0.0104332063347,0.196570247412,0.0210218764842
9.52495528959,0.172788918018,0.0104650780559,0.194154411554,0.0194345526397
9.74646587772,0.172775819898,0.010543724522,0.191699236631,0.0177692361176
9.96797646585,0.173016786575,0.0106599191204,0.1892131567,0.0160998348147
10.189487054,0.173411771655,0.0108041856438,0.186717987061,0.0144964708015
10.4109976421,0.173854291439,0.010966478847,0.184244960546,0.0130206607282
10.6325082302,0.174239397049,0.0111352978274,0.181828141212,0.0117195574567
10.8540188184,0.174475848675,0.0112977446988,0.179497182369,0.0106225218624
