step,energy,ewmean,ewvar,pmove,locstd,mcmc_width
0,345.2343,345.2343,0.0,0.45151368,8.04243,0.085991904
1,344.57794,345.16867,0.03877419,0.44521487,4.148893,0.085991904
2,345.07043,345.15884,0.035765298,0.448584,4.3534737,0.085991904
3,344.70862,345.11383,0.050432067,0.4355957,4.0862174,0.085991904
4,344.90436,345.0929,0.049337953,0.4449707,5.388909,0.085991904
5,344.68805,345.0524,0.059155192,0.4411621,3.8766966,0.08573929
6,344.74646,345.0218,0.061663534,0.43828124,4.1228304,0.08573929
7,344.65967,344.98557,0.06729906,0.43979493,4.38327,0.08573929
8,344.74152,344.96115,0.06592955,0.43808594,4.3271027,0.08573929
9,344.6801,344.93304,0.06644492,0.4380371,4.812949,0.08573929
10,344.82983,344.92273,0.060759142,0.4399414,4.7327876,0.08548222
11,344.75244,344.9057,0.05729305,0.44223633,4.1665983,0.08548222
12,344.75415,344.89053,0.053630818,0.44394532,3.89773,0.08548222
13,344.69867,344.87134,0.051580794,0.43808594,4.0610666,0.08548222
14,344.67987,344.8522,0.04972209,0.4395508,3.9311352,0.08548222
15,344.60437,344.82742,0.0502778,0.43647462,4.7274585,0.085211135
16,344.7944,344.82413,0.045348145,0.44379884,6.5117874,0.085211135
17,344.73248,344.81497,0.04156921,0.44106448,4.816811,0.085211135
18,344.76318,344.80978,0.03765367,0.44038087,4.839006,0.085211135
19,344.69617,344.79843,0.035050094,0.4369629,4.1647553,0.085211135
20,344.60266,344.77887,0.034994423,0.44799805,4.4696994,0.08498986
21,344.60376,344.76135,0.034254692,0.44106448,4.455751,0.08498986
22,344.57108,344.7423,0.034087706,0.44677734,4.3969655,0.08498986
23,344.67224,344.7353,0.031120796,0.4440918,4.602734,0.08498986
24,344.51843,344.7136,0.032241177,0.4480957,3.841928,0.08498986
25,344.71103,344.71335,0.029017648,0.4444336,3.79683,0.084754065
26,344.61346,344.70337,0.027013797,0.448291,3.854828,0.084754065
27,344.59277,344.69232,0.025413245,0.4465332,3.868646,0.084754065
28,344.8114,344.70422,0.024148114,0.442334,6.713128,0.084754065
29,344.72537,344.70633,0.021773554,0.44492188,4.0600176,0.084754065
30,344.68552,344.70425,0.019635184,0.4453125,3.775184,0.08452263
31,344.65027,344.69885,0.017933965,0.44433594,3.7629495,0.08452263
32,344.66132,344.6951,0.016267378,0.44033206,3.6699207,0.08452263
