layer,m1,m2,kx,ky,occupation
top,-4,-4,-4.13486431176,-4.13486431176,-0.012617351826
top,-4,-3,-4.13486431176,-3.10114823382,0.0140602377703
top,-4,-2,-4.13486431176,-2.06743215588,0.0272018863627
top,-4,-1,-4.13486431176,-1.03371607794,0.0275083444206
top,-4,0,-4.13486431176,0,0.0355520910915
top,-4,1,-4.13486431176,1.03371607794,0.0222453425686
top,-4,2,-4.13486431176,2.06743215588,0.0226682680473
top,-4,3,-4.13486431176,3.10114823382,0.00284227066504
top,-4,4,-4.13486431176,4.13486431176,0.00233526203498
top,-3,-4,-3.10114823382,-4.13486431176,0.000636579261561
top,-3,-3,-3.10114823382,-3.10114823382,0.0131701245536
top,-3,-2,-3.10114823382,-2.06743215588,0.0421599341921
top,-3,-1,-3.10114823382,-1.03371607794,0.0697883222641
top,-3,0,-3.10114823382,0,0.109909979987
top,-3,1,-3.10114823382,1.03371607794,0.0588805968657
top,-3,2,-3.10114823382,2.06743215588,0.0560794150139
top,-3,3,-3.10114823382,3.10114823382,0.00712857620621
top,-3,4,-3.10114823382,4.13486431176,0.00494456158262
top,-2,-4,-2.06743215588,-4.13486431176,0.0176191842259
top,-2,-3,-2.06743215588,-3.10114823382,0.0403356954748
top,-2,-2,-2.06743215588,-2.06743215588,0.13241367114
top,-2,-1,-2.06743215588,-1.03371607794,0.206691811446
top,-2,0,-2.06743215588,0,0.261479061394
top,-2,1,-2.06743215588,1.03371607794,0.221086805842
top,-2,2,-2.06743215588,2.06743215588,0.122807777329
top,-2,3,-2.06743215588,3.10114823382,0.0690731963557
top,-2,4,-2.06743215588,4.13486431176,0.0109090519348
top,-1,-4,-1.03371607794,-4.13486431176,0.0222602688944
top,-1,-3,-1.03371607794,-3.10114823382,0.0774450860685
top,-1,-2,-1.03371607794,-2.06743215588,0.231330369931
top,-1,-1,-1.03371607794,-1.03371607794,0.433392799548
top,-1,0,-1.03371607794,0,0.596381559497
top,-1,1,-1.03371607794,1.03371607794,0.473001395045
top,-1,2,-1.03371607794,2.06743215588,0.299744177395
top,-1,3,-1.03371607794,3.10114823382,0.124201526913
top,-1,4,-1.03371607794,4.13486431176,0.037234496675
top,0,-4,0,-4.13486431176,0.0328920403164
top,0,-3,0,-3.10114823382,0.116014811153
top,0,-2,0,-2.06743215588,0.346634497555
top,0,-1,0,-1.03371607794,0.612278220621
top,0,0,0,0,1.32908059971
top,0,1,0,1.03371607794,0.612278220621
top,0,2,0,2.06743215588,0.346634497555
top,0,3,0,3.10114823382,0.116014811153
top,0,4,0,4.13486431176,0.0328920403164
top,1,-4,1.03371607794,-4.13486431176,0.037234496675
top,1,-3,1.03371607794,-3.10114823382,0.124201526913
top,1,-2,1.03371607794,-2.06743215588,0.299744177395
top,1,-1,1.03371607794,-1.03371607794,0.473001395045
top,1,0,1.03371607794,0,0.596381559497
top,1,1,1.03371607794,1.03371607794,0.433392799548
top,1,2,1.03371607794,2.06743215588,0.231330369931
top,1,3,1.03371607794,3.10114823382,0.0774450860685
top,1,4,1.03371607794,4.13486431176,0.0222602688944
top,2,-4,2.06743215588,-4.13486431176,0.0109090519348
top,2,-3,2.06743215588,-3.10114823382,0.0690731963557
top,2,-2,2.06743215588,-2.06743215588,0.122807777329
top,2,-1,2.06743215588,-1.03371607794,0.221086805842
top,2,0,2.06743215588,0,0.261479061394
top,2,1,2.06743215588,1.03371607794,0.206691811446
top,2,2,2.06743215588,2.06743215588,0.13241367114
top,2,3,2.06743215588,3.10114823382,0.0403356954748
top,2,4,2.06743215588,4.13486431176,0.0176191842259
top,3,-4,3.10114823382,-4.13486431176,0.00494456158262
top,3,-3,3.10114823382,-3.10114823382,0.00712857620621
top,3,-2,3.10114823382,-2.06743215588,0.0560794150139
top,3,-1,3.10114823382,-1.03371607794,0.0588805968657
top,3,0,3.10114823382,0,0.109909979987
top,3,1,3.10114823382,1.03371607794,0.0697883222641
top,3,2,3.10114823382,2.06743215588,0.0421599341921
top,3,3,3.10114823382,3.10114823382,0.0131701245536
top,3,4,3.10114823382,4.13486431176,0.000636579261561
top,4,-4,4.13486431176,-4.13486431176,0.00233526203498
top,4,-3,4.13486431176,-3.10114823382,0.00284227066504
top,4,-2,4.13486431176,-2.06743215588,0.0226682680473
top,4,-1,4.13486431176,-1.03371607794,0.0222453425686
top,4,0,4.13486431176,0,0.0355520910915
top,4,1,4.13486431176,1.03371607794,0.0275083444206
top,4,2,4.13486431176,2.06743215588,0.0272018863627
top,4,3,4.13486431176,3.10114823382,0.0140602377703
top,4,4,4.13486431176,4.13486431176,-0.012617351826
bottom,-4,-4,-4.13486431176,-4.13486431176,0.00796736401544
bottom,-4,-3,-4.13486431176,-3.10114823382,0.00797235237733
bottom,-4,-2,-4.13486431176,-2.06743215588,0.00688928207703
bottom,-4,-1,-4.13486431176,-1.03371607794,0.019995245413
bottom,-4,0,-4.13486431176,0,0.0224566622949
bottom,-4,1,-4.13486431176,1.03371607794,0.0270249659994
bottom,-4,2,-4.13486431176,2.06743215588,0.0244027492682
bottom,-4,3,-4.13486431176,3.10114823382,0.0153017138106
bottom,-4,4,-4.13486431176,4.13486431176,-0.00301143366622
bottom,-3,-4,-3.10114823382,-4.13486431176,0.0148142520103
bottom,-3,-3,-3.10114823382,-3.10114823382,0.0281690162636
bottom,-3,-2,-3.10114823382,-2.06743215588,0.0694695224488
bottom,-3,-1,-3.10114823382,-1.03371607794,0.0999501231565
bottom,-3,0,-3.10114823382,0,0.105821714952
bottom,-3,1,-3.10114823382,1.03371607794,0.0930481355117
bottom,-3,2,-3.10114823382,2.06743215588,0.055316732892
bottom,-3,3,-3.10114823382,3.10114823382,0.0359417604694
bottom,-3,4,-3.10114823382,4.13486431176,0.0020919265889
bottom,-2,-4,-2.06743215588,-4.13486431176,0.0147619486954
bottom,-2,-3,-2.06743215588,-3.10114823382,0.0411002835563
bottom,-2,-2,-2.06743215588,-2.06743215588,0.17746010295
bottom,-2,-1,-2.06743215588,-1.03371607794,0.279095956674
bottom,-2,0,-2.06743215588,0,0.328444977745
bottom,-2,1,-2.06743215588,1.03371607794,0.293226242626
bottom,-2,2,-2.06743215588,2.06743215588,0.144925012156
bottom,-2,3,-2.06743215588,3.10114823382,0.073579134543
bottom,-2,4,-2.06743215588,4.13486431176,0.0161203475395
bottom,-1,-4,-1.03371607794,-4.13486431176,0.0219502394556
bottom,-1,-3,-1.03371607794,-3.10114823382,0.117500699061
bottom,-1,-2,-1.03371607794,-2.06743215588,0.312428037136
bottom,-1,-1,-1.03371607794,-1.03371607794,0.513895050361
bottom,-1,0,-1.03371607794,0,0.6256065184
bottom,-1,1,-1.03371607794,1.03371607794,0.474426934208
bottom,-1,2,-1.03371607794,2.06743215588,0.267015764474
bottom,-1,3,-1.03371607794,3.10114823382,0.118935122807
bottom,-1,4,-1.03371607794,4.13486431176,0.0195070623282
bottom,0,-4,0,-4.13486431176,0.0226310565021
bottom,0,-3,0,-3.10114823382,0.136731601459
bottom,0,-2,0,-2.06743215588,0.334807705916
bottom,0,-1,0,-1.03371607794,0.637913079998
bottom,0,0,0,0,1.30693901291
bottom,0,1,0,1.03371607794,0.637913079998
bottom,0,2,0,2.06743215588,0.334807705916
bottom,0,3,0,3.10114823382,0.136731601459
bottom,0,4,0,4.13486431176,0.0226310565021
bottom,1,-4,1.03371607794,-4.13486431176,0.0195070623282
bottom,1,-3,1.03371607794,-3.10114823382,0.118935122807
bottom,1,-2,1.03371607794,-2.06743215588,0.267015764474
bottom,1,-1,1.03371607794,-1.03371607794,0.474426934208
bottom,1,0,1.03371607794,0,0.6256065184
bottom,1,1,1.03371607794,1.03371607794,0.513895050361
bottom,1,2,1.03371607794,2.06743215588,0.312428037136
bottom,1,3,1.03371607794,3.10114823382,0.117500699061
bottom,1,4,1.03371607794,4.13486431176,0.0219502394556
bottom,2,-4,2.06743215588,-4.13486431176,0.0161203475395
bottom,2,-3,2.06743215588,-3.10114823382,0.073579134543
bottom,2,-2,2.06743215588,-2.06743215588,0.144925012156
bottom,2,-1,2.06743215588,-1.03371607794,0.293226242626
bottom,2,0,2.06743215588,0,0.328444977745
bottom,2,1,2.06743215588,1.03371607794,0.279095956674
bottom,2,2,2.06743215588,2.06743215588,0.17746010295
bottom,2,3,2.06743215588,3.10114823382,0.0411002835563
bottom,2,4,2.06743215588,4.13486431176,0.0147619486954
bottom,3,-4,3.10114823382,-4.13486431176,0.0020919265889
bottom,3,-3,3.10114823382,-3.10114823382,0.0359417604694
bottom,3,-2,3.10114823382,-2.06743215588,0.055316732892
bottom,3,-1,3.10114823382,-1.03371607794,0.0930481355117
bottom,3,0,3.10114823382,0,0.105821714952
bottom,3,1,3.10114823382,1.03371607794,0.0999501231565
bottom,3,2,3.10114823382,2.06743215588,0.0694695224488
bottom,3,3,3.10114823382,3.10114823382,0.0281690162636
bottom,3,4,3.10114823382,4.13486431176,0.0148142520103
bottom,4,-4,4.13486431176,-4.13486431176,-0.00301143366622
bottom,4,-3,4.13486431176,-3.10114823382,0.0153017138106
bottom,4,-2,4.13486431176,-2.06743215588,0.0244027492682
bottom,4,-1,4.13486431176,-1.03371607794,0.0270249659994
bottom,4,0,4.13486431176,0,0.0224566622949
bottom,4,1,4.13486431176,1.03371607794,0.019995245413
bottom,4,2,4.13486431176,2.06743215588,0.00688928207703
bottom,4,3,4.13486431176,3.10114823382,0.00797235237733
bottom,4,4,4.13486431176,4.13486431176,0.00796736401544
