layer,m1,m2,kx,ky,occupation
top,-3,-3,-4.34160752735,-4.34160752735,0.0279286596513
top,-3,-2,-4.34160752735,-2.89440501823,0.0537497631715
top,-3,-1,-4.34160752735,-1.44720250912,0.114466197166
top,-3,0,-4.34160752735,0,0.142307454985
top,-3,1,-4.34160752735,1.44720250912,0.105545158361
top,-3,2,-4.34160752735,2.89440501823,0.0606295688292
top,-3,3,-4.34160752735,4.34160752735,0.0224085919188
top,-2,-3,-2.89440501823,-4.34160752735,0.0609818735374
top,-2,-2,-2.89440501823,-2.89440501823,0.145056164321
top,-2,-1,-2.89440501823,-1.44720250912,0.262680858769
top,-2,0,-2.89440501823,0,0.320455578698
top,-2,1,-2.89440501823,1.44720250912,0.256837998525
top,-2,2,-2.89440501823,2.89440501823,0.161149182966
top,-2,3,-2.89440501823,4.34160752735,0.0603146433551
top,-1,-3,-1.44720250912,-4.34160752735,0.107186121364
top,-1,-2,-1.44720250912,-2.89440501823,0.258449902016
top,-1,-1,-1.44720250912,-1.44720250912,0.43332511357
top,-1,0,-1.44720250912,0,0.545278703103
top,-1,1,-1.44720250912,1.44720250912,0.437412487798
top,-1,2,-1.44720250912,2.89440501823,0.266058618918
top,-1,3,-1.44720250912,4.34160752735,0.102965501295
top,0,-3,0,-4.34160752735,0.125285145313
top,0,-2,0,-2.89440501823,0.304460299579
top,0,-1,0,-1.44720250912,0.528879442272
top,0,0,0,0,0.74858560281
top,0,1,0,1.44720250912,0.528879442272
top,0,2,0,2.89440501823,0.304460299579
top,0,3,0,4.34160752735,0.125285145313
top,1,-3,1.44720250912,-4.34160752735,0.102965501295
top,1,-2,1.44720250912,-2.89440501823,0.266058618918
top,1,-1,1.44720250912,-1.44720250912,0.437412487798
top,1,0,1.44720250912,0,0.545278703103
top,1,1,1.44720250912,1.44720250912,0.43332511357
top,1,2,1.44720250912,2.89440501823,0.258449902016
top,1,3,1.44720250912,4.34160752735,0.107186121364
top,2,-3,2.89440501823,-4.34160752735,0.0603146433551
top,2,-2,2.89440501823,-2.89440501823,0.161149182966
top,2,-1,2.89440501823,-1.44720250912,0.256837998525
top,2,0,2.89440501823,0,0.320455578698
top,2,1,2.89440501823,1.44720250912,0.262680858769
top,2,2,2.89440501823,2.89440501823,0.145056164321
top,2,3,2.89440501823,4.34160752735,0.0609818735374
top,3,-3,4.34160752735,-4.34160752735,0.0224085919188
top,3,-2,4.34160752735,-2.89440501823,0.0606295688292
top,3,-1,4.34160752735,-1.44720250912,0.105545158361
top,3,0,4.34160752735,0,0.142307454985
top,3,1,4.34160752735,1.44720250912,0.114466197166
top,3,2,4.34160752735,2.89440501823,0.0537497631715
top,3,3,4.34160752735,4.34160752735,0.0279286596513
bottom,-3,-3,-4.34160752735,-4.34160752735,0.0319807581639
bottom,-3,-2,-4.34160752735,-2.89440501823,0.073278103131
bottom,-3,-1,-4.34160752735,-1.44720250912,0.082902505242
bottom,-3,0,-4.34160752735,0,0.137222923657
