layer,m1,m2,kx,ky,occupation
top,-4,-4,-5.78881003647,-5.78881003647,0.00208257726117
top,-4,-3,-5.78881003647,-4.34160752735,0.00876606729818
top,-4,-2,-5.78881003647,-2.89440501823,0.0222300539012
top,-4,-1,-5.78881003647,-1.44720250912,0.0411362690314
top,-4,0,-5.78881003647,0,0.0435214790605
top,-4,1,-5.78881003647,1.44720250912,0.0433325637681
top,-4,2,-5.78881003647,2.89440501823,0.0223787295888
top,-4,3,-5.78881003647,4.34160752735,0.00891502579802
top,-4,4,-5.78881003647,5.78881003647,0.00171970068258
top,-3,-4,-4.34160752735,-5.78881003647,0.0064479626693
top,-3,-3,-4.34160752735,-4.34160752735,0.029079066747
top,-3,-2,-4.34160752735,-2.89440501823,0.0646251727743
top,-3,-1,-4.34160752735,-1.44720250912,0.117089400567
top,-3,0,-4.34160752735,0,0.149630003405
top,-3,1,-4.34160752735,1.44720250912,0.113500532576
top,-3,2,-4.34160752735,2.89440501823,0.0569437563586
top,-3,3,-4.34160752735,4.34160752735,0.0263205267403
top,-3,4,-4.34160752735,5.78881003647,0.00511506562862
top,-2,-4,-2.89440501823,-5.78881003647,0.0217957211559
top,-2,-3,-2.89440501823,-4.34160752735,0.0651519353217
top,-2,-2,-2.89440501823,-2.89440501823,0.165511567019
top,-2,-1,-2.89440501823,-1.44720250912,0.280479069538
top,-2,0,-2.89440501823,0,0.323586952181
top,-2,1,-2.89440501823,1.44720250912,0.27905843636
top,-2,2,-2.89440501823,2.89440501823,0.155190799077
top,-2,3,-2.89440501823,4.34160752735,0.0561891267842
top,-2,4,-2.89440501823,5.78881003647,0.0181278985496
top,-1,-4,-1.44720250912,-5.78881003647,0.0363599945722
top,-1,-3,-1.44720250912,-4.34160752735,0.107605468794
top,-1,-2,-1.44720250912,-2.89440501823,0.27549513362
top,-1,-1,-1.44720250912,-1.44720250912,0.455436243205
top,-1,0,-1.44720250912,0,0.564986572777
top,-1,1,-1.44720250912,1.44720250912,0.466448630596
top,-1,2,-1.44720250912,2.89440501823,0.267772689644
top,-1,3,-1.44720250912,4.34160752735,0.104502328762
top,-1,4,-1.44720250912,5.78881003647,0.0308362047534
top,0,-4,0,-5.78881003647,0.0390762804784
top,0,-3,0,-4.34160752735,0.135405186703
top,0,-2,0,-2.89440501823,0.31187443816
top,0,-1,0,-1.44720250912,0.54384253821
top,0,0,0,0,0.87054080162
top,0,1,0,1.44720250912,0.54384253821
top,0,2,0,2.89440501823,0.31187443816
top,0,3,0,4.34160752735,0.135405186703
top,0,4,0,5.78881003647,0.0390762804784
top,1,-4,1.44720250912,-5.78881003647,0.0308362047534
top,1,-3,1.44720250912,-4.34160752735,0.104502328762
top,1,-2,1.44720250912,-2.89440501823,0.267772689644
top,1,-1,1.44720250912,-1.44720250912,0.466448630596
top,1,0,1.44720250912,0,0.564986572777
top,1,1,1.44720250912,1.44720250912,0.455436243205
top,1,2,1.44720250912,2.89440501823,0.27549513362
top,1,3,1.44720250912,4.34160752735,0.107605468794
top,1,4,1.44720250912,5.78881003647,0.0363599945722
top,2,-4,2.89440501823,-5.78881003647,0.0181278985496
top,2,-3,2.89440501823,-4.34160752735,0.0561891267842
top,2,-2,2.89440501823,-2.89440501823,0.155190799077
top,2,-1,2.89440501823,-1.44720250912,0.27905843636
top,2,0,2.89440501823,0,0.323586952181
top,2,1,2.89440501823,1.44720250912,0.280479069538
top,2,2,2.89440501823,2.89440501823,0.165511567019
top,2,3,2.89440501823,4.34160752735,0.0651519353217
top,2,4,2.89440501823,5.78881003647,0.0217957211559
top,3,-4,4.34160752735,-5.78881003647,0.00511506562862
top,3,-3,4.34160752735,-4.34160752735,0.0263205267403
top,3,-2,4.34160752735,-2.89440501823,0.0569437563586
top,3,-1,4.34160752735,-1.44720250912,0.113500532576
top,3,0,4.34160752735,0,0.149630003405
top,3,1,4.34160752735,1.44720250912,0.117089400567
top,3,2,4.34160752735,2.89440501823,0.0646251727743
top,3,3,4.34160752735,4.34160752735,0.029079066747
top,3,4,4.34160752735,5.78881003647,0.0064479626693
top,4,-4,5.78881003647,-5.78881003647,0.00171970068258
top,4,-3,5.78881003647,-4.34160752735,0.00891502579802
top,4,-2,5.78881003647,-2.89440501823,0.0223787295888
top,4,-1,5.78881003647,-1.44720250912,0.0433325637681
top,4,0,5.78881003647,0,0.0435214790605
top,4,1,5.78881003647,1.44720250912,0.0411362690314
top,4,2,5.78881003647,2.89440501823,0.0222300539012
top,4,3,5.78881003647,4.34160752735,0.00876606729818
top,4,4,5.78881003647,5.78881003647,0.00208257726117
bottom,-4,-4,-5.78881003647,-5.78881003647,9.79289286133e-05
bottom,-4,-3,-5.78881003647,-4.34160752735,0.00979803662516
bottom,-4,-2,-5.78881003647,-2.89440501823,0.0180704526641
bottom,-4,-1,-5.78881003647,-1.44720250912,0.0330754201091
bottom,-4,0,-5.78881003647,0,0.0444388371045
bottom,-4,1,-5.78881003647,1.44720250912,0.0390723225546
bottom,-4,2,-5.78881003647,2.89440501823,0.0197202492049
bottom,-4,3,-5.78881003647,4.34160752735,0.00976271532055
bottom,-4,4,-5.78881003647,5.78881003647,0.000394059608656
bottom,-3,-4,-4.34160752735,-5.78881003647,0.00307701630372
bottom,-3,-3,-4.34160752735,-4.34160752735,0.0248111879632
bottom,-3,-2,-4.34160752735,-2.89440501823,0.0565407766941
bottom,-3,-1,-4.34160752735,-1.44720250912,0.112394061353
bottom,-3,0,-4.34160752735,0,0.142669725472
bottom,-3,1,-4.34160752735,1.44720250912,0.113998386834
bottom,-3,2,-4.34160752735,2.89440501823,0.064614956368
bottom,-3,3,-4.34160752735,4.34160752735,0.0259113387147
bottom,-3,4,-4.34160752735,5.78881003647,0.00791398105598
bottom,-2,-4,-2.89440501823,-5.78881003647,0.0200307697023
bottom,-2,-3,-2.89440501823,-4.34160752735,0.0550390935036
bottom,-2,-2,-2.89440501823,-2.89440501823,0.162485900748
bottom,-2,-1,-2.89440501823,-1.44720250912,0.276594347014
bottom,-2,0,-2.89440501823,0,0.321330579
bottom,-2,1,-2.89440501823,1.44720250912,0.283678317871
bottom,-2,2,-2.89440501823,2.89440501823,0.163854607783
bottom,-2,3,-2.89440501823,4.34160752735,0.062376820128
bottom,-2,4,-2.89440501823,5.78881003647,0.0197592023232
bottom,-1,-4,-1.44720250912,-5.78881003647,0.0312372003836
bottom,-1,-3,-1.44720250912,-4.34160752735,0.10866835001
bottom,-1,-2,-1.44720250912,-2.89440501823,0.278386805578
bottom,-1,-1,-1.44720250912,-1.44720250912,0.455983967576
bottom,-1,0,-1.44720250912,0,0.564709451476
bottom,-1,1,-1.44720250912,1.44720250912,0.474107190772
bottom,-1,2,-1.44720250912,2.89440501823,0.272593297796
bottom,-1,3,-1.44720250912,4.34160752735,0.110272654327
bottom,-1,4,-1.44720250912,5.78881003647,0.0332636237129
bottom,0,-4,0,-5.78881003647,0.039252305004
bottom,0,-3,0,-4.34160752735,0.134333408911
bottom,0,-2,0,-2.89440501823,0.32179331919
bottom,0,-1,0,-1.44720250912,0.555838115127
bottom,0,0,0,0,0.879244755903
bottom,0,1,0,1.44720250912,0.555838115127
bottom,0,2,0,2.89440501823,0.32179331919
bottom,0,3,0,4.34160752735,0.134333408911
bottom,0,4,0,5.78881003647,0.039252305004
bottom,1,-4,1.44720250912,-5.78881003647,0.0332636237129
bottom,1,-3,1.44720250912,-4.34160752735,0.110272654327
bottom,1,-2,1.44720250912,-2.89440501823,0.272593297796
bottom,1,-1,1.44720250912,-1.44720250912,0.474107190772
bottom,1,0,1.44720250912,0,0.564709451476
bottom,1,1,1.44720250912,1.44720250912,0.455983967576
bottom,1,2,1.44720250912,2.89440501823,0.278386805578
bottom,1,3,1.44720250912,4.34160752735,0.10866835001
bottom,1,4,1.44720250912,5.78881003647,0.0312372003836
bottom,2,-4,2.89440501823,-5.78881003647,0.0197592023232
bottom,2,-3,2.89440501823,-4.34160752735,0.062376820128
bottom,2,-2,2.89440501823,-2.89440501823,0.163854607783
bottom,2,-1,2.89440501823,-1.44720250912,0.283678317871
bottom,2,0,2.89440501823,0,0.321330579
bottom,2,1,2.89440501823,1.44720250912,0.276594347014
bottom,2,2,2.89440501823,2.89440501823,0.162485900748
bottom,2,3,2.89440501823,4.34160752735,0.0550390935036
bottom,2,4,2.89440501823,5.78881003647,0.0200307697023
bottom,3,-4,4.34160752735,-5.78881003647,0.00791398105598
bottom,3,-3,4.34160752735,-4.34160752735,0.0259113387147
bottom,3,-2,4.34160752735,-2.89440501823,0.064614956368
bottom,3,-1,4.34160752735,-1.44720250912,0.113998386834
bottom,3,0,4.34160752735,0,0.142669725472
bottom,3,1,4.34160752735,1.44720250912,0.112394061353
bottom,3,2,4.34160752735,2.89440501823,0.0565407766941
bottom,3,3,4.34160752735,4.34160752735,0.0248111879632
bottom,3,4,4.34160752735,5.78881003647,0.00307701630372
bottom,4,-4,5.78881003647,-5.78881003647,0.000394059608656
bottom,4,-3,5.78881003647,-4.34160752735,0.00976271532055
bottom,4,-2,5.78881003647,-2.89440501823,0.0197202492049
bottom,4,-1,5.78881003647,-1.44720250912,0.0390723225546
bottom,4,0,5.78881003647,0,0.0444388371045
bottom,4,1,5.78881003647,1.44720250912,0.0330754201091
bottom,4,2,5.78881003647,2.89440501823,0.0180704526641
bottom,4,3,5.78881003647,4.34160752735,0.00979803662516
bottom,4,4,5.78881003647,5.78881003647,9.79289286133e-05
