r,top_top,bottom_bottom,top_bottom
1.899453293215452171e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.606098787051902121e+01
5.698359879646356513e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.916243159876962210e+01
9.497266466077261549e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.968129164397813113e+01
1.329617305250816450e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.967331935441484347e+01
1.709507963893907023e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.132873726869393849e+01
2.089398622536997596e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.737214173325269506e+00
2.469289281180087614e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.709969984537481835e+00
2.849179939823178187e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.127347513567591664e+00
3.229070598466268760e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.420970641441536730e-01
3.608961257109359333e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.483351991536304981e-01
3.988851915752449351e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.052519330544969822e-02
4.368742574395539924e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.681891004896236136e-02
4.748633233038630497e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.315727981081151732e-03
5.128523891681721070e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.046745667334047385e-03
5.508414550324811643e-01,0.000000000000000000e+00,1.905590793724799836e-03,1.905590793724799836e-03
5.888305208967901105e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.268195867610992789e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.648086526254082251e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.027977184897173935e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.407867843540263397e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.787758502183353970e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.167649160826444543e-01,0.000000000000000000e+00,2.570331768279963437e-03,6.425829420699908593e-04
8.547539819469534006e-01,1.228047400400426046e-03,1.228047400400426046e-03,4.298165901401491268e-03
8.927430478112625689e-01,1.175790064213174833e-03,1.175790064213174833e-03,1.175790064213174833e-03
9.307321136755715152e-01,4.511194532083205241e-03,2.255597266041602621e-03,1.691697949531201749e-03
9.687211795398806835e-01,2.167142471294868089e-03,4.334284942589736178e-03,5.417856178237170223e-03
1.006710245404189630e+00,6.256090530341794527e-03,6.256090530341794527e-03,8.341454040455725458e-03
1.044699311268498576e+00,1.507149082309619179e-02,1.808578898771542876e-02,1.507149082309619179e-02
1.082688377132807744e+00,2.714631095621991216e-02,2.035973321716493326e-02,1.890546655879601218e-02
1.120677442997116913e+00,3.371926760421516817e-02,3.465591392655447550e-02,3.980746869942067973e-02
1.158666508861425859e+00,7.156899194136892572e-02,5.797994283857735992e-02,5.888587944543013236e-02
1.196655574725734805e+00,7.368284402402580646e-02,7.631437416774101978e-02,7.631437416774101978e-02
1.234644640590043974e+00,1.224268793014583329e-01,1.343294925668779005e-01,1.160504793378407118e-01
1.272633706454352920e+00,1.649615910985642864e-01,1.814577502084207261e-01,1.884686178301097081e-01
1.310622772318661866e+00,2.450755464277384055e-01,2.338629397284301137e-01,2.642971579122668779e-01
1.348611838182971034e+00,3.463612562396964356e-01,3.214543793865047849e-01,3.381886872722429382e-01
1.386600904047280203e+00,4.716206694551516310e-01,4.542093124768715739e-01,4.629149909660115747e-01
1.424589969911589149e+00,5.946205512738851340e-01,5.835681246702812963e-01,5.839365388904014242e-01
1.462579035775898095e+00,7.607514415467608870e-01,7.959182534673187037e-01,7.629045116643460300e-01
1.500568101640207264e+00,9.170715998306699923e-01,9.394562613063232037e-01,9.296629719107248890e-01
1.538557167504516432e+00,1.103878163248833033e+00,1.116840885808615402e+00,1.115476388697059340e+00
1.576546233368825156e+00,1.293666559686885043e+00,1.360913251672667634e+00,1.318301486453953952e+00
1.614535299233134324e+00,1.543438868056204116e+00,1.494678162452069525e+00,1.521659086219690593e+00
1.652524365097443493e+00,1.757589908745511131e+00,1.702327775727491943e+00,1.692164624827626307e+00
1.690513430961752439e+00,1.925481735830076424e+00,1.918651584558186407e+00,1.891330979470626561e+00
1.728502496826061385e+00,2.012513283755122728e+00,1.976683988721461782e+00,2.097531949936691120e+00
1.766491562690370554e+00,2.176020764645006711e+00,2.207514238300436915e+00,2.206028697090275159e+00
1.804480628554679722e+00,2.255858440461886882e+00,2.236662120571417223e+00,2.219210920670990017e+00
1.842469694418988446e+00,2.245807508835387267e+00,2.328415852006653353e+00,2.271159724498293286e+00
1.880458760283297615e+00,2.261281826828235975e+00,2.285842774836244651e+00,2.264072843647327637e+00
1.918447826147606783e+00,2.255898756765282620e+00,2.235107063154542661e+00,2.204740247486224991e+00
1.956436892011915729e+00,2.169709377911347215e+00,2.119275974962863796e+00,2.135908267424597717e+00
1.994425957876224675e+00,2.026278210660708901e+00,1.972594995728918610e+00,2.045751533724201376e+00
2.032415023740533844e+00,1.845342067975532796e+00,1.891307767401735562e+00,1.876330179948253685e+00
2.070404089604843012e+00,1.634542356422875597e+00,1.674594728059788373e+00,1.650259109850018557e+00
2.108393155469151736e+00,1.492575448540747862e+00,1.457227597691383769e+00,1.491579734432314952e+00
2.146382221333460905e+00,1.326291192432458299e+00,1.366392917277392538e+00,1.311130784259373350e+00
2.184371287197770073e+00,1.138399940171193947e+00,1.159063172517061924e+00,1.138880480458307032e+00
2.222360353062079241e+00,9.696851203931151630e-01,9.574046463891108250e-01,9.881058313991217812e-01
2.260349418926387965e+00,8.233593432012392688e-01,8.210374048391375634e-01,8.196442418218766734e-01
2.298338484790697134e+00,7.133838989598839664e-01,7.083600686855185957e-01,6.980840522152257366e-01
2.336327550655006302e+00,6.141734620783078080e-01,5.759841831634167075e-01,6.146227477126007255e-01
2.374316616519315026e+00,4.978012942263219665e-01,4.894014500075830054e-01,4.840962852378530856e-01
2.412305682383624195e+00,3.924916848996307661e-01,3.998889782957434913e-01,4.031524900881461870e-01
2.450294748247933363e+00,3.581328930470084604e-01,3.457096228336553057e-01,3.446386512635386534e-01
2.488283814112242531e+00,2.737795750282036034e-01,3.286198597025740686e-01,3.071055941764748720e-01
2.526272879976551256e+00,2.912688364333183011e-01,2.675850651398816171e-01,2.806734650652019103e-01
2.564261945840860424e+00,2.779480616239624058e-01,2.497029714147527002e-01,2.611647471518233066e-01
2.602251011705169592e+00,2.702600665844727690e-01,2.593689892743522019e-01,2.603774223586226566e-01
2.640240077569478316e+00,2.890328827633122377e-01,2.707446948580682911e-01,2.834669125312814786e-01
2.678229143433787485e+00,2.802299653041394056e-01,3.264777078298575219e-01,3.076650668024467628e-01
2.716218209298096653e+00,3.454849434832788502e-01,3.524410161708616540e-01,3.458713919659223701e-01
2.754207275162405821e+00,3.673979050301456328e-01,3.651111960776758369e-01,3.734957955700650700e-01
2.792196341026714546e+00,4.432248627771720462e-01,4.342024737130056877e-01,4.409692655111304704e-01
2.830185406891023714e+00,4.914250083817119363e-01,5.032933859426287349e-01,4.917958951804906054e-01
2.868174472755332882e+00,5.676262802049519829e-01,5.672603058141041377e-01,5.734818704585169513e-01
2.906163538619641606e+00,6.342503632656371071e-01,6.432801235626991465e-01,6.279295310576936684e-01
2.944152604483950775e+00,7.305297455091700476e-01,6.717023135867624672e-01,7.214382333029797367e-01
2.982141670348259943e+00,7.785976957697933187e-01,7.895093271300390736e-01,7.754298027942381211e-01
3.020130736212569111e+00,8.477002668613137226e-01,8.974014305190292085e-01,8.431819792560669713e-01
