r,top_top,bottom_bottom,top_bottom
2.713504704593503597e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.670873278153362396e-01
8.140514113780510791e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.394562613063266454e-01
1.356752352296751798e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.055506740644167385e+00
1.899453293215452518e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.081558889066947415e+00
2.442154234134153237e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.003928749827349254e+00
2.984855175052853957e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.570396672666057203e-01
3.527556115971554329e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.670873278153360175e-01
4.070257056890255742e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.376141902057257838e-01
4.612957997808955768e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.030476245100711008e+00
5.155658938727657181e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.598159945234918666e-01
5.698359879646357207e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.762976833183397707e-01
6.241060820565058620e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.718927306864685312e-01
6.783761761483758645e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.007981306248671327e+00
7.326462702402458671e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.025419579334355236e+00
7.869163643321161472e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.642289416247478151e-01
8.411864584239861498e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.087416165838443582e+00
8.954565525158561523e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.896945640499821284e-01
9.497266466077261549e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.005770820927947895e+00
1.003996740699596435e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.588726864207649525e-01
1.058266834791466438e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.755891944334945665e-01
1.112536928883336440e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.758483976840471863e-01
1.166807022975206443e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.032630787906475112e+00
1.221077117067076723e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.006998868328348173e+00
1.275347211158946725e-01,1.175790064213177652e-03,0.000000000000000000e+00,1.008239980062799912e+00
1.329617305250816728e-01,1.127798633020800877e-03,1.127798633020800877e-03,9.856960052601799749e-01
1.383887399342686730e-01,1.083571235647436863e-03,2.167142471294873727e-03,1.010430177241234739e+00
1.438157493434557010e-01,3.128045265170883386e-03,7.298772285398727466e-03,1.053108572607530657e+00
1.492427587526427013e-01,8.038128438984628449e-03,1.004766054873078643e-02,1.011799417257190248e+00
1.546697681618297016e-01,1.939022211158569764e-02,1.842071100600641345e-02,9.976269276410841824e-01
1.600967775710167018e-01,2.622609702550056723e-02,2.716274334783987457e-02,1.013919643932298609e+00
1.655237869802037298e-01,5.435619641116651996e-02,4.529683034263876779e-02,1.003324792089448581e+00
1.709507963893907301e-01,6.140237002002136429e-02,8.157743445517123826e-02,9.605085024560484630e-01
1.763778057985777303e-01,1.105242660360386819e-01,1.419811725232189292e-01,1.030001140789698955e+00
1.818048152077647306e-01,1.765089024754645242e-01,1.872314058968712336e-01,1.017400613100399420e+00
1.872318246169517586e-01,2.474782478633021088e-01,2.522836507344342061e-01,1.000324697673994567e+00
1.926588340261387589e-01,3.354644976164270487e-01,3.712681330928903067e-01,9.978317539309965456e-01
1.980858434353257591e-01,5.011442747661479791e-01,4.602654366432294974e-01,9.867697313560027661e-01
2.035128528445127594e-01,6.211463751225335672e-01,6.108307769591700964e-01,9.950868085444621869e-01
2.089398622536997874e-01,7.887413530753674129e-01,7.542922311940046809e-01,9.965126194223362655e-01
2.143668716628867876e-01,9.891222289554325586e-01,9.310620132529566773e-01,1.002762882042158799e+00
2.197938810720737879e-01,1.175514261605520305e+00,1.177561007272854399e+00,9.967651399916803712e-01
2.252208904812607881e-01,1.385548178439735878e+00,1.354920972188785377e+00,9.967158208189738078e-01
2.306478998904478162e-01,1.544089010797593309e+00,1.613654284126158744e+00,1.005445749557253965e+00
2.360749092996348164e-01,1.729641243770879688e+00,1.762671484195442950e+00,9.785208725776864958e-01
2.415019187088218167e-01,1.941625729745460216e+00,1.937279269845166629e+00,1.011483311082620684e+00
2.469289281180088169e-01,2.068989969147152497e+00,2.085386426196454757e+00,9.941111181373315508e-01
2.523559375271958727e-01,2.174238115192825394e+00,2.097584188748475853e+00,9.801600904647623791e-01
2.577829469363828174e-01,2.175001214256572446e+00,2.265747453738793826e+00,9.903555943492415858e-01
2.632099563455698732e-01,2.272584006277095003e+00,2.203079055470926306e+00,9.952881070358697846e-01
2.686369657547568179e-01,2.200995863535863073e+00,2.244535725913696211e+00,9.827170220022538594e-01
2.740639751639438737e-01,2.132242894764560415e+00,2.131695744932698755e+00,1.015783662851015290e+00
2.794909845731308184e-01,2.041479768287027596e+00,2.002849927730742330e+00,9.909627153813771461e-01
2.849179939823178742e-01,1.974173913815124415e+00,1.977858056016325694e+00,9.760345303039584808e-01
2.903450033915049300e-01,1.762190634182069893e+00,1.801958711213728526e+00,1.012536558708659884e+00
2.957720128006918747e-01,1.600066897292379720e+00,1.602094865476527241e+00,1.006125715360179695e+00
3.011990222098789305e-01,1.455236169474506180e+00,1.436815458468499784e+00,9.987012507580770304e-01
3.066260316190658752e-01,1.287656603862341820e+00,1.296948466936168165e+00,1.001565030273481316e+00
3.120530410282529310e-01,1.143685883329441655e+00,1.098515096340799913e+00,1.031960266575620233e+00
3.174800504374398757e-01,1.008415846098043911e+00,9.862165277061899493e-01,1.024947253411126580e+00
3.229070598466269315e-01,8.516869912188785863e-01,8.321827089772249053e-01,1.015615839583253965e+00
3.283340692558139873e-01,7.316523726848505049e-01,7.302822371554781311e-01,9.976870213046541425e-01
3.337610786650009320e-01,5.849698958492774992e-01,5.975498936094770785e-01,9.900008951642726984e-01
3.391880880741879878e-01,5.371479329351477316e-01,5.004538766111829018e-01,9.944973457922755555e-01
3.446150974833749325e-01,4.286078820688885016e-01,4.390511198045771724e-01,1.012558925456145786e+00
3.500421068925619883e-01,3.692709973762222653e-01,4.009717558516752156e-01,9.990022806048147741e-01
3.554691163017489330e-01,3.260887696406790659e-01,3.619458788508442826e-01,9.959839393552952780e-01
3.608961257109359888e-01,3.153681124862909302e-01,3.182766458030287793e-01,1.002820737135261098e+00
3.663231351201229336e-01,2.947313760961022822e-01,2.914565830283678549e-01,9.855080388213420806e-01
3.717501445293099893e-01,2.997063126451666171e-01,2.948658338406686674e-01,9.918947816883778579e-01
3.771771539384970451e-01,3.232238427600691577e-01,3.240189813646449646e-01,9.951159636266335706e-01
3.826041633476839898e-01,3.174633173375582262e-01,3.409791186218218417e-01,1.006280329955778763e+00
3.880311727568710456e-01,3.953367977442914238e-01,3.806517554038387763e-01,1.011528903319337980e+00
3.934581821660579903e-01,4.287579285880816493e-01,4.100831388095785290e-01,1.006342498166070687e+00
3.988851915752450461e-01,4.496157216976259807e-01,4.766828888901252226e-01,9.918988977417944053e-01
4.043122009844319908e-01,5.084858011255345422e-01,5.155326503023289764e-01,1.009368422876106619e+00
4.097392103936190466e-01,6.049556680714218704e-01,5.903166924375096158e-01,9.778835723453352946e-01
4.151662198028061024e-01,6.624232153924684008e-01,6.609784537449384656e-01,9.911064902055252146e-01
4.205932292119930471e-01,7.280340362760993056e-01,7.462170606884798163e-01,1.023240785559453858e+00
4.260202386211801029e-01,8.130925303925107261e-01,7.803576363117732395e-01,9.929584537823691326e-01
4.314472480303670476e-01,8.598648873369796330e-01,8.963587487639734785e-01,9.987153410520658303e-01
