layer,m1,m2,kx,ky,occupation
top,-2,-2,-0.361800627279,-0.361800627279,0.14362465335
top,-2,-1,-0.361800627279,-0.18090031364,0.249166101858
top,-2,0,-0.361800627279,0,0.309348753438
top,-2,1,-0.361800627279,0.18090031364,0.271973256793
top,-2,2,-0.361800627279,0.361800627279,0.186960443473
top,-1,-2,-0.18090031364,-0.361800627279,0.242387297377
top,-1,-1,-0.18090031364,-0.18090031364,0.407367848367
top,-1,0,-0.18090031364,0,0.512538489109
top,-1,1,-0.18090031364,0.18090031364,0.445443661126
top,-1,2,-0.18090031364,0.361800627279,0.291995438928
top,0,-2,0,-0.361800627279,0.313826581901
top,0,-1,0,-0.18090031364,0.510608612809
top,0,0,0,0,0.678328367016
top,0,1,0,0.18090031364,0.510608612809
top,0,2,0,0.361800627279,0.313826581901
top,1,-2,0.18090031364,-0.361800627279,0.291995438928
top,1,-1,0.18090031364,-0.18090031364,0.445443661126
top,1,0,0.18090031364,0,0.512538489109
top,1,1,0.18090031364,0.18090031364,0.407367848367
top,1,2,0.18090031364,0.361800627279,0.242387297377
top,2,-2,0.361800627279,-0.361800627279,0.186960443473
top,2,-1,0.361800627279,-0.18090031364,0.271973256793
top,2,0,0.361800627279,0,0.309348753438
top,2,1,0.361800627279,0.18090031364,0.249166101858
top,2,2,0.361800627279,0.361800627279,0.14362465335
bottom,-2,-2,-0.361800627279,-0.361800627279,0.157724901583
bottom,-2,-1,-0.361800627279,-0.18090031364,0.248703932107
bottom,-2,0,-0.361800627279,0,0.301960093463
bottom,-2,1,-0.361800627279,0.18090031364,0.267137749636
bottom,-2,2,-0.361800627279,0.361800627279,0.186429582871
bottom,-1,-2,-0.18090031364,-0.361800627279,0.277651936705
bottom,-1,-1,-0.18090031364,-0.18090031364,0.446297022501
bottom,-1,0,-0.18090031364,0,0.563018003811
bottom,-1,1,-0.18090031364,0.18090031364,0.479511921163
bottom,-1,2,-0.18090031364,0.361800627279,0.328613778692
bottom,0,-2,0,-0.361800627279,0.373767603773
bottom,0,-1,0,-0.18090031364,0.591403951864
bottom,0,0,0,0,0.792326867838
bottom,0,1,0,0.18090031364,0.591403951864
bottom,0,2,0,0.361800627279,0.373767603773
bottom,1,-2,0.18090031364,-0.361800627279,0.328613778692
bottom,1,-1,0.18090031364,-0.18090031364,0.479511921163
bottom,1,0,0.18090031364,0,0.563018003811
bottom,1,1,0.18090031364,0.18090031364,0.446297022501
bottom,1,2,0.18090031364,0.361800627279,0.277651936705
bottom,2,-2,0.361800627279,-0.361800627279,0.186429582871
bottom,2,-1,0.361800627279,-0.18090031364,0.267137749636
bottom,2,0,0.361800627279,0,0.301960093463
bottom,2,1,0.361800627279,0.18090031364,0.248703932107
bottom,2,2,0.361800627279,0.361800627279,0.157724901583
