step,energy,ewmean,ewvar,pmove,locstd,mcmc_width
0,45868.477,45868.477,0.0,0.3729004,541708.06,0.030620694
1,62058.555,47487.484,2.3590676e+07,0.37275392,930766.44,0.030620694
2,32143.148,45953.05,4.2421984e+07,0.37954104,266574.66,0.030620694
3,49295.04,46287.25,3.9184984e+07,0.37421876,522993.44,0.030620694
4,23946.129,44053.137,8.018779e+07,0.38076174,248684.58,0.030620694
5,16909.68,41338.79,1.3847806e+08,0.37954104,133230.31,0.030436821
6,23755.215,39580.43,1.5245664e+08,0.3756348,319233.38,0.030436821
7,18668.363,37489.223,1.7656928e+08,0.37905276,206136.17,0.030436821
8,19121.79,35652.48,1.8927498e+08,0.3768555,281428.03,0.030436821
9,11314.408,33218.67,2.2365822e+08,0.37485352,135805.8,0.030436821
10,15094.773,31406.281,2.308552e+08,0.37753907,202825.34,0.030251026
11,12536.323,29519.285,2.3981645e+08,0.37910157,125857.54,0.030251026
12,6875.3916,27254.896,2.6198194e+08,0.38100585,16630.486,0.030251026
13,8809.553,25410.361,2.6640448e+08,0.38168946,99967.07,0.030251026
14,6444.8457,23513.81,2.721362e+08,0.37416995,17607.096,0.030251026
15,6710.532,21833.482,2.7033408e+08,0.37285155,33867.582,0.030059317
16,6016.3643,20251.771,2.6581696e+08,0.38291016,9752.715,0.030059317
17,5943.7617,18820.97,2.5765997e+08,0.37885743,4172.888,0.030059317
18,8216.361,17760.51,2.4201515e+08,0.38012695,104743.04,0.030059317
19,5900.698,16574.53,2.3047259e+08,0.38491213,1456.4055,0.030059317
20,5973.372,15514.414,2.1753994e+08,0.38627928,2423.181,0.029888883
21,5963.401,14559.3125,2.039959e+08,0.3875,2356.2822,0.029888883
22,6395.4316,13742.925,1.8959472e+08,0.3796875,16527.86,0.029888883
23,5883.876,12957.02,1.7619406e+08,0.379834,452.2208,0.029888883
24,5880.5938,12249.377,1.6308147e+08,0.37060547,303.68692,0.029888883
25,5905.5176,11614.991,1.5039533e+08,0.3607422,908.4541,0.029681494
26,5878.1914,11041.312,1.3831778e+08,0.35654297,108.08684,0.029681494
27,5885.5566,10525.736,1.2687835e+08,0.36640626,41.944473,0.029681494
28,5876.831,10060.846,1.16135624e+08,0.35283202,37.87128,0.029681494
29,5883.748,9643.136,1.0609239e+08,0.371875,28.660349,0.029681494
30,5877.757,9266.598,9.6759176e+07,0.353418,26.794264,0.029464757
31,5881.674,8928.105,8.811445e+07,0.36440432,25.095943,0.029464757
32,5877.7344,8623.068,8.014043e+07,0.35566407,24.841042,0.029464757
33,5881.3906,8348.9,7.28029e+07,0.36406252,24.977913,0.029464757
34,5878.359,8101.846,6.607193e+07,0.35205078,23.776997,0.029464757
35,5881.4443,7879.806,5.9908452e+07,0.36269534,22.186466,0.029263165
36,5878.116,7679.637,5.4278212e+07,0.35874024,24.611351,0.029263165
37,5880.9634,7499.77,4.914156e+07,0.36723632,21.356405,0.029263165
38,5877.4785,7337.541,4.4464268e+07,0.35561526,23.59582,0.029263165
39,5880.3115,7191.818,4.0208956e+07,0.36040038,18.830357,0.029263165
40,5877.1753,7060.3535,3.6343604e+07,0.35537112,22.519232,0.029052313
41,5879.983,6942.3164,3.2834638e+07,0.37441406,19.383207,0.029052313
42,5878.5464,6835.9395,2.9653018e+07,0.36284178,21.42757,0.029052313
43,5879.354,6740.281,2.677007e+07,0.3730957,19.124168,0.029052313
44,5878.404,6654.0933,2.4159918e+07,0.3635742,20.797405,0.029052313
45,5880.345,6576.7183,2.1797806e+07,0.36240235,18.949171,0.028853124
46,5878.6367,6506.91,1.9661884e+07,0.3625,19.805666,0.028853124
47,5879.448,6444.164,1.7731128e+07,0.37709963,18.493229,0.028853124
48,5878.6514,6387.613,1.5986797e+07,0.37001953,20.567682,0.028853124
49,5879.4487,6336.7964,1.4411358e+07,0.370459,19.101881,0.028853124
50,5879.3203,6291.049,1.2989057e+07,0.3689453,18.826925,0.028664678
51,5879.3916,6249.8833,1.1705402e+07,0.37050784,18.14312,0.028664678
52,5878.8833,6212.783,1.0547249e+07,0.36669922,18.819366,0.028664678
53,5879.304,6179.4355,9.502533e+06,0.38066405,16.581783,0.028664678
54,5878.757,6149.3677,8.560416e+06,0.3633789,18.307066,0.028664678
55,5878.839,6122.315,7.7109615e+06,0.3702637,17.458433,0.028479334
56,5879.078,6097.991,6.94519e+06,0.370166,18.327658,0.028479334
57,5878.8716,6076.079,6.254992e+06,0.37509766,18.721382,0.028479334
58,5879.3423,6056.4053,5.632976e+06,0.38032228,18.111912,0.028479334
59,5878.7705,6038.6416,5.072518e+06,0.3665039,18.374098,0.028479334
60,5879.164,6022.694,4.567555e+06,0.37465823,17.189507,0.02830141
61,5878.155,6008.2397,4.1126795e+06,0.3765625,18.406048,0.02830141
62,5878.714,5995.287,3.7029215e+06,0.3803711,18.142763,0.02830141
63,5878.5176,5983.6104,3.3338565e+06,0.37641603,18.819786,0.02830141
64,5879.1436,5973.1636,3.001453e+06,0.36938477,17.564949,0.02830141
65,5878.632,5963.7104,2.7021118e+06,0.37749022,17.884447,0.028128581
66,5877.829,5955.122,2.4325642e+06,0.38266602,17.824472,0.028128581
67,5877.9736,5947.407,2.1898435e+06,0.37651366,17.96209,0.028128581
68,5878.1064,5940.477,1.9712914e+06,0.38154298,17.796356,0.028128581
69,5878.2476,5934.254,1.7745108e+06,0.3822266,17.863134,0.028128581
70,5877.673,5928.5957,1.5973478e+06,0.38339844,17.928211,0.027965069
71,5878.17,5923.553,1.4378418e+06,0.39038086,17.670673,0.027965069
72,5877.4644,5918.9443,1.2942486e+06,0.38481444,16.740082,0.027965069
73,5877.794,5914.829,1.1649761e+06,0.3815918,17.911676,0.027965069
74,5877.9766,5911.144,1.0486006e+06,0.389209,17.431929,0.027965069
75,5878.2197,5907.8516,943838.06,0.38115233,17.88296,0.027799381
76,5877.737,5904.84,849535.9,0.38530275,18.321447,0.027799381
77,5877.6904,5902.125,764648.56,0.3857422,18.055708,0.027799381
78,5878.017,5899.7144,688236.0,0.38286132,17.663153,0.027799381
79,5877.5396,5897.497,619456.6,0.38310546,18.261007,0.027799381
80,5878.431,5895.5903,557543.7,0.38759768,17.354286,0.027643587
81,5878.211,5893.8525,501816.47,0.39379883,18.95101,0.027643587
82,5878.6426,5892.3315,451655.62,0.39326173,16.46013,0.027643587
83,5878.6084,5890.959,406507.0,0.3888672,17.649622,0.027643587
84,5878.789,5889.742,365869.62,0.39501953,17.28298,0.027643587
85,5878.69,5888.6367,329293.66,0.38603514,18.220486,0.027486516
86,5878.412,5887.6143,296373.72,0.39047852,16.630894,0.027486516
87,5878.1846,5886.6714,266744.34,0.39018553,17.408009,0.027486516
88,5878.527,5885.857,240075.86,0.38901368,17.05403,0.027486516
89,5878.255,5885.0967,216073.47,0.38896483,18.156664,0.027486516
90,5878.714,5884.4585,194469.78,0.38847658,16.83804,0.027333677
91,5878.1484,5883.8276,175026.39,0.39042968,17.433546,0.027333677
92,5878.99,5883.3438,157525.86,0.39809573,17.019274,0.027333677
93,5878.292,5882.8384,141775.56,0.38984376,18.113379,0.027333677
94,5878.5586,5882.41,127599.65,0.39526367,16.909721,0.027333677
95,5877.922,5881.9614,114841.49,0.39067382,19.231071,0.02718467
96,5877.8525,5881.551,103358.86,0.39262694,17.570583,0.02718467
97,5878.593,5881.255,93023.76,0.3930176,17.02876,0.02718467
98,5878.121,5880.9414,83722.266,0.39985353,17.434343,0.02718467
99,5877.6626,5880.6133,75351.01,0.39780274,17.881721,0.02718467
100,5878.1826,5880.37,67816.44,0.4011719,17.216238,0.02705067
101,5878.4717,5880.18,61035.117,0.3913086,17.846235,0.02705067
102,5878.323,5879.9946,54931.914,0.39936525,16.903906,0.02705067
103,5878.1167,5879.8066,49439.04,0.39794922,16.87731,0.02705067
104,5878.17,5879.643,44495.375,0.39682618,16.384104,0.02705067
105,5877.8887,5879.468,40046.113,0.39775392,16.444252,0.026912728
106,5877.7285,5879.294,36041.773,0.39799803,17.199007,0.026912728
107,5877.6855,5879.1333,32437.828,0.3951172,16.158674,0.026912728
108,5878.0337,5879.0234,29194.154,0.39746094,17.292622,0.026912728
109,5878.5166,5878.9727,26274.762,0.4008789,16.25053,0.026912728
110,5877.55,5878.8306,23647.467,0.39882815,17.765722,0.026776934
111,5878.3135,5878.779,21282.744,0.4091797,17.239063,0.026776934
112,5878.3467,5878.7354,19154.486,0.40859377,18.031298,0.026776934
113,5878.4414,5878.706,17239.045,0.39711916,16.892828,0.026776934
114,5878.175,5878.653,15515.165,0.39750975,17.431635,0.026776934
115,5878.381,5878.6255,13963.655,0.40043947,16.522186,0.026643971
116,5877.77,5878.54,12567.355,0.40810546,17.60391,0.026643971
117,5877.948,5878.481,11310.651,0.4090332,17.245737,0.026643971
118,5877.796,5878.4126,10179.628,0.40253907,17.805656,0.026643971
119,5878.216,5878.393,9161.668,0.3975586,17.016596,0.026643971
120,5877.9873,5878.3525,8245.516,0.40756837,16.320015,0.026521118
121,5877.831,5878.3003,7420.9883,0.404834,17.30797,0.026521118
122,5877.9893,5878.269,6678.898,0.4131836,17.592463,0.026521118
123,5878.5703,5878.2993,6011.016,0.39946288,18.669304,0.026521118
124,5878.298,5878.2993,5409.9146,0.40683594,17.438972,0.026521118
125,5878.448,5878.3145,4868.9253,0.4055664,16.555788,0.02639619
126,5878.184,5878.3013,4382.034,0.4074219,16.923101,0.02639619
127,5878.51,5878.3223,3943.8347,0.41147462,17.068342,0.02639619
128,5877.7886,5878.269,3549.4768,0.40424806,18.39987,0.02639619
129,5878.1777,5878.26,3194.5298,0.40961915,16.845627,0.02639619
