r,top_top,bottom_bottom,top_bottom
1.628102822756102158e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.049980527342365022e+00
4.884308468268306475e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.003928749827349032e+00
8.140514113780511485e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.099716447058581847e+00
1.139671975929271441e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.073664298635802039e+00
1.465292540480492012e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.092962186356379428e+00
1.790913105031712305e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.017775342485864210e-01
2.116533669582932875e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.649618611607972962e-01
2.442154234134153168e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.011297034229751590e+00
2.767774798685374016e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.183266222112004273e-01
3.093395363236594031e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.083428660484850203e+00
3.419015927787814602e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.973499244680623654e-01
3.744636492339035172e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.718927306864675320e-01
4.070257056890255187e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.405615039666872512e-01
4.395877621441475758e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.722041919836718060e-01
4.721498185992696328e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.851904403557214529e-01
5.047118750543916343e-01,1.782649452194169344e-03,0.000000000000000000e+00,9.706526267197251867e-01
5.372739315095136359e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.670873278153360175e-01
5.698359879646357484e-01,1.578918086229116847e-03,4.736754258687350325e-03,1.004191902841718331e+00
6.023980444197578610e-01,2.987142325298340704e-03,1.493571162649170352e-03,9.879973240924262434e-01
6.349601008748798625e-01,9.918844387849585359e-03,1.700373323631357639e-02,1.047146571802977766e+00
6.675221573300018640e-01,1.482642593166371391e-02,1.213071212590667580e-02,1.018979818576160712e+00
7.000842137851239766e-01,2.827364945107962643e-02,1.285165884139983020e-02,9.805815695988070457e-01
7.326462702402459781e-01,4.666580121521608088e-02,3.192923241041100563e-02,1.034015911137156296e+00
7.652083266953679797e-01,5.996529327487197525e-02,6.114108333908514770e-02,9.917789191638138879e-01
7.977703831504900922e-01,8.007370294447703485e-02,6.992351524728980527e-02,1.016710467668254347e+00
8.303324396056120937e-01,1.321956907489868771e-01,1.289449770420445784e-01,1.007721249152113030e+00
8.628944960607340953e-01,1.209510835866080547e-01,1.376339916675194952e-01,1.042681755056966031e+00
8.954565525158562078e-01,1.888960183161386142e-01,1.949246146453770812e-01,1.014813715421808427e+00
9.280186089709782093e-01,2.530423985561929268e-01,2.220180431776558605e-01,9.961726609827135093e-01
9.605806654261002109e-01,2.950435915368823103e-01,3.175231032730257419e-01,1.024691076639203891e+00
9.931427218812223234e-01,3.361024811423802827e-01,3.632805793479635947e-01,9.978891724483338610e-01
1.025704778336344436e+00,4.622721285793025547e-01,4.280622367110050175e-01,9.977885128253447533e-01
1.058266834791466326e+00,5.007599438094335609e-01,5.092618104275903335e-01,9.815405010661988339e-01
1.090828891246588439e+00,6.285036620855343203e-01,5.740663370230076890e-01,1.015338593211670304e+00
1.123390947701710552e+00,6.631455962162297046e-01,7.176068287557267888e-01,1.010335953655523866e+00
1.155953004156832442e+00,8.055817982204184213e-01,8.203702563520010038e-01,9.752598967827867948e-01
1.188515060611954555e+00,8.849511438091082205e-01,9.144747491201049572e-01,1.003045565053095389e+00
1.221077117067076667e+00,9.969288796450630485e-01,9.917710805633812576e-01,9.692978131360535654e-01
1.253639173522198558e+00,1.104524970321186572e+00,1.093759619733260857e+00,9.997422245987088729e-01
1.286201229977320892e+00,1.180091372169598696e+00,1.207372678343051176e+00,9.814275015731754870e-01
1.318763286432442783e+00,1.281262787751118237e+00,1.264206573856667903e+00,9.687929492047859803e-01
1.351325342887564673e+00,1.356918398683409022e+00,1.328288618927085940e+00,1.054641189163159964e+00
1.383887399342687008e+00,1.369200613364095265e+00,1.378952754484922272e+00,9.878918955397639756e-01
1.416449455797808898e+00,1.419665141324983448e+00,1.422205929049950024e+00,9.963063866524548562e-01
1.449011512252930789e+00,1.426880692982108956e+00,1.470345291985045266e+00,9.962707014315900222e-01
1.481573568708053124e+00,1.490863039112492405e+00,1.498150353356626718e+00,1.019616717991802313e+00
1.514135625163175014e+00,1.476033746416782089e+00,1.436815458468510220e+00,9.920444201460618672e-01
1.546697681618296905e+00,1.504293431416810156e+00,1.524071457970627375e+00,1.033111034105280268e+00
1.579259738073419239e+00,1.500053569447882484e+00,1.433397182199343867e+00,1.016367477362332794e+00
1.611821794528541130e+00,1.416161934007226897e+00,1.404439663367040847e+00,9.771349883640719769e-01
1.644383850983663020e+00,1.439004057795942426e+00,1.466908699220882850e+00,9.884261712579354153e-01
1.676945907438785355e+00,1.435205881778652159e+00,1.420719691570045073e+00,9.906944525997312123e-01
1.709507963893907245e+00,1.293660218650396931e+00,1.361027390329506259e+00,9.810344375770300163e-01
1.742070020349029136e+00,1.304083045518672712e+00,1.243656227171866746e+00,1.023640632165548237e+00
1.774632076804151470e+00,1.214752942304349936e+00,1.261903202585779260e+00,1.018547020488079768e+00
1.807194133259273361e+00,1.196350501281985279e+00,1.157019793998890433e+00,9.947183943243472770e-01
1.839756189714395251e+00,1.135563476706552333e+00,1.169307611027289751e+00,1.015502824884218835e+00
1.872318246169517586e+00,1.020187029541345325e+00,1.066799437391326766e+00,9.783800245624960645e-01
1.904880302624639477e+00,1.037227727415126033e+00,1.042895638493897215e+00,9.833825721667999176e-01
1.937442359079761589e+00,9.817155394965806359e-01,9.501371777719980205e-01,1.004470535445176838e+00
1.970004415534883702e+00,9.531576166000482742e-01,8.956119243664085738e-01,9.803319712659336327e-01
2.002566471990005592e+00,8.743098443338727099e-01,8.936291266084649410e-01,1.006175177998822168e+00
2.035128528445127927e+00,8.651839545300964440e-01,8.669523427866731025e-01,1.008644451844872281e+00
2.067690584900249817e+00,8.393752330059851552e-01,8.176184877233002579e-01,9.899319103621649907e-01
2.100252641355371708e+00,8.216493885934954555e-01,8.220777772215420720e-01,9.831519013670866336e-01
2.132814697810493598e+00,7.656547437229315189e-01,7.998244595585003447e-01,9.917654559187945029e-01
2.165376754265615933e+00,7.238092911081973613e-01,7.483240719207023828e-01,1.015078127541519049e+00
2.197938810720737823e+00,7.577052460470629081e-01,7.364190911067888257e-01,1.021121413432954261e+00
2.230500867175860158e+00,7.603585455398922388e-01,7.377696444522350294e-01,1.021341027749075536e+00
2.263062923630982048e+00,7.593573673699092197e-01,7.374910557440741421e-01,1.010024812462436916e+00
2.295624980086103939e+00,7.285979097907667734e-01,7.156642190844217932e-01,1.011375420234036371e+00
2.328187036541225829e+00,7.732834137696177335e-01,7.555067835680172594e-01,9.918200307045096364e-01
2.360749092996348164e+00,7.679530898710984488e-01,7.816733435859170021e-01,1.010344238832894259e+00
2.393311149451470055e+00,7.740457951299489769e-01,7.920905732582820269e-01,1.011259440941992604e+00
2.425873205906592389e+00,8.111294289289040504e-01,8.115003157276826640e-01,1.002136130299907890e+00
2.458435262361714280e+00,8.300299184428346910e-01,7.959943000939883051e-01,9.908756632204475112e-01
2.490997318816836170e+00,8.318215185653538013e-01,8.784150816981939336e-01,1.018376366302655267e+00
2.523559375271958061e+00,8.881159570831244077e-01,8.656545739854781818e-01,9.925792149817014298e-01
2.556121431727080395e+00,9.398082494147289578e-01,9.310085467048532237e-01,9.910225191862057637e-01
2.588683488182202286e+00,9.359806554561418412e-01,9.401513824763697569e-01,9.860293796988764958e-01
