step,energy,ewmean,ewvar,pmove,locstd,mcmc_width
0,40592.047,40592.047,0.0,0.36948243,530789.56,0.030556457
1,26144.305,39147.273,1.8786352e+07,0.37065428,293042.7,0.030556457
2,19877.023,37220.25,5.0328544e+07,0.37485352,180846.72,0.030556457
3,26164.008,36114.625,5.6297332e+07,0.37041017,419383.9,0.030556457
4,21447.926,34647.953,7.002768e+07,0.38208008,232369.38,0.030556457
5,13152.07,32498.365,1.0461147e+08,0.37172854,114200.336,0.030361112
6,10066.929,30255.22,1.3943557e+08,0.3798828,106957.27,0.030361112
7,9917.992,28221.498,1.6271627e+08,0.37524414,123374.65,0.030361112
8,7227.129,26122.06,1.8611336e+08,0.37299806,27360.041,0.030361112
9,6037.9473,24113.648,2.0380547e+08,0.3763672,6068.5713,0.030361112
10,6124.696,22314.754,2.1254914e+08,0.3725586,13783.861,0.030168267
11,5909.0596,20674.184,2.1551744e+08,0.3790039,7916.191,0.030168267
12,5821.1855,19188.883,2.1382072e+08,0.38066405,1755.3901,0.030168267
13,5974.5786,17867.453,2.0815426e+08,0.37783206,3504.8647,0.030168267
14,5929.2505,16673.633,2.0016568e+08,0.3803711,1233.4532,0.030168267
15,6748.5205,15681.121,1.8901482e+08,0.3782715,39533.81,0.02998521
16,5950.623,14708.071,1.7863477e+08,0.38657227,1649.7407,0.02998521
17,5880.993,13825.363,1.6778384e+08,0.37670898,187.48557,0.02998521
18,5896.354,13032.462,1.5666368e+08,0.3822266,115.79287,0.02998521
19,5886.85,12317.9,1.4559269e+08,0.36699218,125.44566,0.02998521
20,5887.4897,11674.859,1.3475494e+08,0.36440432,62.06863,0.029782608
21,5875.2793,11094.901,1.24306616e+08,0.3569824,57.34107,0.029782608
22,5884.5576,10573.867,1.1431924e+08,0.36376953,47.460865,0.029782608
23,5878.016,10104.282,1.048719e+08,0.35786134,26.675926,0.029782608
24,5882.4727,9682.102,9.598884e+07,0.36289063,25.104626,0.029782608
25,5877.755,9301.667,8.769253e+07,0.35151368,24.122963,0.02956231
26,5880.899,8959.59,7.9976424e+07,0.36376953,25.122326,0.02956231
27,5877.5264,8651.384,7.2833704e+07,0.3588379,21.569855,0.02956231
28,5879.597,8374.205,6.6241784e+07,0.36333007,19.808489,0.02956231
29,5877.2007,8124.505,6.0178756e+07,0.36206055,19.802408,0.02956231
30,5879.6494,7900.0195,5.461442e+07,0.35927737,17.850153,0.029355036
31,5878.245,7697.8423,4.9520856e+07,0.35781252,19.370474,0.029355036
32,5880.0713,7516.0654,4.4866156e+07,0.36806643,18.290236,0.029355036
33,5878.726,7352.3315,4.062082e+07,0.36494142,18.647303,0.029355036
34,5880.0127,7205.0996,3.675383e+07,0.36010742,19.085947,0.029355036
35,5879.117,7072.5015,3.323669e+07,0.34936523,18.186224,0.029134773
36,5878.746,6953.126,3.0041276e+07,0.364209,17.991163,0.029134773
37,5878.3496,6845.6484,2.714111e+07,0.36020508,18.020224,0.029134773
38,5878.492,6748.9326,2.4511184e+07,0.3552246,18.37263,0.029134773
