layer,m1,m2,kx,ky,occupation
top,-4,-4,-4.13486431176,-4.13486431176,0.00442224433439
top,-4,-3,-4.13486431176,-3.10114823382,0.00798773667002
top,-4,-2,-4.13486431176,-2.06743215588,0.0107406325276
top,-4,-1,-4.13486431176,-1.03371607794,0.0215382627198
top,-4,0,-4.13486431176,0,0.028110621172
top,-4,1,-4.13486431176,1.03371607794,0.022543371966
top,-4,2,-4.13486431176,2.06743215588,0.0121070202689
top,-4,3,-4.13486431176,3.10114823382,0.0140875202
top,-4,4,-4.13486431176,4.13486431176,0.00359789252649
top,-3,-4,-3.10114823382,-4.13486431176,0.0091923689077
top,-3,-3,-3.10114823382,-3.10114823382,0.0170121586122
top,-3,-2,-3.10114823382,-2.06743215588,0.0412970980537
top,-3,-1,-3.10114823382,-1.03371607794,0.098738740766
top,-3,0,-3.10114823382,0,0.119517512519
top,-3,1,-3.10114823382,1.03371607794,0.0899331140802
top,-3,2,-3.10114823382,2.06743215588,0.0509078087051
top,-3,3,-3.10114823382,3.10114823382,0.0144999904608
top,-3,4,-3.10114823382,4.13486431176,0.00213927976622
top,-2,-4,-2.06743215588,-4.13486431176,0.0176181818673
top,-2,-3,-2.06743215588,-3.10114823382,0.0452917982896
top,-2,-2,-2.06743215588,-2.06743215588,0.151639197202
top,-2,-1,-2.06743215588,-1.03371607794,0.277079034933
top,-2,0,-2.06743215588,0,0.329184730223
top,-2,1,-2.06743215588,1.03371607794,0.286238967935
top,-2,2,-2.06743215588,2.06743215588,0.152063871472
top,-2,3,-2.06743215588,3.10114823382,0.0430371467698
top,-2,4,-2.06743215588,4.13486431176,0.00986764955267
top,-1,-4,-1.03371607794,-4.13486431176,0.0237245765589
top,-1,-3,-1.03371607794,-3.10114823382,0.0944974537003
top,-1,-2,-1.03371607794,-2.06743215588,0.283227151742
top,-1,-1,-1.03371607794,-1.03371607794,0.487500478493
top,-1,0,-1.03371607794,0,0.608257193171
top,-1,1,-1.03371607794,1.03371607794,0.498260570513
top,-1,2,-1.03371607794,2.06743215588,0.267371946076
top,-1,3,-1.03371607794,3.10114823382,0.0934567747404
top,-1,4,-1.03371607794,4.13486431176,0.0235891907029
top,0,-4,0,-4.13486431176,0.0275647631708
top,0,-3,0,-3.10114823382,0.131814023952
top,0,-2,0,-2.06743215588,0.336220221358
top,0,-1,0,-1.03371607794,0.601829597419
top,0,0,0,0,1.20129597019
top,0,1,0,1.03371607794,0.601829597419
top,0,2,0,2.06743215588,0.336220221358
top,0,3,0,3.10114823382,0.131814023952
top,0,4,0,4.13486431176,0.0275647631708
top,1,-4,1.03371607794,-4.13486431176,0.0235891907029
top,1,-3,1.03371607794,-3.10114823382,0.0934567747404
top,1,-2,1.03371607794,-2.06743215588,0.267371946076
top,1,-1,1.03371607794,-1.03371607794,0.498260570513
top,1,0,1.03371607794,0,0.608257193171
top,1,1,1.03371607794,1.03371607794,0.487500478493
top,1,2,1.03371607794,2.06743215588,0.283227151742
top,1,3,1.03371607794,3.10114823382,0.0944974537003
top,1,4,1.03371607794,4.13486431176,0.0237245765589
top,2,-4,2.06743215588,-4.13486431176,0.00986764955267
top,2,-3,2.06743215588,-3.10114823382,0.0430371467698
top,2,-2,2.06743215588,-2.06743215588,0.152063871472
top,2,-1,2.06743215588,-1.03371607794,0.286238967935
top,2,0,2.06743215588,0,0.329184730223
top,2,1,2.06743215588,1.03371607794,0.277079034933
top,2,2,2.06743215588,2.06743215588,0.151639197202
top,2,3,2.06743215588,3.10114823382,0.0452917982896
top,2,4,2.06743215588,4.13486431176,0.0176181818673
top,3,-4,3.10114823382,-4.13486431176,0.00213927976622
top,3,-3,3.10114823382,-3.10114823382,0.0144999904608
top,3,-2,3.10114823382,-2.06743215588,0.0509078087051
top,3,-1,3.10114823382,-1.03371607794,0.0899331140802
top,3,0,3.10114823382,0,0.119517512519
top,3,1,3.10114823382,1.03371607794,0.098738740766
top,3,2,3.10114823382,2.06743215588,0.0412970980537
top,3,3,3.10114823382,3.10114823382,0.0170121586122
top,3,4,3.10114823382,4.13486431176,0.0091923689077
top,4,-4,4.13486431176,-4.13486431176,0.00359789252649
top,4,-3,4.13486431176,-3.10114823382,0.0140875202
top,4,-2,4.13486431176,-2.06743215588,0.0121070202689
top,4,-1,4.13486431176,-1.03371607794,0.022543371966
top,4,0,4.13486431176,0,0.028110621172
top,4,1,4.13486431176,1.03371607794,0.0215382627198
top,4,2,4.13486431176,2.06743215588,0.0107406325276
top,4,3,4.13486431176,3.10114823382,0.00798773667002
top,4,4,4.13486431176,4.13486431176,0.00442224433439
bottom,-4,-4,-4.13486431176,-4.13486431176,0.00357251627982
bottom,-4,-3,-4.13486431176,-3.10114823382,0.00133541042279
bottom,-4,-2,-4.13486431176,-2.06743215588,0.0126173543546
bottom,-4,-1,-4.13486431176,-1.03371607794,0.0122337940437
bottom,-4,0,-4.13486431176,0,0.0241602836504
bottom,-4,1,-4.13486431176,1.03371607794,0.0306896693686
bottom,-4,2,-4.13486431176,2.06743215588,0.00975616975529
bottom,-4,3,-4.13486431176,3.10114823382,-0.000525019124227
bottom,-4,4,-4.13486431176,4.13486431176,-0.00333345342099
bottom,-3,-4,-3.10114823382,-4.13486431176,0.00616762683561
bottom,-3,-3,-3.10114823382,-3.10114823382,0.021073291818
bottom,-3,-2,-3.10114823382,-2.06743215588,0.045548726304
bottom,-3,-1,-3.10114823382,-1.03371607794,0.0915802270429
bottom,-3,0,-3.10114823382,0,0.119277548602
bottom,-3,1,-3.10114823382,1.03371607794,0.095813944915
bottom,-3,2,-3.10114823382,2.06743215588,0.0382906768012
bottom,-3,3,-3.10114823382,3.10114823382,0.0183403777638
bottom,-3,4,-3.10114823382,4.13486431176,-0.0030436888119
bottom,-2,-4,-2.06743215588,-4.13486431176,0.0156141851072
bottom,-2,-3,-2.06743215588,-3.10114823382,0.0415369415669
bottom,-2,-2,-2.06743215588,-2.06743215588,0.148273515953
bottom,-2,-1,-2.06743215588,-1.03371607794,0.276351126258
bottom,-2,0,-2.06743215588,0,0.328515508009
bottom,-2,1,-2.06743215588,1.03371607794,0.275684582215
bottom,-2,2,-2.06743215588,2.06743215588,0.151095833343
bottom,-2,3,-2.06743215588,3.10114823382,0.0375368793314
bottom,-2,4,-2.06743215588,4.13486431176,0.0128889142984
bottom,-1,-4,-1.03371607794,-4.13486431176,0.0188539887265
bottom,-1,-3,-1.03371607794,-3.10114823382,0.0899022830211
bottom,-1,-2,-1.03371607794,-2.06743215588,0.283058209702
bottom,-1,-1,-1.03371607794,-1.03371607794,0.500561106728
bottom,-1,0,-1.03371607794,0,0.609752191273
bottom,-1,1,-1.03371607794,1.03371607794,0.499016447397
bottom,-1,2,-1.03371607794,2.06743215588,0.267885551681
bottom,-1,3,-1.03371607794,3.10114823382,0.0964009078538
bottom,-1,4,-1.03371607794,4.13486431176,0.0189625677948
bottom,0,-4,0,-4.13486431176,0.029580913154
bottom,0,-3,0,-3.10114823382,0.127985093147
bottom,0,-2,0,-2.06743215588,0.330110263788
bottom,0,-1,0,-1.03371607794,0.627574555133
bottom,0,0,0,0,1.24718687127
bottom,0,1,0,1.03371607794,0.627574555133
bottom,0,2,0,2.06743215588,0.330110263788
bottom,0,3,0,3.10114823382,0.127985093147
bottom,0,4,0,4.13486431176,0.029580913154
bottom,1,-4,1.03371607794,-4.13486431176,0.0189625677948
bottom,1,-3,1.03371607794,-3.10114823382,0.0964009078538
bottom,1,-2,1.03371607794,-2.06743215588,0.267885551681
bottom,1,-1,1.03371607794,-1.03371607794,0.499016447397
bottom,1,0,1.03371607794,0,0.609752191273
bottom,1,1,1.03371607794,1.03371607794,0.500561106728
bottom,1,2,1.03371607794,2.06743215588,0.283058209702
bottom,1,3,1.03371607794,3.10114823382,0.0899022830211
bottom,1,4,1.03371607794,4.13486431176,0.0188539887265
bottom,2,-4,2.06743215588,-4.13486431176,0.0128889142984
bottom,2,-3,2.06743215588,-3.10114823382,0.0375368793314
bottom,2,-2,2.06743215588,-2.06743215588,0.151095833343
bottom,2,-1,2.06743215588,-1.03371607794,0.275684582215
bottom,2,0,2.06743215588,0,0.328515508009
bottom,2,1,2.06743215588,1.03371607794,0.276351126258
bottom,2,2,2.06743215588,2.06743215588,0.148273515953
bottom,2,3,2.06743215588,3.10114823382,0.0415369415669
bottom,2,4,2.06743215588,4.13486431176,0.0156141851072
bottom,3,-4,3.10114823382,-4.13486431176,-0.0030436888119
bottom,3,-3,3.10114823382,-3.10114823382,0.0183403777638
bottom,3,-2,3.10114823382,-2.06743215588,0.0382906768012
bottom,3,-1,3.10114823382,-1.03371607794,0.095813944915
