r,top_top,bottom_bottom,top_bottom
1.899453293215452171e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.022349460833355650e+00
5.698359879646356513e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.022349460833355428e+00
9.497266466077261549e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.786679149865057603e-01
1.329617305250816450e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.473508517374724658e-01
1.709507963893907023e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.026148392943137422e-01
2.089398622536997596e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.117802236046298248e+00
2.469289281180087614e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.052105993996904854e+00
2.849179939823178187e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.541928301111316513e-01
3.229070598466268760e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.025600174540297616e+00
3.608961257109359333e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.394562613063265344e-01
3.988851915752449351e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.920868641806319665e-01
4.368742574395539924e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.706913799686849309e-01
4.748633233038630497e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000244607626147531e+00
5.128523891681721070e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.803911746530087346e-01
5.508414550324811643e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.975767805149327039e-01
5.888305208967901105e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.006305615763607664e+00
6.268195867610992789e-01,0.000000000000000000e+00,1.674610091455127313e-03,9.813215135927045862e-01
6.648086526254082251e-01,4.736754258687360733e-03,6.315672344916481266e-03,1.043664854997448543e+00
7.027977184897173935e-01,1.045499813854417447e-02,5.974284650596670999e-03,1.008160534788188345e+00
7.407867843540263397e-01,9.918844387849602706e-03,8.501866618156802072e-03,1.045021105148440377e+00
7.787758502183353970e-01,9.434998320149648107e-03,2.156571044605633952e-02,9.731526838782922351e-01
8.167649160826444543e-01,2.827364945107959868e-02,3.469947887177950857e-02,1.008212636107815641e+00
8.547539819469534006e-01,4.298165901401491268e-02,5.280603821721831931e-02,9.793678018193398005e-01
8.927430478112625689e-01,6.466845353172462341e-02,8.583267468756176910e-02,9.964820794206656895e-01
9.307321136755715152e-01,8.120150157749768394e-02,9.360728654072650312e-02,9.800570120950762298e-01
9.687211795398806835e-01,1.354464044559292590e-01,1.289449770420446340e-01,9.936348230886969946e-01
1.006710245404189630e+00,1.918534429304816769e-01,1.616156720338296771e-01,1.022349460833354762e+00
1.044699311268498576e+00,2.300914265659352032e-01,1.909055504258851121e-01,1.038425717711327634e+00
1.082688377132807744e+00,2.685545762454613072e-01,2.830972428291504972e-01,1.016532394199877842e+00
1.120677442997116913e+00,3.109665790166509791e-01,3.549889561665985349e-01,9.792637300057487337e-01
1.158666508861425859e+00,4.076714730837470713e-01,4.013299168357776781e-01,1.020537587619646747e+00
1.196655574725734805e+00,4.982363738767459638e-01,4.631493052938765453e-01,1.001735808040922215e+00
1.234644640590043974e+00,5.738759967255858685e-01,5.449696502238526863e-01,9.998195142952429615e-01
1.272633706454352920e+00,6.466494371063720159e-01,7.093348417238264370e-01,1.000904453990538734e+00
1.310622772318661866e+00,7.328239378476490984e-01,7.392311416758252651e-01,1.054785930213501643e+00
1.348611838182971034e+00,8.374937341885694275e-01,8.421637735985428863e-01,1.006393492849275262e+00
1.386600904047280203e+00,9.076616094329482687e-01,8.781380041219516430e-01,1.008723181459052265e+00
1.424589969911589149e+00,1.014612762210829855e+00,1.010928620009628798e+00,9.792449970792977965e-01
1.462579035775898095e+00,1.131079501771410589e+00,1.143280232437726474e+00,9.670873278153399033e-01
1.500568101640207264e+00,1.147213900627230165e+00,1.137420611231631851e+00,9.565945177486202544e-01
1.538557167504516432e+00,1.274440302193337482e+00,1.238963377292880530e+00,1.030877567780585258e+00
1.576546233368825156e+00,1.324959574769377868e+00,1.271029059414443552e+00,9.973816296505166878e-01
1.614535299233134324e+00,1.324990906949681468e+00,1.324990906949681468e+00,1.027875674135155348e+00
1.652524365097443493e+00,1.370754977619375925e+00,1.344711903438470246e+00,9.940831973931062437e-01
1.690513430961752439e+00,1.428122538667905728e+00,1.372239482806987709e+00,9.913033186883963843e-01
1.728502496826061385e+00,1.408273477678976926e+00,1.472644753502164283e+00,9.598000135712044800e-01
