layer,m1,m2,kx,ky,occupation
top,-4,-4,-5.78881003647,-5.78881003647,7.23251145977
top,-4,-3,-5.78881003647,-4.34160752735,-9.74710960026
top,-4,-2,-5.78881003647,-2.89440501823,5.01821317205
top,-4,-1,-5.78881003647,-1.44720250912,3.99653769954
top,-4,0,-5.78881003647,0,-10.6503338279
top,-4,1,-5.78881003647,1.44720250912,10.5318910184
top,-4,2,-5.78881003647,2.89440501823,-4.36325007794
top,-4,3,-5.78881003647,4.34160752735,-2.16947378531
top,-4,4,-5.78881003647,5.78881003647,4.39328823476
top,-3,-4,-4.34160752735,-5.78881003647,6.49762786773
top,-3,-3,-4.34160752735,-4.34160752735,-1.84332587563
top,-3,-2,-4.34160752735,-2.89440501823,-6.75698903046
top,-3,-1,-4.34160752735,-1.44720250912,14.0170888329
top,-3,0,-4.34160752735,0,-13.5076990214
top,-3,1,-4.34160752735,1.44720250912,6.16574869569
top,-3,2,-4.34160752735,2.89440501823,2.34015836391
top,-3,3,-4.34160752735,4.34160752735,-5.78922208384
top,-3,4,-4.34160752735,5.78881003647,3.72783477449
top,-2,-4,-2.89440501823,-5.78881003647,1.60000038268
top,-2,-3,-2.89440501823,-4.34160752735,6.6693736754
top,-2,-2,-2.89440501823,-2.89440501823,-13.3548653698
top,-2,-1,-2.89440501823,-1.44720250912,13.2430311021
top,-2,0,-2.89440501823,0,-5.00619252307
top,-2,1,-2.89440501823,1.44720250912,-3.85432779793
top,-2,2,-2.89440501823,2.89440501823,9.01354367206
top,-2,3,-2.89440501823,4.34160752735,-6.34425433725
top,-2,4,-2.89440501823,5.78881003647,0.515138733335
top,-1,-4,-1.44720250912,-5.78881003647,-4.0504528148
top,-1,-3,-1.44720250912,-4.34160752735,9.85203220181
top,-1,-2,-1.44720250912,-2.89440501823,-8.4518911594
top,-1,-1,-1.44720250912,-1.44720250912,1.0446730837
top,-1,0,-1.44720250912,0,9.73343632653
top,-1,1,-1.44720250912,1.44720250912,-13.3900761513
top,-1,2,-1.44720250912,2.89440501823,10.5318798093
top,-1,3,-1.44720250912,4.34160752735,-2.05598474122
top,-1,4,-1.44720250912,5.78881003647,-3.94078124045
top,0,-4,0,-5.78881003647,-6.34050862469
top,0,-3,0,-4.34160752735,5.08521157026
top,0,-2,0,-2.89440501823,2.71781413178
top,0,-1,0,-1.44720250912,-11.7169010427
top,0,0,0,0,18.4017015988
top,0,1,0,1.44720250912,-11.7169010427
top,0,2,0,2.89440501823,2.71781413178
top,0,3,0,4.34160752735,5.08521157026
top,0,4,0,5.78881003647,-6.34050862469
top,1,-4,1.44720250912,-5.78881003647,-3.94078124045
top,1,-3,1.44720250912,-4.34160752735,-2.05598474122
top,1,-2,1.44720250912,-2.89440501823,10.5318798093
top,1,-1,1.44720250912,-1.44720250912,-13.3900761513
top,1,0,1.44720250912,0,9.73343632653
top,1,1,1.44720250912,1.44720250912,1.0446730837
top,1,2,1.44720250912,2.89440501823,-8.4518911594
top,1,3,1.44720250912,4.34160752735,9.85203220181
top,1,4,1.44720250912,5.78881003647,-4.0504528148
top,2,-4,2.89440501823,-5.78881003647,0.515138733335
top,2,-3,2.89440501823,-4.34160752735,-6.34425433725
top,2,-2,2.89440501823,-2.89440501823,9.01354367206
top,2,-1,2.89440501823,-1.44720250912,-3.85432779793
top,2,0,2.89440501823,0,-5.00619252307
top,2,1,2.89440501823,1.44720250912,13.2430311021
top,2,2,2.89440501823,2.89440501823,-13.3548653698
top,2,3,2.89440501823,4.34160752735,6.6693736754
top,2,4,2.89440501823,5.78881003647,1.60000038268
top,3,-4,4.34160752735,-5.78881003647,3.72783477449
top,3,-3,4.34160752735,-4.34160752735,-5.78922208384
top,3,-2,4.34160752735,-2.89440501823,2.34015836391
top,3,-1,4.34160752735,-1.44720250912,6.16574869569
top,3,0,4.34160752735,0,-13.5076990214
top,3,1,4.34160752735,1.44720250912,14.0170888329
top,3,2,4.34160752735,2.89440501823,-6.75698903046
top,3,3,4.34160752735,4.34160752735,-1.84332587563
top,3,4,4.34160752735,5.78881003647,6.49762786773
top,4,-4,5.78881003647,-5.78881003647,4.39328823476
top,4,-3,5.78881003647,-4.34160752735,-2.16947378531
top,4,-2,5.78881003647,-2.89440501823,-4.36325007794
top,4,-1,5.78881003647,-1.44720250912,10.5318910184
top,4,0,5.78881003647,0,-10.6503338279
top,4,1,5.78881003647,1.44720250912,3.99653769954
top,4,2,5.78881003647,2.89440501823,5.01821317205
top,4,3,5.78881003647,4.34160752735,-9.74710960026
top,4,4,5.78881003647,5.78881003647,7.23251145977
bottom,-4,-4,-5.78881003647,-5.78881003647,-0.00157859559944
bottom,-4,-3,-5.78881003647,-4.34160752735,0.0143444343028
bottom,-4,-2,-5.78881003647,-2.89440501823,0.0151347973275
bottom,-4,-1,-5.78881003647,-1.44720250912,0.024800546336
bottom,-4,0,-5.78881003647,0,0.034340081348
bottom,-4,1,-5.78881003647,1.44720250912,0.0199101069079
bottom,-4,2,-5.78881003647,2.89440501823,0.0224563248055
bottom,-4,3,-5.78881003647,4.34160752735,0.0122137043866
bottom,-4,4,-5.78881003647,5.78881003647,0.00342914223939
bottom,-3,-4,-4.34160752735,-5.78881003647,0.0106845750118
bottom,-3,-3,-4.34160752735,-4.34160752735,0.030997343752
bottom,-3,-2,-4.34160752735,-2.89440501823,0.0584712430374
bottom,-3,-1,-4.34160752735,-1.44720250912,0.0957103282251
bottom,-3,0,-4.34160752735,0,0.119586383205
bottom,-3,1,-4.34160752735,1.44720250912,0.101886304339
bottom,-3,2,-4.34160752735,2.89440501823,0.059931764419
bottom,-3,3,-4.34160752735,4.34160752735,0.0367136647035
bottom,-3,4,-4.34160752735,5.78881003647,0.00721984044088
bottom,-2,-4,-2.89440501823,-5.78881003647,0.0330459701412
bottom,-2,-3,-2.89440501823,-4.34160752735,0.0697483187434
bottom,-2,-2,-2.89440501823,-2.89440501823,0.15730989078
bottom,-2,-1,-2.89440501823,-1.44720250912,0.260260594336
bottom,-2,0,-2.89440501823,0,0.290268430593
bottom,-2,1,-2.89440501823,1.44720250912,0.262982311275
bottom,-2,2,-2.89440501823,2.89440501823,0.158149790815
bottom,-2,3,-2.89440501823,4.34160752735,0.0657909093966
bottom,-2,4,-2.89440501823,5.78881003647,0.0257169324612
bottom,-1,-4,-1.44720250912,-5.78881003647,0.0417346929422
bottom,-1,-3,-1.44720250912,-4.34160752735,0.130950705871
bottom,-1,-2,-1.44720250912,-2.89440501823,0.260064834958
bottom,-1,-1,-1.44720250912,-1.44720250912,0.444489447969
bottom,-1,0,-1.44720250912,0,0.536738130031
bottom,-1,1,-1.44720250912,1.44720250912,0.441606975901
bottom,-1,2,-1.44720250912,2.89440501823,0.270523499254
bottom,-1,3,-1.44720250912,4.34160752735,0.109975722685
bottom,-1,4,-1.44720250912,5.78881003647,0.0463646855316
bottom,0,-4,0,-5.78881003647,0.0435297303954
bottom,0,-3,0,-4.34160752735,0.154924292123
bottom,0,-2,0,-2.89440501823,0.314525906366
bottom,0,-1,0,-1.44720250912,0.52397692613
bottom,0,0,0,0,0.799548216772
bottom,0,1,0,1.44720250912,0.52397692613
bottom,0,2,0,2.89440501823,0.314525906366
bottom,0,3,0,4.34160752735,0.154924292123
bottom,0,4,0,5.78881003647,0.0435297303954
bottom,1,-4,1.44720250912,-5.78881003647,0.0463646855316
bottom,1,-3,1.44720250912,-4.34160752735,0.109975722685
bottom,1,-2,1.44720250912,-2.89440501823,0.270523499254
bottom,1,-1,1.44720250912,-1.44720250912,0.441606975901
bottom,1,0,1.44720250912,0,0.536738130031
bottom,1,1,1.44720250912,1.44720250912,0.444489447969
bottom,1,2,1.44720250912,2.89440501823,0.260064834958
bottom,1,3,1.44720250912,4.34160752735,0.130950705871
bottom,1,4,1.44720250912,5.78881003647,0.0417346929422
bottom,2,-4,2.89440501823,-5.78881003647,0.0257169324612
bottom,2,-3,2.89440501823,-4.34160752735,0.0657909093966
bottom,2,-2,2.89440501823,-2.89440501823,0.158149790815
bottom,2,-1,2.89440501823,-1.44720250912,0.262982311275
bottom,2,0,2.89440501823,0,0.290268430593
bottom,2,1,2.89440501823,1.44720250912,0.260260594336
bottom,2,2,2.89440501823,2.89440501823,0.15730989078
bottom,2,3,2.89440501823,4.34160752735,0.0697483187434
bottom,2,4,2.89440501823,5.78881003647,0.0330459701412
bottom,3,-4,4.34160752735,-5.78881003647,0.00721984044088
bottom,3,-3,4.34160752735,-4.34160752735,0.0367136647035
bottom,3,-2,4.34160752735,-2.89440501823,0.059931764419
bottom,3,-1,4.34160752735,-1.44720250912,0.101886304339
bottom,3,0,4.34160752735,0,0.119586383205
bottom,3,1,4.34160752735,1.44720250912,0.0957103282251
bottom,3,2,4.34160752735,2.89440501823,0.0584712430374
bottom,3,3,4.34160752735,4.34160752735,0.030997343752
bottom,3,4,4.34160752735,5.78881003647,0.0106845750118
bottom,4,-4,5.78881003647,-5.78881003647,0.00342914223939
bottom,4,-3,5.78881003647,-4.34160752735,0.0122137043866
bottom,4,-2,5.78881003647,-2.89440501823,0.0224563248055
bottom,4,-1,5.78881003647,-1.44720250912,0.0199101069079
bottom,4,0,5.78881003647,0,0.034340081348
bottom,4,1,5.78881003647,1.44720250912,0.024800546336
bottom,4,2,5.78881003647,2.89440501823,0.0151347973275
bottom,4,3,5.78881003647,4.34160752735,0.0143444343028
bottom,4,4,5.78881003647,5.78881003647,-0.00157859559944
