layer,m1,m2,kx,ky,occupation
top,-4,-4,-7.23601254558,-7.23601254558,-0.000713507951638
top,-4,-3,-7.23601254558,-5.42700940919,0.00517078954224
top,-4,-2,-7.23601254558,-3.61800627279,0.0196543130762
top,-4,-1,-7.23601254558,-1.8090031364,0.0369096410394
top,-4,0,-7.23601254558,0,0.0469399760719
top,-4,1,-7.23601254558,1.8090031364,0.0412291953034
top,-4,2,-7.23601254558,3.61800627279,0.0331130070664
top,-4,3,-7.23601254558,5.42700940919,0.0205739308231
top,-4,4,-7.23601254558,7.23601254558,0.0112057766756
top,-3,-4,-5.42700940919,-7.23601254558,0.00776386196455
top,-3,-3,-5.42700940919,-5.42700940919,0.027657911601
top,-3,-2,-5.42700940919,-3.61800627279,0.0632516874428
top,-3,-1,-5.42700940919,-1.8090031364,0.109559059116
top,-3,0,-5.42700940919,0,0.135499144038
top,-3,1,-5.42700940919,1.8090031364,0.118269352622
top,-3,2,-5.42700940919,3.61800627279,0.0683220850358
top,-3,3,-5.42700940919,5.42700940919,0.0251340243737
top,-3,4,-5.42700940919,7.23601254558,0.00360199068318
top,-2,-4,-3.61800627279,-7.23601254558,0.0228829255939
top,-2,-3,-3.61800627279,-5.42700940919,0.0572505208891
top,-2,-2,-3.61800627279,-3.61800627279,0.131164955672
top,-2,-1,-3.61800627279,-1.8090031364,0.220759120953
top,-2,0,-3.61800627279,0,0.27410088088
top,-2,1,-3.61800627279,1.8090031364,0.236191844628
top,-2,2,-3.61800627279,3.61800627279,0.144967781039
top,-2,3,-3.61800627279,5.42700940919,0.0547738079932
top,-2,4,-3.61800627279,7.23601254558,0.0111535701446
top,-1,-4,-1.8090031364,-7.23601254558,0.0353806308574
top,-1,-3,-1.8090031364,-5.42700940919,0.100757494326
top,-1,-2,-1.8090031364,-3.61800627279,0.226871260314
top,-1,-1,-1.8090031364,-1.8090031364,0.368690793141
top,-1,0,-1.8090031364,0,0.437638509607
top,-1,1,-1.8090031364,1.8090031364,0.373737452049
top,-1,2,-1.8090031364,3.61800627279,0.223412922236
top,-1,3,-1.8090031364,5.42700940919,0.0915387158906
top,-1,4,-1.8090031364,7.23601254558,0.0246633634748
top,0,-4,0,-7.23601254558,0.0341881639801
top,0,-3,0,-5.42700940919,0.113256443901
top,0,-2,0,-3.61800627279,0.264296763015
top,0,-1,0,-1.8090031364,0.450315597815
top,0,0,0,0,0.584566885311
top,0,1,0,1.8090031364,0.450315597815
top,0,2,0,3.61800627279,0.264296763015
top,0,3,0,5.42700940919,0.113256443901
top,0,4,0,7.23601254558,0.0341881639801
top,1,-4,1.8090031364,-7.23601254558,0.0246633634748
top,1,-3,1.8090031364,-5.42700940919,0.0915387158906
top,1,-2,1.8090031364,-3.61800627279,0.223412922236
top,1,-1,1.8090031364,-1.8090031364,0.373737452049
top,1,0,1.8090031364,0,0.437638509607
top,1,1,1.8090031364,1.8090031364,0.368690793141
top,1,2,1.8090031364,3.61800627279,0.226871260314
top,1,3,1.8090031364,5.42700940919,0.100757494326
top,1,4,1.8090031364,7.23601254558,0.0353806308574
top,2,-4,3.61800627279,-7.23601254558,0.0111535701446
top,2,-3,3.61800627279,-5.42700940919,0.0547738079932
top,2,-2,3.61800627279,-3.61800627279,0.144967781039
top,2,-1,3.61800627279,-1.8090031364,0.236191844628
top,2,0,3.61800627279,0,0.27410088088
top,2,1,3.61800627279,1.8090031364,0.220759120953
top,2,2,3.61800627279,3.61800627279,0.131164955672
top,2,3,3.61800627279,5.42700940919,0.0572505208891
top,2,4,3.61800627279,7.23601254558,0.0228829255939
top,3,-4,5.42700940919,-7.23601254558,0.00360199068318
top,3,-3,5.42700940919,-5.42700940919,0.0251340243737
top,3,-2,5.42700940919,-3.61800627279,0.0683220850358
top,3,-1,5.42700940919,-1.8090031364,0.118269352622
top,3,0,5.42700940919,0,0.135499144038
top,3,1,5.42700940919,1.8090031364,0.109559059116
top,3,2,5.42700940919,3.61800627279,0.0632516874428
top,3,3,5.42700940919,5.42700940919,0.027657911601
top,3,4,5.42700940919,7.23601254558,0.00776386196455
top,4,-4,7.23601254558,-7.23601254558,0.0112057766756
top,4,-3,7.23601254558,-5.42700940919,0.0205739308231
top,4,-2,7.23601254558,-3.61800627279,0.0331130070664
top,4,-1,7.23601254558,-1.8090031364,0.0412291953034
top,4,0,7.23601254558,0,0.0469399760719
top,4,1,7.23601254558,1.8090031364,0.0369096410394
top,4,2,7.23601254558,3.61800627279,0.0196543130762
top,4,3,7.23601254558,5.42700940919,0.00517078954224
top,4,4,7.23601254558,7.23601254558,-0.000713507951638
bottom,-4,-4,-7.23601254558,-7.23601254558,0.00726067050469
bottom,-4,-3,-7.23601254558,-5.42700940919,0.0122633199109
bottom,-4,-2,-7.23601254558,-3.61800627279,0.0211558673351
bottom,-4,-1,-7.23601254558,-1.8090031364,0.0277944890158
bottom,-4,0,-7.23601254558,0,0.0289287580922
bottom,-4,1,-7.23601254558,1.8090031364,0.0266624764339
bottom,-4,2,-7.23601254558,3.61800627279,0.0190332755533
bottom,-4,3,-7.23601254558,5.42700940919,0.00897627482328
bottom,-4,4,-7.23601254558,7.23601254558,0.000465891882065
bottom,-3,-4,-5.42700940919,-7.23601254558,0.0148010068425
bottom,-3,-3,-5.42700940919,-5.42700940919,0.0311343740777
bottom,-3,-2,-5.42700940919,-3.61800627279,0.0576360132306
bottom,-3,-1,-5.42700940919,-1.8090031364,0.0892999135806
bottom,-3,0,-5.42700940919,0,0.103421512932
bottom,-3,1,-5.42700940919,1.8090031364,0.0902088986623
bottom,-3,2,-5.42700940919,3.61800627279,0.0547777751363
bottom,-3,3,-5.42700940919,5.42700940919,0.0227519692597
bottom,-3,4,-5.42700940919,7.23601254558,0.00591695844725
bottom,-2,-4,-3.61800627279,-7.23601254558,0.0206770981881
bottom,-2,-3,-3.61800627279,-5.42700940919,0.0657493005666
bottom,-2,-2,-3.61800627279,-3.61800627279,0.145805156968
bottom,-2,-1,-3.61800627279,-1.8090031364,0.226498655372
bottom,-2,0,-3.61800627279,0,0.260650689022
bottom,-2,1,-3.61800627279,1.8090031364,0.232466530514
bottom,-2,2,-3.61800627279,3.61800627279,0.148028935558
bottom,-2,3,-3.61800627279,5.42700940919,0.063391644387
bottom,-2,4,-3.61800627279,7.23601254558,0.0213127060679
bottom,-1,-4,-1.8090031364,-7.23601254558,0.035941439666
bottom,-1,-3,-1.8090031364,-5.42700940919,0.11597942837
bottom,-1,-2,-1.8090031364,-3.61800627279,0.251626024741
bottom,-1,-1,-1.8090031364,-1.8090031364,0.401494074909
bottom,-1,0,-1.8090031364,0,0.47187257583
bottom,-1,1,-1.8090031364,1.8090031364,0.402150979596
bottom,-1,2,-1.8090031364,3.61800627279,0.253607659344
bottom,-1,3,-1.8090031364,5.42700940919,0.118906596583
bottom,-1,4,-1.8090031364,7.23601254558,0.0423669466385
bottom,0,-4,0,-7.23601254558,0.0492596205596
bottom,0,-3,0,-5.42700940919,0.146257988297
bottom,0,-2,0,-3.61800627279,0.303494941981
bottom,0,-1,0,-1.8090031364,0.492777189499
bottom,0,0,0,0,0.632078375631
bottom,0,1,0,1.8090031364,0.492777189499
bottom,0,2,0,3.61800627279,0.303494941981
bottom,0,3,0,5.42700940919,0.146257988297
bottom,0,4,0,7.23601254558,0.0492596205596
bottom,1,-4,1.8090031364,-7.23601254558,0.0423669466385
bottom,1,-3,1.8090031364,-5.42700940919,0.118906596583
bottom,1,-2,1.8090031364,-3.61800627279,0.253607659344
bottom,1,-1,1.8090031364,-1.8090031364,0.402150979596
bottom,1,0,1.8090031364,0,0.47187257583
bottom,1,1,1.8090031364,1.8090031364,0.401494074909
bottom,1,2,1.8090031364,3.61800627279,0.251626024741
bottom,1,3,1.8090031364,5.42700940919,0.11597942837
bottom,1,4,1.8090031364,7.23601254558,0.035941439666
bottom,2,-4,3.61800627279,-7.23601254558,0.0213127060679
bottom,2,-3,3.61800627279,-5.42700940919,0.063391644387
bottom,2,-2,3.61800627279,-3.61800627279,0.148028935558
bottom,2,-1,3.61800627279,-1.8090031364,0.232466530514
bottom,2,0,3.61800627279,0,0.260650689022
bottom,2,1,3.61800627279,1.8090031364,0.226498655372
bottom,2,2,3.61800627279,3.61800627279,0.145805156968
bottom,2,3,3.61800627279,5.42700940919,0.0657493005666
bottom,2,4,3.61800627279,7.23601254558,0.0206770981881
bottom,3,-4,5.42700940919,-7.23601254558,0.00591695844725
bottom,3,-3,5.42700940919,-5.42700940919,0.0227519692597
bottom,3,-2,5.42700940919,-3.61800627279,0.0547777751363
bottom,3,-1,5.42700940919,-1.8090031364,0.0902088986623
bottom,3,0,5.42700940919,0,0.103421512932
bottom,3,1,5.42700940919,1.8090031364,0.0892999135806
bottom,3,2,5.42700940919,3.61800627279,0.0576360132306
bottom,3,3,5.42700940919,5.42700940919,0.0311343740777
bottom,3,4,5.42700940919,7.23601254558,0.0148010068425
bottom,4,-4,7.23601254558,-7.23601254558,0.000465891882065
bottom,4,-3,7.23601254558,-5.42700940919,0.00897627482328
bottom,4,-2,7.23601254558,-3.61800627279,0.0190332755533
bottom,4,-1,7.23601254558,-1.8090031364,0.0266624764339
bottom,4,0,7.23601254558,0,0.0289287580922
bottom,4,1,7.23601254558,1.8090031364,0.0277944890158
bottom,4,2,7.23601254558,3.61800627279,0.0211558673351
bottom,4,3,7.23601254558,5.42700940919,0.0122633199109
bottom,4,4,7.23601254558,7.23601254558,0.00726067050469
