row_m1,row_m2,row_kx,row_ky,col_m1,col_m2,col_kx,col_ky,gamma_real,gamma_imag
-4,-4,-4.13486431176,-4.13486431176,-4,-4,-4.13486431176,-4.13486431176,0.00973006968034,0
-4,-4,-4.13486431176,-4.13486431176,-4,-3,-4.13486431176,-3.10114823382,0.00503737855002,-0.00141569548754
-4,-4,-4.13486431176,-4.13486431176,-4,-2,-4.13486431176,-2.06743215588,0.0089164919031,-0.00671419405064
-4,-4,-4.13486431176,-4.13486431176,-4,-1,-4.13486431176,-1.03371607794,0.0119030232162,-0.0115195009496
-4,-4,-4.13486431176,-4.13486431176,-4,0,-4.13486431176,0,0.0108464461737,-0.0167060363024
-4,-4,-4.13486431176,-4.13486431176,-4,1,-4.13486431176,1.03371607794,-0.0101070104628,-0.0048757689181
-4,-4,-4.13486431176,-4.13486431176,-4,2,-4.13486431176,2.06743215588,-0.00142292910035,-0.0111506578174
-4,-4,-4.13486431176,-4.13486431176,-4,3,-4.13486431176,3.10114823382,-0.0176775958009,0.00217291270371
-4,-4,-4.13486431176,-4.13486431176,-4,4,-4.13486431176,4.13486431176,-0.0150338949236,-0.00940068079164
-4,-4,-4.13486431176,-4.13486431176,-3,-4,-3.10114823382,-4.13486431176,0.0103630764865,0.00216445180639
-4,-4,-4.13486431176,-4.13486431176,-3,-3,-3.10114823382,-3.10114823382,-0.0019424806771,0.0167406422448
-4,-4,-4.13486431176,-4.13486431176,-3,-2,-3.10114823382,-2.06743215588,0.00876269289261,-9.80107720042e-05
-4,-4,-4.13486431176,-4.13486431176,-3,-1,-3.10114823382,-1.03371607794,0.00457801888672,0.00952311896799
-4,-4,-4.13486431176,-4.13486431176,-3,0,-3.10114823382,0,0.0150654212732,-0.0199084032945
-4,-4,-4.13486431176,-4.13486431176,-3,1,-3.10114823382,1.03371607794,0.0122779976576,-0.0113295409284
-4,-4,-4.13486431176,-4.13486431176,-3,2,-3.10114823382,2.06743215588,0.0144868312173,-0.0248222987623
-4,-4,-4.13486431176,-4.13486431176,-3,3,-3.10114823382,3.10114823382,0.00116797359392,-0.0182416205156
-4,-4,-4.13486431176,-4.13486431176,-3,4,-3.10114823382,4.13486431176,-0.00889442144681,-0.0175293814924
-4,-4,-4.13486431176,-4.13486431176,-2,-4,-2.06743215588,-4.13486431176,-0.00831176741019,0.011595033847
-4,-4,-4.13486431176,-4.13486431176,-2,-3,-2.06743215588,-3.10114823382,-0.00129150523674,0.0190918265943
-4,-4,-4.13486431176,-4.13486431176,-2,-2,-2.06743215588,-2.06743215588,0.00305858251678,-0.00287079230632
-4,-4,-4.13486431176,-4.13486431176,-2,-1,-2.06743215588,-1.03371607794,-0.0197613412793,0.0426292427841
-4,-4,-4.13486431176,-4.13486431176,-2,0,-2.06743215588,0,0.0229780578658,-0.00323652919969
-4,-4,-4.13486431176,-4.13486431176,-2,1,-2.06743215588,1.03371607794,0.026379687894,0.00240636094065
-4,-4,-4.13486431176,-4.13486431176,-2,2,-2.06743215588,2.06743215588,0.022537483861,0.00399255130207
-4,-4,-4.13486431176,-4.13486431176,-2,3,-2.06743215588,3.10114823382,0.0211089312286,-0.00348892253591
-4,-4,-4.13486431176,-4.13486431176,-2,4,-2.06743215588,4.13486431176,-0.00361388421189,-0.0211759285593
-4,-4,-4.13486431176,-4.13486431176,-1,-4,-1.03371607794,-4.13486431176,-0.00959709325495,-0.0122829794983
-4,-4,-4.13486431176,-4.13486431176,-1,-3,-1.03371607794,-3.10114823382,-0.0079716624287,0.0115055848301
-4,-4,-4.13486431176,-4.13486431176,-1,-2,-1.03371607794,-2.06743215588,-0.00229742666855,0.00989955105364
-4,-4,-4.13486431176,-4.13486431176,-1,-1,-1.03371607794,-1.03371607794,-0.0104295918008,0.035965635587
-4,-4,-4.13486431176,-4.13486431176,-1,0,-1.03371607794,0,-0.0354821707401,0.0105600871178
-4,-4,-4.13486431176,-4.13486431176,-1,1,-1.03371607794,1.03371607794,0.036313166578,0.0186735199951
-4,-4,-4.13486431176,-4.13486431176,-1,2,-1.03371607794,2.06743215588,0.000567447933587,-0.00239295744492
-4,-4,-4.13486431176,-4.13486431176,-1,3,-1.03371607794,3.10114823382,0.0315565113033,0.0013856525056
-4,-4,-4.13486431176,-4.13486431176,-1,4,-1.03371607794,4.13486431176,0.0117796765092,-0.00179245653177
-4,-4,-4.13486431176,-4.13486431176,0,-4,0,-4.13486431176,-0.00843280436242,-0.0250592776397
-4,-4,-4.13486431176,-4.13486431176,0,-3,0,-3.10114823382,-0.00753724683735,-0.00190662003585
-4,-4,-4.13486431176,-4.13486431176,0,-2,0,-2.06743215588,-0.0194848859695,-0.00162274392094
-4,-4,-4.13486431176,-4.13486431176,0,-1,0,-1.03371607794,-0.051449666909,0.00414985798479
-4,-4,-4.13486431176,-4.13486431176,0,0,0,0,-0.0583122683439,0.0382696416233
-4,-4,-4.13486431176,-4.13486431176,0,1,0,1.03371607794,0.0121920534741,0.0228138976519
-4,-4,-4.13486431176,-4.13486431176,0,2,0,2.06743215588,-0.0195296207154,-0.0118036225956
-4,-4,-4.13486431176,-4.13486431176,0,3,0,3.10114823382,0.0209046940397,0.0199372233493
-4,-4,-4.13486431176,-4.13486431176,0,4,0,4.13486431176,0.0109817701215,0.00532058505137
-4,-4,-4.13486431176,-4.13486431176,1,-4,1.03371607794,-4.13486431176,0.00367346249999,-0.0231337187101
-4,-4,-4.13486431176,-4.13486431176,1,-3,1.03371607794,-3.10114823382,0.0171269694201,-0.0162305646979
-4,-4,-4.13486431176,-4.13486431176,1,-2,1.03371607794,-2.06743215588,-0.0142687132604,-0.00273177716421
-4,-4,-4.13486431176,-4.13486431176,1,-1,1.03371607794,-1.03371607794,0.0140617877877,-0.0216637102743
-4,-4,-4.13486431176,-4.13486431176,1,0,1.03371607794,0,-0.0473397479774,0.00747348159672
-4,-4,-4.13486431176,-4.13486431176,1,1,1.03371607794,1.03371607794,-0.0298822024512,0.0122546609608
-4,-4,-4.13486431176,-4.13486431176,1,2,1.03371607794,2.06743215588,-0.0133946876885,0.0040358255788
-4,-4,-4.13486431176,-4.13486431176,1,3,1.03371607794,3.10114823382,-0.00345514605792,-0.00479802079726
-4,-4,-4.13486431176,-4.13486431176,1,4,1.03371607794,4.13486431176,0.00149061830323,0.0213481826257
-4,-4,-4.13486431176,-4.13486431176,2,-4,2.06743215588,-4.13486431176,0.0174992213926,0.00104507253417
