r,top_top,bottom_bottom,top_bottom
1.085401881837401439e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.544576617853637046e+01
3.256205645512204316e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.548260760054838414e+01
5.427009409187007194e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.377132354809039327e+01
7.597813172861810072e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.205109229314376051e+01
9.768616936536612949e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.566489249119326743e+00
1.193942070021141583e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.786936925266346066e+00
1.411022446388621732e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.723881700674065875e+00
1.628102822756102297e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.194395896067657503e+00
1.845183199123582307e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.881757701204354039e+00
2.062263575491062872e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.926903322338828328e+00
2.279343951858542883e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.180241269456267839e+00
2.496424328226023448e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.015888191852875932e-01
2.713504704593503458e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.531494907477578993e-01
2.930585080960983468e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.558432084167552856e-01
3.147665457328464589e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.295801739732862778e-01
3.364745833695944599e-01,1.782649452194169561e-03,0.000000000000000000e+00,9.002379733580556653e-02
3.581826210063424609e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.609943806374687036e-02
3.798906586430904619e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.131539416409308427e-02
4.015986962798385740e-01,1.493571162649166449e-03,0.000000000000000000e+00,1.493571162649166492e-02
4.233067339165865750e-01,1.416977769692802586e-03,1.416977769692802586e-03,4.250933309078407107e-03
4.450147715533345760e-01,4.043570708635554553e-03,0.000000000000000000e+00,7.413212965831850881e-03
4.667228091900825770e-01,0.000000000000000000e+00,5.140663536559926007e-03,6.425829420699907292e-03
4.884308468268306891e-01,6.140237002002123072e-03,6.140237002002123072e-03,3.070118501001061536e-03
5.101388844635786901e-01,3.527370192639532956e-03,2.351580128426355304e-03,8.818425481598833257e-03
5.318469221003266911e-01,5.638993165104004383e-03,1.015018769718720876e-02,1.973647607786401664e-02
5.535549597370746921e-01,1.300285482776924149e-02,2.167142471294873640e-02,1.896249662383014262e-02
5.752629973738228042e-01,2.606704387642402865e-02,1.876827159102530118e-02,2.554570299889554613e-02
5.969710350105708052e-01,3.014298164619235929e-02,4.420970641441546167e-02,4.169779127723276246e-02
6.186790726473188062e-01,5.817066633475709986e-02,5.332311080686067545e-02,6.156395520428459278e-02
6.403871102840668073e-01,7.961493739884101251e-02,8.148823004351961330e-02,8.851307746106441832e-02
6.620951479208149193e-01,1.213955053182718957e-01,1.050886463949219363e-01,1.263781566559621650e-01
6.838031855575629203e-01,1.561374551937685928e-01,1.587689853374837923e-01,1.618391038384848768e-01
7.055112231943109213e-01,2.355017053229439550e-01,2.338013319993126060e-01,2.295503986902341920e-01
7.272192608310589224e-01,2.994052878438954179e-01,2.944564401109384666e-01,3.113650031985413791e-01
7.489272984678070344e-01,3.756223244268242500e-01,3.892376325616984656e-01,4.044547416536167228e-01
7.706353361045550354e-01,5.059209360804584055e-01,4.934674976538625524e-01,4.817923991289289054e-01
7.923433737413030364e-01,5.904721062199326242e-01,6.116685408021865777e-01,6.249163124160953542e-01
8.140514113780510375e-01,7.692488916108245478e-01,7.390389255609741692e-01,7.346179549195326342e-01
8.357594490147991495e-01,9.121840398169170916e-01,9.351501210711589129e-01,8.798879880531396136e-01
8.574674866515471505e-01,1.080059916200274195e+00,1.030393948551168393e+00,1.033192031235625086e+00
8.791755242882951515e-01,1.183018995719078648e+00,1.241692371515987992e+00,1.199051836779861935e+00
9.008835619250431526e-01,1.300990456833850839e+00,1.315638251127783764e+00,1.363576486998836490e+00
9.225915995617912646e-01,1.512232016469558848e+00,1.555791580142585673e+00,1.538887868866485764e+00
9.442996371985392656e-01,1.670567929165410748e+00,1.715666911283564522e+00,1.656275998212474843e+00
9.660076748352872666e-01,1.764662719519219047e+00,1.764662719519219047e+00,1.820545775380137288e+00
9.877157124720352677e-01,1.933567379443655421e+00,1.900167189158039394e+00,1.847941437075076410e+00
1.009423750108783491e+00,1.975175593031142762e+00,1.908029130331829082e+00,1.917536594076864498e+00
1.031131787745531270e+00,1.942318548917543408e+00,1.942900255580890967e+00,1.988564228653675547e+00
1.052839825382279493e+00,2.070335993685375353e+00,1.990006501360213731e+00,2.015643573378882447e+00
1.074547863019027272e+00,1.948129739726137899e+00,2.000600855925065424e+00,1.981342839873331263e+00
1.096255900655775495e+00,1.950042000754655502e+00,2.003662684277089934e+00,1.981503116086696270e+00
1.117963938292523274e+00,1.955635678161949054e+00,1.908957954156437431e+00,1.912981895881050498e+00
1.139671975929271497e+00,1.822071471508387219e+00,1.794703558013749367e+00,1.757335829972993979e+00
1.161380013566019720e+00,1.712093186492837482e+00,1.667160424132391849e+00,1.677231560523526177e+00
1.183088051202767499e+00,1.542776796090212788e+00,1.581308191589015255e+00,1.574717294990535921e+00
1.204796088839515722e+00,1.372591898474585514e+00,1.416403319245627790e+00,1.419390461570926076e+00
1.226504126476263501e+00,1.310152693409500246e+00,1.302817012035426769e+00,1.309908170697031027e+00
1.248212164113011724e+00,1.167232357397989029e+00,1.160504793378404065e+00,1.164589385818866285e+00
1.269920201749759503e+00,1.015973060869738820e+00,1.020223994178817151e+00,1.047618897726211307e+00
1.291628239386507726e+00,9.357411599269577218e-01,9.078778995817381459e-01,9.199519790646666362e-01
1.313336277023255949e+00,7.974188780947246702e-01,7.832608109578768074e-01,7.844025905656870634e-01
1.335044314660003728e+00,6.914505911766806179e-01,6.954941618853160978e-01,6.840373782108487566e-01
1.356752352296751951e+00,5.941784542097436894e-01,6.021362013643384303e-01,6.078834631982125147e-01
1.378460389933499730e+00,5.021456811243627527e-01,5.182456726335494812e-01,5.193335098976836761e-01
1.400168427570247953e+00,4.750829885037476941e-01,4.485228935648546411e-01,4.660868273147678043e-01
1.421876465206995732e+00,4.125676800887246309e-01,4.218483436490026994e-01,4.096147416831816268e-01
1.443584502843743955e+00,3.897434644428733885e-01,4.175822833316500393e-01,3.857961692273005339e-01
1.465292540480491734e+00,3.700516166539951080e-01,3.720983623213291458e-01,3.708703149209287009e-01
1.487000578117239957e+00,3.702966285440955074e-01,3.694898820766792102e-01,3.682797623755547090e-01
1.508708615753988180e+00,3.546318176408138623e-01,3.912081934513014225e-01,3.709321590346180697e-01
1.530416653390735959e+00,3.766447505696215448e-01,4.013363419180983049e-01,3.889905462438599248e-01
1.552124691027484182e+00,4.015199734665872988e-01,4.127269794632484889e-01,4.241272097012315223e-01
1.573832728664231961e+00,4.866878887173157753e-01,4.569606723352087618e-01,4.651547127482254518e-01
1.595540766300980184e+00,5.116446465137700628e-01,5.187873711895684137e-01,5.206670355779364767e-01
1.617248803937727963e+00,5.707947833203483867e-01,5.481706885948505192e-01,5.594827359575994530e-01
1.638956841574476186e+00,6.430170047195935545e-01,6.111772327158345730e-01,6.157519126014321387e-01
1.660664879211224410e+00,6.869841634004769659e-01,6.783155935152974658e-01,6.859005921648295701e-01
1.682372916847972188e+00,7.544172481685730292e-01,7.686784437861263752e-01,7.736698622522700797e-01
1.704080954484720412e+00,7.983090298399195817e-01,8.215402449939913643e-01,8.111565957963381424e-01
1.725788992121468191e+00,8.869746129684608071e-01,8.904502188186507183e-01,8.989654531516159119e-01
