layer,m1,m2,kx,ky,occupation
top,-4,-4,-14.4720250912,-14.4720250912,0.0112827110234
top,-4,-3,-14.4720250912,-10.8540188184,0.02603126313
top,-4,-2,-14.4720250912,-7.23601254558,0.0460236550032
top,-4,-1,-14.4720250912,-3.61800627279,0.0638406820586
top,-4,0,-14.4720250912,0,0.0702756472616
top,-4,1,-14.4720250912,3.61800627279,0.0621922545392
top,-4,2,-14.4720250912,7.23601254558,0.0440583630272
top,-4,3,-14.4720250912,10.8540188184,0.0267124159039
top,-4,4,-14.4720250912,14.4720250912,0.0140388335873
top,-3,-4,-10.8540188184,-14.4720250912,0.0247605878619
top,-3,-3,-10.8540188184,-10.8540188184,0.0560354668281
top,-3,-2,-10.8540188184,-7.23601254558,0.0992329224087
top,-3,-1,-10.8540188184,-3.61800627279,0.140764042057
top,-3,0,-10.8540188184,0,0.157712779386
top,-3,1,-10.8540188184,3.61800627279,0.138897922426
top,-3,2,-10.8540188184,7.23601254558,0.0979578049544
top,-3,3,-10.8540188184,10.8540188184,0.0570165829016
top,-3,4,-10.8540188184,14.4720250912,0.0272812215322
top,-2,-4,-7.23601254558,-14.4720250912,0.0443179884426
top,-2,-3,-7.23601254558,-10.8540188184,0.0979623334636
top,-2,-2,-7.23601254558,-7.23601254558,0.175453197326
top,-2,-1,-7.23601254558,-3.61800627279,0.247957737527
top,-2,0,-7.23601254558,0,0.276554710226
top,-2,1,-7.23601254558,3.61800627279,0.246657788309
top,-2,2,-7.23601254558,7.23601254558,0.174415672194
top,-2,3,-7.23601254558,10.8540188184,0.0981909116357
top,-2,4,-7.23601254558,14.4720250912,0.0460081850468
top,-1,-4,-3.61800627279,-14.4720250912,0.0631092220221
top,-1,-3,-3.61800627279,-10.8540188184,0.137714165274
top,-1,-2,-3.61800627279,-7.23601254558,0.245927374185
top,-1,-1,-3.61800627279,-3.61800627279,0.347596293847
top,-1,0,-3.61800627279,0,0.389057712186
top,-1,1,-3.61800627279,3.61800627279,0.345569714138
top,-1,2,-3.61800627279,7.23601254558,0.245031720291
top,-1,3,-3.61800627279,10.8540188184,0.138697594303
top,-1,4,-3.61800627279,14.4720250912,0.0631294268088
top,0,-4,0,-14.4720250912,0.0707833964268
top,0,-3,0,-10.8540188184,0.155622735684
top,0,-2,0,-7.23601254558,0.272827868969
top,0,-1,0,-3.61800627279,0.387395447701
top,0,0,0,0,0.442678862238
top,0,1,0,3.61800627279,0.387395447701
top,0,2,0,7.23601254558,0.272827868969
top,0,3,0,10.8540188184,0.155622735684
top,0,4,0,14.4720250912,0.0707833964268
top,1,-4,3.61800627279,-14.4720250912,0.0631294268088
top,1,-3,3.61800627279,-10.8540188184,0.138697594303
top,1,-2,3.61800627279,-7.23601254558,0.245031720291
top,1,-1,3.61800627279,-3.61800627279,0.345569714138
top,1,0,3.61800627279,0,0.389057712186
top,1,1,3.61800627279,3.61800627279,0.347596293847
top,1,2,3.61800627279,7.23601254558,0.245927374185
top,1,3,3.61800627279,10.8540188184,0.137714165274
top,1,4,3.61800627279,14.4720250912,0.0631092220221
top,2,-4,7.23601254558,-14.4720250912,0.0460081850468
top,2,-3,7.23601254558,-10.8540188184,0.0981909116357
top,2,-2,7.23601254558,-7.23601254558,0.174415672194
top,2,-1,7.23601254558,-3.61800627279,0.246657788309
top,2,0,7.23601254558,0,0.276554710226
top,2,1,7.23601254558,3.61800627279,0.247957737527
top,2,2,7.23601254558,7.23601254558,0.175453197326
top,2,3,7.23601254558,10.8540188184,0.0979623334636
top,2,4,7.23601254558,14.4720250912,0.0443179884426
top,3,-4,10.8540188184,-14.4720250912,0.0272812215322
top,3,-3,10.8540188184,-10.8540188184,0.0570165829016
top,3,-2,10.8540188184,-7.23601254558,0.0979578049544
top,3,-1,10.8540188184,-3.61800627279,0.138897922426
