r,top_top,bottom_bottom,top_bottom
1.899453293215452171e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.105242660360384432e+00
5.698359879646356513e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.096032304857381234e+00
9.497266466077261549e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.083137807153176979e+00
1.329617305250816450e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.061822412989083642e+00
1.709507963893907023e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.003928749827349032e+00
2.089398622536997596e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.004766054873077019e+00
2.469289281180087614e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.607109278517190765e-01
2.849179939823178187e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.652452567147354889e-01
3.229070598466268760e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.849662532035189377e-01
3.608961257109359333e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.903555943492389213e-01
3.988851915752449351e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.013139105330353562e+00
4.368742574395539924e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.274427541284959720e-01
4.748633233038630497e-01,0.000000000000000000e+00,2.210485320720767966e-03,9.936131516639851169e-01
5.128523891681721070e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.012115732496686515e+00
5.508414550324811643e-01,1.905590793724799836e-03,0.000000000000000000e+00,1.025207847023942298e+00
5.888305208967901105e-01,0.000000000000000000e+00,3.565298904388335653e-03,1.025914759737743598e+00
6.268195867610992789e-01,0.000000000000000000e+00,1.674610091455127313e-03,9.905318690957077843e-01
6.648086526254082251e-01,7.894590431145601800e-03,7.894590431145601800e-03,1.023138919876469988e+00
7.027977184897173935e-01,5.974284650596670999e-03,7.467855813245839400e-03,9.678341133966607002e-01
7.407867843540263397e-01,8.501866618156802072e-03,1.133582215754240334e-02,1.011013638675813064e+00
7.787758502183353970e-01,2.021785354317781613e-02,2.560928115469190275e-02,1.008870891804573011e+00
8.167649160826444543e-01,3.984014240833943371e-02,2.827364945107959868e-02,9.625892472208462669e-01
8.547539819469534006e-01,4.789384861561661599e-02,7.122674922322470847e-02,1.019279342332353622e+00
8.927430478112625689e-01,7.877793430228272054e-02,7.525056410964318931e-02,1.004712609870157980e+00
9.307321136755715152e-01,1.093964674030177137e-01,9.924627970583051184e-02,1.008815877237106751e+00
9.687211795398806835e-01,1.300285482776920853e-01,1.441149743411087314e-01,1.010971962859055884e+00
1.006710245404189630e+00,1.438900821978612576e-01,1.741278530945132574e-01,9.759501227333198248e-01
1.044699311268498576e+00,2.260723623464428733e-01,1.868864862063927823e-01,9.761302223091966601e-01
1.082688377132807744e+00,2.530423985561927602e-01,2.714631095621991008e-01,1.011200083119191850e+00
1.120677442997116913e+00,3.400026150091695620e-01,3.250162738517406447e-01,1.002211564903061847e+00
1.158666508861425859e+00,4.140130293317164645e-01,4.375673811098885202e-01,1.020990555923073195e+00
1.196655574725734805e+00,4.736754258687373431e-01,4.517460080044439774e-01,1.022788049190644033e+00
1.234644640590043974e+00,5.772767433728486219e-01,5.560220768274565240e-01,9.849412477134685817e-01
1.272633706454352920e+00,6.441750132398935680e-01,6.829409871480561778e-01,9.687369437263187999e-01
1.310622772318661866e+00,7.336248383261712025e-01,7.752716632093162863e-01,1.015942257005183480e+00
1.348611838182971034e+00,8.538388721234764223e-01,8.289319952702848271e-01,9.958859041768350906e-01
1.386600904047280203e+00,9.682228510965311674e-01,9.061475783913587323e-01,1.005695119375873192e+00
1.424589969911589149e+00,9.755608548780965172e-01,9.976657080853040815e-01,1.021244218172992158e+00
1.462579035775898095e+00,1.128208741614630251e+00,1.134667951967385902e+00,9.993833795791174923e-01
1.500568101640207264e+00,1.155608148680600245e+00,1.194081785591879274e+00,9.950681546598992844e-01
1.538557167504516432e+00,1.221224914842652165e+00,1.240327874404436592e+00,1.012797981052467655e+00
1.576546233368825156e+00,1.277687147729867467e+00,1.294332368518427590e+00,9.817351221092702751e-01
1.614535299233134324e+00,1.367900327881319766e+00,1.372451327071039007e+00,9.872417527983764485e-01
1.652524365097443493e+00,1.356145448200819059e+00,1.329467177088671903e+00,1.015362294589699843e+00
1.690513430961752439e+00,1.425638847296309519e+00,1.379069634078877726e+00,9.947183943243412818e-01
1.728502496826061385e+00,1.461713782135962703e+00,1.409488030052999497e+00,1.019920356085313395e+00
1.766491562690370554e+00,1.407698850749323105e+00,1.411264149653711497e+00,1.015813079508639971e+00
1.804480628554679722e+00,1.419945965231425022e+00,1.447286178408760948e+00,1.002571434279541540e+00
1.842469694418988446e+00,1.403772121199998502e+00,1.441942872872238768e+00,9.861727036514600364e-01
1.880458760283297615e+00,1.435140848377041367e+00,1.398299426365028575e+00,9.869035472308864687e-01
1.918447826147606783e+00,1.390307722760267595e+00,1.332309840582940330e+00,1.029188833731626618e+00
1.956436892011915729e+00,1.317170257856665971e+00,1.328973820248864124e+00,9.866705108751155917e-01
1.994425957876224675e+00,1.293660218650395377e+00,1.315765071857603274e+00,1.021560001790243088e+00
2.032415023740533844e+00,1.295819548992614534e+00,1.257084409026713256e+00,9.898119432619950642e-01
2.070404089604843012e+00,1.185854395680243645e+00,1.187375371818354397e+00,9.855925374956793217e-01
2.108393155469151736e+00,1.121671943149534556e+00,1.162496221595278989e+00,9.942205372701379273e-01
2.146382221333460905e+00,1.119424977683590283e+00,1.131651113307045931e+00,1.009634279784959565e+00
2.184371287197770073e+00,1.093709693469665289e+00,1.068241058252665354e+00,1.003368119492382027e+00
2.222360353062079241e+00,1.009832823867744978e+00,1.007943520174821028e+00,1.002511772057665285e+00
2.260349418926387965e+00,9.557098298410323656e-01,1.006792473807268218e+00,9.870559977294044440e-01
2.298338484790697134e+00,9.545277521294222023e-01,9.353458547182089688e-01,1.005907834480886276e+00
2.336327550655006302e+00,9.012669823914305489e-01,9.223834072031938947e-01,1.004602678278782912e+00
2.374316616519315026e+00,8.961307490202083947e-01,8.696049251715589623e-01,9.973709767092205913e-01
2.412305682383624195e+00,8.467725264020858900e-01,8.572157641377744497e-01,1.003203524984588313e+00
2.450294748247933363e+00,7.916621846302291932e-01,8.486378721604350694e-01,9.876499819615764952e-01
2.488283814112242531e+00,8.133236065552796878e-01,7.905437959982334339e-01,9.987259535890169460e-01
2.526272879976551256e+00,8.044172144577806938e-01,7.969381287861690977e-01,9.685415944737018057e-01
2.564261945840860424e+00,7.765353061865342132e-01,7.740792113857333234e-01,9.996305839259443937e-01
2.602251011705169592e+00,7.668125172792279454e-01,7.664091440455198523e-01,1.005609471634463681e+00
2.640240077569478316e+00,7.971264510872642095e-01,7.653209069042311574e-01,1.001477072463251128e+00
2.678229143433787485e+00,8.042404039218099543e-01,7.979695235793397012e-01,9.917789191638108903e-01
2.716218209298096653e+00,8.173385407909785627e-01,8.057450863116738526e-01,1.009016988182148911e+00
2.754207275162405821e+00,8.014914878406600440e-01,8.468445487313107645e-01,9.771869590220886304e-01
2.792196341026714546e+00,8.353228541907348204e-01,8.278041966372627902e-01,1.012387239574999542e+00
2.830185406891023714e+00,8.597155995689119701e-01,8.563776183799041153e-01,1.008997536077318680e+00
2.868174472755332882e+00,8.684572294818511118e-01,8.278340720977442890e-01,9.958163174968887033e-01
2.906163538619641606e+00,8.672181789298375465e-01,8.545765145139506691e-01,9.894811333520574514e-01
2.944152604483950775e+00,9.155687586469246630e-01,8.952465548919111837e-01,1.017179777421992171e+00
2.982141670348259943e+00,8.965137120821263794e-01,9.331204753552089226e-01,9.968303229747081939e-01
3.020130736212569111e+00,9.578769723123332636e-01,9.756025621483016552e-01,1.025651286391036088e+00
